entity_token,frequency,entity_class
surgery for malignant tumors,1,CONDITION
tumor recurrence,1,CONDITION
metastasis,1,CONDITION
inflammatory response,1,CONDITION
mobility problems,1,CONDITION
task-oriented trainings,1,PHYSICAL
combined exercise training,1,PHYSICAL
oral fecal capsules,1,OTHER
oral fecal bacteria capsules,1,OTHER
human umbilical cord tissue-derived mesenchymal stem cells,1,SURGICAL
allogeneic human umbilical cord tissue-derived stem cells,1,SURGICAL
neurostimulation,1,SURGICAL
early stage parkinson's disease,1,CONDITION
bilateral subthalamic nucleus deep brain stimulation,1,SURGICAL
levodopa-induced motor complications,1,CONDITION
antipsychotic medication,1,DRUG
nmda-enhancing and anti-inflammatory treatments,1,OTHER
nmda-enhancing agent,1,OTHER
drugs with anti-inflammatory properties,1,OTHER
drug with anti-inflammatory property,1,OTHER
nmda-enhancer,1,OTHER
nmdae,1,OTHER
early to moderate dementia,1,CONDITION
multifactorial and personalized program for fall prevention,1,BEHAVIOURAL
interdisciplinary multi-component and personalized multi-factorial intervention,1,BEHAVIOURAL
zoloft,1,DRUG
autistic,1,CONDITION
chronic neuropathic wounds,1,CONDITION
chronic foot ulcers,1,CONDITION
neuropathic,1,CONDITION
diabetes type 2.,1,CONDITION
targeted exercise,1,PHYSICAL
ms tailored exercise program,1,PHYSICAL
program based on general guidelines for exercise,1,CONTROL
general guidelines,1,CONTROL
cognitive and gait impairment,1,CONDITION
motor and cognitive dysfunction,1,CONDITION
parkinson disease dementia,1,CONDITION
pdd,1,CONDITION
motor and cognitive impairment,1,CONDITION
recurrent neuromyelitis optica,1,CONDITION
devic's disease,1,CONDITION
novantrone,1,DRUG
anthracenedione,1,DRUG
secondary progressive ms,1,CONDITION
relapsing nmo,1,CONDITION
real-time feedback,1,OTHER
motor imagery training,1,OTHER
feedback in real time,1,OTHER
feedback training,1,OTHER
sound stimulation,1,OTHER
chronic pure tone tinnitus,1,CONDITION
auditory stimulation,1,OTHER
combined stimulation,1,OTHER
waitlist-control,1,CONTROL
active diabetic foot ulcer,1,CONDITION
loss of muscle health,1,CONDITION
muscle atrophy,1,CONDITION
muscle loss,1,CONDITION
fmpo,1,OTHER
severe mental illness,1,CONDITION
family member provider,1,OTHER
enhanced treatment as usual approach,1,CONTROL
odm-104,1,DRUG
eccentric motor training,1,PHYSICAL
neuromodulation,1,OTHER
subacute sci,1,CONDITION
rehabilitation treatment,1,PHYSICAL
walking downhill,1,PHYSICAL
downhill training with muscle stimulation,1,PHYSICAL
epo,1,DRUG
lumbar disc herniation,1,CONDITION
chronic low back pain,1,CONDITION
short wave,1,OTHER
lower back pain,1,CONDITION
treatment program which does not include diathermy,1,CONTROL
slipped disc,1,CONDITION
neuromuscular disease,1,CONDITION
neuromuscular diseases,1,CONDITION
crps-ii,1,CONDITION
exposure therapy,1,OTHER
cortical interventions,1,OTHER
complex regional pain syndrome ii,1,CONDITION
graded exposure therapy,1,OTHER
methods targeting cortical reorganisation,1,OTHER
compulsive hair pulling,1,CONDITION
animal intervention,1,OTHER
presence of the animal,1,OTHER
major neuro cognitive disorder,1,CONDITION
ncd,1,CONDITION
same stimulation without the dog's response,1,CONTROL
workshops,1,OTHER
intervention of the dog,1,OTHER
cognitive stimulation,1,OTHER
animal assisted therapy,1,OTHER
antiplatelet,1,DRUG
r-tpa,1,DRUG
acute mild ischemic stroke,1,CONDITION
acute minor stroke,1,CONDITION
jns024er,1,DRUG
diabetic neuropathic pain,1,CONDITION
tapentadol,1,DRUG
moderate to severe chronic (lasting a long time) pain,1,CONDITION
painful diabetic peripheral neuropathy,1,CONDITION
tarsal tunnel,1,CONDITION
foot-ankle range of motion exercises,1,PHYSICAL
only foot-ankle joint range of motion exercises,1,CONTROL
inactive substance pill,1,CONTROL
sham ctdcs,1,CONTROL
bbs,1,PHYSICAL
medial rectus muscle advancement,1,OTHER
resection or medial rectus muscle advancement,1,OTHER
lateral rectus recession,1,OTHER
auditory and tactile stimulus,1,OTHER
auditory and tactile stimuli,1,OTHER
context-aware mobile intervention,1,BEHAVIOURAL
technology-supported blended intervention,1,BEHAVIOURAL
mobile social interaction therapy by exposure,1,BEHAVIOURAL
msite,1,BEHAVIOURAL
cerebro spinal fluid leakage and collection,1,CONDITION
cerebrospinal fluid (csf) leak,1,CONDITION
csf collection,1,CONDITION
no intervention,1,CONTROL
[14c]-biib074,1,DRUG
supported and unsupported implementation strategies,1,BEHAVIOURAL
injury prevention program,1,BEHAVIOURAL
injury prevention (ip) program,1,BEHAVIOURAL
injuries,1,CONDITION
walking program using physical activity monitors and social networking,1,OTHER
we walk plus intervention,1,OTHER
eliglustat,1,DRUG
autologous bone marrow mononuclear cell therapy,1,SURGICAL
cerebral edema,1,CONDITION
primary spontaneous intracerebral hemorrhage,1,CONDITION
early launching of nocturnal non invasive ventilation,1,OTHER
early launching of night non invasive ventilation,1,OTHER
early introduction of non invasive ventilation,1,OTHER
myotonic dystrophy,1,CONDITION
internet intervention,1,OTHER
interactive internet intervention,1,OTHER
static educational website,1,CONTROL
comprehensive augmented and virtual reality,1,OTHER
first-ever stroke,1,CONDITION
augmented and virtual reality-based rehabilitation programs,1,OTHER
post-traumatic narcolepsy,1,CONDITION
post-traumatic hypersomnia,1,CONDITION
traumatic narcolepsy,1,CONDITION
post traumatic hypersomnia,1,CONDITION
post operative pain,1,CONDITION
carpal tunnel release,1,CONDITION
carpal tunnel release surgery,1,CONDITION
marcaine,1,DRUG
major depression,1,CONDITION
acutely psychotic,1,CONDITION
pre-malignant lesions,1,CONDITION
folic acid,1,DRUG
mild vitamin b12 deficiency,1,CONDITION
individualized homeopathic remedies with high grade of pathological similarity,1,OTHER
conventional standardized pharmacological treatment,1,CONTROL
homeopathy,1,OTHER
individualized homeopathic remedies,1,OTHER
conventional pharmacological treatment,1,CONTROL
platinum and hydrogel-coated coils,1,OTHER
intracranial aneurysms,1,CONDITION
platinum coil,1,CONTROL
bun/cr-based hydration therapy,1,OTHER
dehydrated,1,CONDITION
hydration therapy on the basis of their presenting bun/cr ratio,1,OTHER
stroke-in-evolution(sie,1,CONDITION
succinic semialdehyde dehydrogenase deficiency,1,CONDITION
gaba(b) receptor antagonist,1,DRUG
cytomegalovirus,1,CONDITION
asymptomatic congenital cytomegalovirus,1,CONDITION
ccmv,1,CONDITION
major hip surgery,1,CONDITION
major (bony) hip surgery,1,CONDITION
bony hip surgery,1,CONDITION
chronic hip pain,1,CONDITION
placebo (non-active) injections,1,CONTROL
noninvasive positive pressure ventilation devices,1,OTHER
obesity hypoventilation syndrome,1,CONDITION
nocturnal noninvasive positive pressure ventilation,1,OTHER
nippv devices,1,OTHER
agalsidase beta,1,DRUG
saos,1,CONDITION
auto cpap,1,OTHER
autocpap,1,OTHER
moderate to severe migraine,1,CONDITION
paraffin,1,OTHER
tens,1,OTHER
tendon gliding exercise,1,PHYSICAL
eesdt,1,OTHER
web-based situational feedback,1,OTHER
situational feedback,1,OTHER
patient-provider communication,1,OTHER
regular situational feedback,1,OTHER
enhancing self-management,1,OTHER
chronic non-malignant pain,1,CONDITION
"""situational"" feedback",1,OTHER
conventional interventions in a clinical setting,1,CONTROL
quick response feedback using mobile communication technology,1,OTHER
tetrahydrocannabinol,1,DRUG
palmitoylethanolamide,1,DRUG
dronebinol,1,DRUG
autolitt,1,OTHER
autolitt laser treatment,1,OTHER
recurrent/progressive brain tumors,1,CONDITION
autolitt system,1,OTHER
recurrent/progressive glioblastoma multiforme tumors,1,CONDITION
gbm,1,CONDITION
post-prandial hypotension,1,CONDITION
synucleinopathies,1,CONDITION
dementia with lewy bodies,1,CONDITION
sleep attacks,1,CONDITION
metabolic dysfunction,1,CONDITION
regular exercise intervention,1,PHYSICAL
integrated solution for sustainable care,1,OTHER
integrated care platform,1,OTHER
multimorbidity,1,CONDITION
diminished intrinsic capacity,1,CONDITION
integrated patient-centred approach-,1,OTHER
physical therapy best practice,1,OTHER
best practices into current stroke rehabilitation physical therapy,1,OTHER
activity monitor,1,OTHER
rad 001,1,DRUG
sturge-weber syndrome,1,CONDITION
sturge weber syndrome,1,CONDITION
afinitor,1,DRUG
intrathoracic pressure regulator,1,OTHER
altered intracranial elastance,1,CONDITION
transcutaneous vagal nerve stimulation,1,OTHER
reduced function in the affected arm,1,CONDITION
stimulator device,1,OTHER
arm weakness,1,CONDITION
vagal nerve stimulation,1,OTHER
emfit mattress sensor,1,OTHER
l-4060slc,1,OTHER
monitor,1,OTHER
dvm-gprs-v2,1,OTHER
generalized tonic-clonic seizures,1,CONDITION
sudden unexpected death in epilepsy,1,CONDITION
mattress alarm system,1,OTHER
emfit monitor,1,OTHER
emfit bed sensor l-4060sl,1,OTHER
generalized convulsions,1,CONDITION
convulsive,1,CONDITION
emfit mattress sensor l-4060slc,1,OTHER
acoustic and new cloud-based notification system,1,OTHER
trained peer health coaches,1,BEHAVIOURAL
hypometria,1,CONDITION
valproic acid,1,DRUG
oxcarbazepine,1,DRUG
levetiracetam,1,DRUG
bystolic,1,DRUG
metoprolol,1,DRUG
lopressor,1,DRUG
sildenafil,1,DRUG
viagra,1,DRUG
autonomic failure,1,CONDITION
supine hypertension,1,CONDITION
"high-resolution, relational, resonance-based, electroencephalic mirroring",1,OTHER
moderate to severe insomnia,1,CONDITION
sleep trouble,1,CONDITION
"subthreshold (mild), moderate, or severe clinical insomnia",1,CONDITION
restless legs,1,CONDITION
oud,1,CONDITION
opioid use disorder,1,CONDITION
advanced driver assistance systems,1,OTHER
adas,1,OTHER
in-vehicle technology,1,OTHER
simulated lane change assistance system,1,OTHER
mild to moderate parkinson's disease,1,CONDITION
warm and cold compress,1,OTHER
relapsing forms of ms,1,CONDITION
injection related erythema,1,CONDITION
superficial hot and cold modalities,1,OTHER
median nerve hydro-dissection,1,OTHER
hydro-dissection,1,OTHER
u-health service using mobile device,1,OTHER
mobile programs,1,OTHER
occupational and speech therapy,1,OTHER
online fundamental motor skills,1,PHYSICAL
autism,1,CONDITION
wait-listed home-based,1,CONTROL
physical education-related activity items,1,PHYSICAL
cardiac disease,1,CONDITION
heart disease,1,CONDITION
upper extremity functional impairments,1,CONDITION
persistent vegetative state,1,CONDITION
minimally conscious state,1,CONDITION
remote ischemic preconditioning,1,OTHER
cervical decompression surgery,1,CONDITION
ripc,1,OTHER
cervical decompression surge,1,CONDITION
gluten intolerance,1,CONDITION
cognitive task,1,OTHER
submaximal isometric exercise,1,PHYSICAL
physical and cognitive tasks,1,OTHER
mental math,1,OTHER
autologous mononuclear cell therapy,1,SURGICAL
cultured allogeneic adult umbilical cord derived mesenchymal stem cell,1,SURGICAL
cultured allogeneic adult umbilical cord derived mesenchymal stem cells,1,SURGICAL
anosmia,1,CONDITION
olfactory dysfunction,1,CONDITION
post-viral od,1,CONDITION
cognitive rehab,1,OTHER
memory deficits,1,CONDITION
traumatic brain injuries,1,CONDITION
robotic exoskeletons,1,PHYSICAL
impaired mobility,1,CONDITION
"personalized, tactile cueing system",1,OTHER
step-synchronized tactile cueing,1,OTHER
"personalized, step-synchronized tactile cueing",1,OTHER
tactile cueing at fixed intervals,1,CONTROL
tactile cueing,1,OTHER
cueing,1,OTHER
spontaneous intracerebral hemorrhage,1,CONDITION
gynecologic cancer,1,CONDITION
sham acupuncture,1,CONTROL
dietary recommendations,1,CONTROL
ecp,1,OTHER
secondary progressive multiple sclerosis,1,CONDITION
spms,1,CONDITION
-ecp,1,OTHER
multidisciplinary combined exercise,1,PHYSICAL
nutrition intervention,1,OTHER
sarcopenic,1,CONDITION
conventional medical care,1,CONTROL
ß-secretase inhibitor,1,DRUG
severe renal disease,1,CONDITION
moderate and mild renal impairment,1,CONDITION
early and intensive bimanual stimulation,1,OTHER
unilateral cerebral palsy,1,CONDITION
early bimanual stimulation,1,OTHER
action observational training,1,BEHAVIOURAL
rapid response to day hospital treatment,1,BEHAVIOURAL
rapid response to treatment -cessation,1,BEHAVIOURAL
rapid response,1,BEHAVIOURAL
cbt-based individual intervention for rapid response,1,BEHAVIOURAL
matched-intensity augmentative motivational interviewing,1,CONTROL
music listening,1,OTHER
music interventions,1,OTHER
group-tailored playlist,1,OTHER
radio,1,CONTROL
non-music,1,CONTROL
post infarct,1,CONDITION
attention-deficit,1,CONDITION
comorbid attention-deficit,1,CONDITION
combined type attention deficit,1,CONDITION
triggering points dry needling on sternocleidomastoid muscle,1,OTHER
optic nerve neuropathy,1,CONDITION
optic neuropathies,1,CONDITION
remifentanil,1,DRUG
hyperalgesia,1,CONDITION
thyroidectomy,1,CONDITION
dendritic cells loaded with brain tumor stem cells,1,SURGICAL
recurrent or progressive malignant gliomas,1,CONDITION
autologous dendritic cells (dcs) loaded with allogeneic brain tumor stem cells,1,SURGICAL
recurrent brain tumors,1,CONDITION
dcs for immunotherapy,1,SURGICAL
vy-aadc01,1,OTHER
fluctuating responses to levodopa,1,CONDITION
aadc gene transfer,1,OTHER
type 2 and type 3 spinal muscular atrophy,1,CONDITION
type 2 and type 3 sma,1,CONDITION
low laser therapy,1,OTHER
low-level laser therapy,1,OTHER
patient-triggered sensory cues,1,OTHER
"patient triggered sensory(auditory, visual and tactile) cues",1,OTHER
unexpected (randomized) cues,1,OTHER
acute ischemic hemispheric stroke,1,CONDITION
alteplase(rt-pa),1,DRUG
alzheimer s disease,1,CONDITION
left atrial appendage occluders,1,OTHER
nonvalvular atrial fibrillation,1,CONDITION
percutaneous biopsy of livers,1,OTHER
neurological death,1,CONDITION
percutaneous liver biopsy,1,OTHER
brain death,1,CONDITION
severely subacute stroke,1,CONDITION
umbilical cord derived mesenchymal stem cells transplantation,1,SURGICAL
chronic spinal cord injury,1,CONDITION
mesenchymal stem cell transplantation,1,SURGICAL
mesenchymal stem cells derived from umbilical cord,1,SURGICAL
vitamin c and e,1,DRUG
restless leg syndrome,1,CONDITION
vitamins c and e,1,DRUG
eenm,1,OTHER
hemiparesis spastic,1,CONDITION
spastic hemiparetic,1,CONDITION
spastic muscle,1,CONDITION
spastic antagonist muscle,1,CONDITION
kabat motor control re-education,1,PHYSICAL
(r)-2-amino-3 phenylpropylcarbamate hydrochloride,1,DRUG
excessive sleepiness,1,CONDITION
jzp-110,1,DRUG
genz-99067,1,DRUG
cimt using prolonged restraint,1,OTHER
cimt using brief manual restraint,1,OTHER
surgical resection,1,SURGICAL
latent brain tumors prior to recurrence,1,CONDITION
surgery after chemotherapy or radiation,1,SURGICAL
prior to tumor recurrence,1,CONDITION
surgery at a different time,1,SURGICAL
no surgery at all,1,CONTROL
mild huntington's disease,1,CONDITION
serotonin reuptake inhibitor,1,DRUG
acute post-craniotomy pain,1,CONDITION
acute postoperative pain,1,CONDITION
late-onset pompe disease and receiving enzyme replacement therapy,1,CONDITION
late-onset pompe disease (lopd) who are treated with enzyme replacement therapy,1,CONDITION
tetraplegic,1,CONDITION
nerve transfer surgery,1,CONDITION
"robot-assisted, intensive rehabilitation",1,PHYSICAL
rehabilitative approaches,1,OTHER
dysphagia rehabilitative interventions,1,OTHER
pneumonia,1,CONDITION
intense physiotherapies,1,PHYSICAL
physical and occupational therapies,1,PHYSICAL
active repetitive motor skill-directed rehabilitation,1,PHYSICAL
intense active physiotherapy,1,PHYSICAL
physical and occupational therapy,1,PHYSICAL
standard of care,1,CONTROL
lumbo-sacral mobilization,1,OTHER
loss of axial rotation,1,CONDITION
mobilization techniques,1,OTHER
manipulation,1,OTHER
grade a and grade b mobilization applications,1,OTHER
lumbosacral mobilization,1,OTHER
non-invasive transcranial direct current stimulation,1,OTHER
decline in cognitive functions,1,CONDITION
decline in cognitive function,1,CONDITION
cognitive decline,1,CONDITION
non-invasive brain stimulation techniques,1,OTHER
femoral derotation osteotomy,1,SURGICAL
femoral derotation osteotomies,1,SURGICAL
electromagnetic tracking system,1,OTHER
antipsychotic induced psychotic syndrome,1,CONDITION
test catheters,1,OTHER
speedicath catheters,1,OTHER
test catheter,1,OTHER
speedicath (sc) catheter,1,OTHER
fear of pain,1,CONDITION
terminal visual feedback,1,OTHER
visual feedback therapy,1,OTHER
action observation,1,OTHER
observation of actions,1,OTHER
im,1,OTHER
ao,1,OTHER
vibration exercise,1,PHYSICAL
vibration dumbbell resistance training,1,PHYSICAL
standard dumbbell resistance training,1,CONTROL
paraplegia,1,CONDITION
video game-based physical activity training,1,PHYSICAL
videogame-based physical activity training,1,PHYSICAL
residual daytime sleepiness,1,CONDITION
exposure to bright light,1,OTHER
chronic post concussion,1,CONDITION
mild head injury,1,CONDITION
post concussion,1,CONDITION
sleep disordered breathing,1,CONDITION
paroxysmal atrial fibrillation,1,CONDITION
moderate to severe sdb,1,CONDITION
transcranial random noise stimulation,1,OTHER
computerized cognitive rehabilitation therapy,1,OTHER
acquired brain damage,1,CONDITION
cognitive training,1,OTHER
sham trns,1,CONTROL
jumpstart forms,1,BEHAVIOURAL
gh,1,DRUG
ghd,1,CONDITION
dexmedethomidine,1,DRUG
pituitary tumor removal by transphenoid approach,1,CONDITION
transnasal transsphenoidal (tnts) resection of pituitary tumors,1,CONDITION
α-2 adrenergic receptor agonist,1,DRUG
medical cannabis,1,OTHER
community based mental health care,1,OTHER
severe and enduring mental ill health,1,CONDITION
darbetin,1,DRUG
nerotin,1,DRUG
probable alzheimer's disease or progressive supranuclear palsy,1,CONDITION
progressive supranuclear palsy,1,CONDITION
psp,1,CONDITION
coronavirus disease 2019,1,CONDITION
acute and / or delayed brain damage,1,CONDITION
cranial nerves damage,1,CONDITION
radial extracorporeal shock wave therapy,1,OTHER
patient education,1,BEHAVIOURAL
lifestyle intervention,1,BEHAVIOURAL
lifestyle changes,1,BEHAVIOURAL
treatment of orthostatic hypotension,1,OTHER
epileptic,1,CONDITION
lamictal,1,DRUG
feedback from a wearable device,1,OTHER
"pedaling on a tricycle, induced by electrical stimulation of the paralysed muscles",1,PHYSICAL
home-based training for cycling with functional electrical stimulation,1,PHYSICAL
fes-assisted cycling,1,PHYSICAL
fes-cycling,1,PHYSICAL
3d printed mandibular advancement device,1,OTHER
oa,1,OTHER
oa device,1,OTHER
sumatriptan,1,DRUG
kw-6002,1,DRUG
motor response complications,1,CONDITION
advanced parkinson's disease,1,CONDITION
multiple sclerosis:,1,CONDITION
tdcs applied over the dorsolateral prefrontal and motor cortex,1,OTHER
service and hearing dogs,1,OTHER
impairments,1,CONDITION
service dog,1,OTHER
five star rated helmets only,1,OTHER
palate repair,1,CONDITION
cleft palate repair,1,CONDITION
focal vibration,1,OTHER
central and peripheral spasticity,1,CONDITION
equistasi,1,OTHER
focal vibrations,1,OTHER
dementia caregiver educational brochure,1,BEHAVIOURAL
educational brochure tailored to caregivers,1,BEHAVIOURAL
parkinson's disease dementia,1,CONDITION
lewy body disease,1,CONDITION
vascular disease dementia,1,CONDITION
brochure,1,BEHAVIOURAL
mood disorders,1,CONDITION
vr headset,1,OTHER
personalised virtual surroundings,1,OTHER
virtual environment,1,OTHER
generic virtual settings,1,CONTROL
autism spectrum disorder,1,CONDITION
ads,1,CONDITION
early stuttering,1,CONDITION
virtual reality therapy,1,OTHER
exergaming,1,PHYSICAL
exe,1,PHYSICAL
balance,1,PHYSICAL
bal,1,PHYSICAL
cycling,1,PHYSICAL
cyc,1,PHYSICAL
proprioceptive neuromuscular facilitation,1,PHYSICAL
pnf,1,PHYSICAL
standard care wait-listed,1,CONTROL
low muscle mass,1,CONDITION
relative sarcopenia,1,CONDITION
emergence delrium,1,CONDITION
self-awareness disorders,1,CONDITION
intensive motor training,1,PHYSICAL
anodal stimulation of the ipsilesional hemisphere,1,OTHER
cathodal stimulation of the contralesional hemisphere,1,OTHER
dual stimulation,1,CONTROL
high-performance ecog-based neural interface,1,OTHER
mild to moderate alzheimer's disease.,1,CONDITION
moderate to severe spasticity,1,CONDITION
incomplete spinal cord injury,1,CONDITION
muscle spasms,1,CONDITION
muscle stiffness,1,CONDITION
moderate to severe lower-limb spasticity,1,CONDITION
robotic trunk-support-trainer,1,PHYSICAL
motor learning-based postural and reaching control intervention,1,PHYSICAL
trunk-support-trainer,1,PHYSICAL
motor learning-based intervention,1,PHYSICAL
static trunk support equipment,1,PHYSICAL
diet induced ketosis,1,OTHER
ketogenic diet,1,OTHER
mct supplementation,1,OTHER
ketogenic diet therapy,1,OTHER
ketosis,1,OTHER
gaming mechanics,1,OTHER
telerehabilitation,1,PHYSICAL
motivational strategies,1,BEHAVIOURAL
home tele-rehabilitation program,1,PHYSICAL
tele-rehabilitation- based home exercise program,1,PHYSICAL
home exercise,1,PHYSICAL
simulated rehabilitation activities,1,PHYSICAL
passive exoskeleton,1,PHYSICAL
exercise at home,1,PHYSICAL
motivationally enhanced simulations,1,BEHAVIOURAL
un-enhanced control,1,CONTROL
motivational enhancements,1,BEHAVIOURAL
tele-rehabilitation program,1,PHYSICAL
motivational enhancement,1,BEHAVIOURAL
autonomous rehabilitation programs,1,PHYSICAL
remote ischemic conditioning(ric,1,OTHER
symptomatic vertebrobasilar lesion of atherosclerosis,1,CONDITION
progressive modular rebalancing (rmp) system rehabilitation,1,PHYSICAL
sensory cues for rehabilitation,1,OTHER
rehabilitative program,1,OTHER
parkinson' disease,1,CONDITION
neurocognitive method,1,OTHER
visual sensory cues,1,OTHER
neurophysiological method,1,PHYSICAL
exercise program focused at improving gait,1,PHYSICAL
exercise programs,1,PHYSICAL
phenobarbitone,1,DRUG
advanced malignancies,1,CONDITION
acute traumatic spinal cord injury,1,CONDITION
electric stimulation of the leg's tibial nerve,1,OTHER
acute spinal cord injury,1,CONDITION
ttns,1,OTHER
huntington´s disease gene expansion carriers,1,CONDITION
nmda-receptor blockade,1,DRUG
nonsense mutation dystrophinopathy,1,CONDITION
nonsense (premature stop codon) mutation,1,CONDITION
nonsense mutation,1,CONDITION
pulsed shortwave therapy,1,OTHER
migraine attach,1,CONDITION
"chronic, episodic migraines",1,CONDITION
burr hole trepanation,1,CONDITION
frontal and parietal burr-hole trepanation,1,CONDITION
trepanation,1,CONDITION
permeable titanium burr-hole plate,1,OTHER
burr-hole plates on both the frontal and parietal burr-hole,1,OTHER
burr-hole trepanation,1,CONDITION
uni- or bilateral csdh,1,CONDITION
burr-hole plates,1,OTHER
without burr-hole plates,1,CONTROL
pre- vs. postoperative scalp block,1,OTHER
selective scalp block,1,OTHER
self-balancing walking system atalante,1,PHYSICAL
robotic locomotor training,1,PHYSICAL
robot-assisted gait therapy,1,PHYSICAL
mild breathing bouts of low oxygen,1,OTHER
intermittent hypoxia,1,OTHER
chronic incomplete spinal cord injury,1,CONDITION
wearable robotic exoskeleton,1,PHYSICAL
robotic exoskeleton device,1,PHYSICAL
ekso-gt,1,PHYSICAL
walking disability,1,CONDITION
traditional,1,CONTROL
craniosacral therapy,1,OTHER
myofacial relaxation techniques,1,OTHER
hemicrania,1,CONDITION
neck pain,1,CONDITION
osteopathic manual therapy,1,OTHER
omt,1,OTHER
cranial omm kraniyum,1,OTHER
cranial omm,1,OTHER
fascial mobilization therapy,1,OTHER
virtual reality mediated neurodynamic exercises,1,PHYSICAL
virtual reality-mediated exercise program,1,PHYSICAL
virtual reality-mediated therapeutic exercise program,1,PHYSICAL
classical exercise programs,1,CONTROL
tendon and nerve gliding exercises,1,PHYSICAL
non-immersive virtual reality systems,1,OTHER
classical exercise program,1,CONTROL
hydrophilic or non-hydrophilic polyvinyl chloride catheters,1,OTHER
clean intermittent catheterization,1,CONDITION
polyvinyl chloride (pvc) catheter,1,CONTROL
hydrophilic catheter,1,OTHER
pvc or hydrophilic coated catheter,1,OTHER
hydrophilic coated catheter,1,OTHER
multiuse or hydrophilic catheter use,1,OTHER
abilify,1,DRUG
risperdalâ,1,DRUG
constaâ,1,DRUG
abilifyâ,1,DRUG
hyperactivity,1,CONDITION
"manometric- assisted anal relaxation, muscle coordination and simulated defecation training",1,PHYSICAL
sham feedback therapy,1,CONTROL
diet,1,CONTROL
laxatives,1,CONTROL
dyssynergia,1,CONDITION
sensory stimulation program,1,OTHER
severely brain injured,1,CONDITION
standardised sensory stimulation,1,OTHER
occuaptional therapy,1,OTHER
sensory stimulation,1,OTHER
sensory modalities assessment and rehabilitation technique,1,OTHER
smart,1,OTHER
moderate to severe ad,1,CONDITION
cognitive and functional decline,1,CONDITION
early phase of dementia,1,CONDITION
standard antiepileptic treatment,1,OTHER
stage 3 idiopathic parkinson's disease,1,CONDITION
cognitive behavioral therapy,1,BEHAVIOURAL
cbt,1,BEHAVIOURAL
cognitive-behavioral therapy,1,BEHAVIOURAL
computer-assisted arm trainer,1,PHYSICAL
early after stroke,1,CONDITION
transcranial galvanic stimulation,1,OTHER
robot-assisted arm training,1,PHYSICAL
sham-stimulation,1,CONTROL
sham-tdcs,1,CONTROL
spastic hemiplegic cerebral palsy,1,CONDITION
deep brain stimulation (dbs) of the nucleus basalis of meynert,1,OTHER
parkinson's patients,1,CONDITION
"mild cognitive impairment, amnestic subtype",1,CONDITION
deep brain stimulation of the nucleus basalis of meynert,1,OTHER
oral appliance therapy,1,OTHER
modified constraint-induced movement,1,PHYSICAL
modified constraint-induced movement therapy,1,PHYSICAL
conventional rehabilitation,1,CONTROL
internal rhythm dysfunction,1,CONDITION
rhythmic auditory cues,1,OTHER
stepping-in-place training,1,PHYSICAL
auditory cueing training,1,OTHER
rhythmic movements,1,PHYSICAL
support program for home care staff,1,BEHAVIOURAL
peer support program,1,BEHAVIOURAL
auditory hallucinations,1,CONDITION
acoustic-verbal hallucinations,1,CONDITION
dissociative symptoms,1,CONDITION
cohesive thin liquids,1,OTHER
ctl,1,OTHER
mild oropharyngeal dysphagia,1,CONDITION
ischemic/hemorrhagic cerebral cause,1,CONDITION
commercially available vr game,1,OTHER
activities in their everyday,1,CONTROL
simultaneous dual stimulation,1,OTHER
dual-mode non-invasive brain stimulation,1,OTHER
nibs,1,OTHER
high-frequency repetitive transcranial magnetic stimulation,1,OTHER
rtms alone,1,CONTROL
immersive digital reality-augmenting system,1,OTHER
critical illness,1,CONDITION
brief talking therapy,1,BEHAVIOURAL
alzheimer's disease at beginning to moderate stages,1,CONDITION
sporadic alzheimer's disease,1,CONDITION
alzheimer's,1,CONDITION
alzheimer's disease dementia at beginning to moderate stage,1,CONDITION
complete spinal cord injuries,1,CONDITION
procord,1,SURGICAL
"acute, complete spinal cord injury",1,CONDITION
atypical antipsychotics,1,DRUG
atypical antipsychotic,1,DRUG
dopaminergic therapy,1,DRUG
behavioral ftd,1,CONDITION
behavioural frontotemporal dementia,1,CONDITION
refractory and relapsed neuroblastoma,1,CONDITION
solid tumours,1,CONDITION
hycamtin,1,DRUG
relapsed and refractory neuroblastoma,1,CONDITION
solid tumors,1,CONDITION
precision radiation treatment,1,RADIOTHERAPY
drug-resistant localised epilepsy,1,CONDITION
linac based srt treatment,1,RADIOTHERAPY
migraine medications,1,OTHER
acute brain-injured,1,CONDITION
elevated intracranial pressure,1,CONDITION
nacl,1,DRUG
chronic jaw muscle myalgia,1,CONDITION
visual field restoration,1,OTHER
stimulus,1,OTHER
hemianopsic,1,CONDITION
hemianopsia,1,CONDITION
strokes,1,CONDITION
palliative care training for community physicians,1,BEHAVIOURAL
telemedicine support services,1,OTHER
lbd,1,CONDITION
palliative care,1,OTHER
telemedicine,1,OTHER
"recurrent, refractory or progressive juvenile pilocytic astrocytomas",1,CONDITION
optic pathway gliomas,1,CONDITION
adeno-tonsilectomy,1,CONDITION
adeno-tonsillectomy,1,CONDITION
resistance exercise training,1,PHYSICAL
frail,1,CONDITION
vitamin d3,1,DRUG
exercise training alone,1,CONTROL
pelvic pain,1,CONDITION
pulsed radiofrequency,1,OTHER
pudendal neuralgia,1,CONDITION
pn,1,CONDITION
daytime sleepiness,1,CONDITION
drowsiness,1,CONDITION
mild mood complaints,1,CONDITION
fitbit versa 3,1,OTHER
multi-sensory conditions in virtual reality,1,OTHER
