,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
371,NCT00131729,OfficialTitle+BriefSummary,"Electronic Recording of Compliance With Occlusion Therapy for Amblyopia: 1 Effects of Patient Education on Compliance 2 Predictors for Non-Compliance | The purpose of this study was to determine whether compliance with occlusion therapy for amblyopia could be improved and, secondly, if risk factors for non-compliance could be identified.","[(62, 71, 'CONDITION', 'Amblyopia'), (86, 103, 'BEHAVIOURAL', 'Patient Education'), (241, 250, 'CONDITION', 'amblyopia')]","[(62, 71), (86, 103), (241, 250)]","[(62, 71, 'CONDITION'), (241, 250, 'CONDITION')]","[(86, 103, 'BEHAVIOURAL')]"
372,NCT03694028,OfficialTitle+BriefSummary,"Neuromuscular and Biomechanical Control of Lower Limb Loading in Individuals With Chronic Stroke | Stroke is the leading cause of long-term disability in the U.S. Individuals with hemiparesis due to stroke often have difficulty bearing weight on their legs and transferring weight from one leg to the other. The ability to bear weight on the legs is important during functional movements such as rising from a chair, standing and walking. Diminished weight transfer contributes to asymmetries during walking which commonly leads to greater energy expenditure. Moreover, deficits in bearing weight on the paretic leg contribute to lateral instability and are associated with decreased walking speed and increased risk of falling in individuals post-stroke. These functional limitations affect community participation and life quality. Thus, restoring the ability to bear weight on the legs, i.e., limb loading, is a critical goal for rehabilitation post-stroke. The purpose of this research is to identify the impairments in neuromechanical mechanisms of limb loading and determine whether limb loading responses can be retrained by induced forced limb loading.","[(82, 96, 'CONDITION', 'Chronic Stroke'), (99, 105, 'CONDITION', 'Stroke'), (180, 191, 'CONDITION', 'hemiparesis'), (199, 205, 'CONDITION', 'stroke'), (743, 754, 'CONDITION', 'post-stroke'), (948, 959, 'CONDITION', 'post-stroke'), (1132, 1159, 'PHYSICAL', 'induced forced limb loading')]","[(82, 96), (99, 105), (180, 191), (199, 205), (743, 754), (948, 959), (1132, 1159)]","[(82, 96, 'CONDITION'), (99, 105, 'CONDITION'), (180, 191, 'CONDITION'), (199, 205, 'CONDITION'), (743, 754, 'CONDITION'), (948, 959, 'CONDITION')]","[(1132, 1159, 'PHYSICAL')]"
373,NCT02609945,OfficialTitle+BriefSummary,"A Phase 1 First in Human Open-Label Study of the Safety and Pharmacokinetics of Single Ascending Doses of CVT-427 (Zolmitriptan Inhalation Powder) In Healthy Adults | This study is the first study in humans with CVT-427 (zolmitriptan inhalation powder) and is designed to evaluate the safety, tolerability, and PK of single ascending doses of CVT-427 in adult healthy volunteers.","[(106, 113, 'DRUG', 'CVT-427'), (115, 127, 'DRUG', 'Zolmitriptan'), (212, 219, 'DRUG', 'CVT-427'), (221, 233, 'DRUG', 'zolmitriptan'), (343, 350, 'DRUG', 'CVT-427')]","[(106, 113), (115, 127), (212, 219), (221, 233), (343, 350)]",[],"[(106, 113, 'DRUG'), (115, 127, 'DRUG'), (212, 219, 'DRUG'), (221, 233, 'DRUG'), (343, 350, 'DRUG')]"
374,NCT01329770,OfficialTitle+BriefSummary,"Phase II Double-blind Randomized Placebo-controlled 1-way Crossover Trial to Investigate Safety and Efficacy of the Ascorbic Acid and Tocopherol for the Treatment of the Fragile X Syndrome | The Fragile X syndrome (FXS) was first described by Dr. Martin and Dr. Bell in 1943, in families with several patients affected by sex-linked mental disability. This disorder is the most common cause of inherited mental disability. The prevalence of the Fragile X syndrome has been established at 1 in 2,500 males and 1 in 4000 females.

Despite moderate to severe mental retardation, fragile X patients exhibit macroorchidism, an elongated face, long ears, connective tissue dysplasia, hyperactivity, autistic-like and stereotypical behaviours, speech delay and increased sensory sensitivity.

Objective: To evaluate the effect of the combination of the antioxidant Ascorbic acid and tocopherol, as therapy of the Fragile X Syndrome in young males.

Hypothesis: It is proposed that part of the pathophysiology of the central nervous system in the animal model of the fragile X syndrome may be determined by oxidative stress. In addition, Fragile X patients showed a significantly low level of ascorbic acid in plasma. The biochemical characteristics of oxidative stress may be reversed in the FMR1-KO mice, by a chronic treatment with antioxidant compounds such as tocopherol or melatonin, it may also normalize several hallmarks of the Syndrome such as hyperactivity, anxiety and cognitive deficits. The normalization of the oxidative stress is proposed as a new therapeutic pathway to alleviate conditions caused by an excess of free radicals that are crucial in neurodevelopmental diseases such as autism, down syndrome and other diseases of the central nervous system.","[(33, 40, 'CONTROL', 'Placebo'), (116, 129, 'DRUG', 'Ascorbic Acid'), (134, 144, 'DRUG', 'Tocopherol'), (170, 188, 'CONDITION', 'Fragile X Syndrome'), (195, 213, 'CONDITION', 'Fragile X syndrome'), (215, 218, 'CONDITION', 'FXS'), (445, 463, 'CONDITION', 'Fragile X syndrome'), (576, 585, 'CONDITION', 'fragile X'), (846, 857, 'DRUG', 'antioxidant'), (858, 871, 'DRUG', 'Ascorbic acid'), (876, 886, 'DRUG', 'tocopherol'), (906, 924, 'CONDITION', 'Fragile X Syndrome'), (1059, 1068, 'CONDITION', 'fragile X'), (1099, 1115, 'CONDITION', 'oxidative stress'), (1130, 1139, 'CONDITION', 'Fragile X'), (1245, 1261, 'CONDITION', 'oxidative stress'), (1327, 1338, 'DRUG', 'antioxidant'), (1446, 1459, 'CONDITION', 'hyperactivity'), (1461, 1468, 'CONDITION', 'anxiety'), (1473, 1491, 'CONDITION', 'cognitive deficits'), (1518, 1534, 'CONDITION', 'oxidative stress')]","[(33, 40), (116, 129), (134, 144), (170, 188), (195, 213), (215, 218), (445, 463), (576, 585), (846, 857), (858, 871), (876, 886), (906, 924), (1059, 1068), (1099, 1115), (1130, 1139), (1245, 1261), (1327, 1338), (1446, 1459), (1461, 1468), (1473, 1491), (1518, 1534)]","[(170, 188, 'CONDITION'), (195, 213, 'CONDITION'), (215, 218, 'CONDITION'), (445, 463, 'CONDITION'), (576, 585, 'CONDITION'), (906, 924, 'CONDITION'), (1059, 1068, 'CONDITION'), (1099, 1115, 'CONDITION'), (1130, 1139, 'CONDITION'), (1245, 1261, 'CONDITION'), (1446, 1459, 'CONDITION'), (1461, 1468, 'CONDITION'), (1473, 1491, 'CONDITION'), (1518, 1534, 'CONDITION')]","[(33, 40, 'CONTROL'), (116, 129, 'DRUG'), (134, 144, 'DRUG'), (846, 857, 'DRUG'), (858, 871, 'DRUG'), (876, 886, 'DRUG'), (1327, 1338, 'DRUG')]"
375,NCT00515619,OfficialTitle+BriefSummary,An International Open-label Extension Trial to Determine Safety and Efficacy of Long-term Oral Lacosamide (SPM 927) in Patients With Partial Seizures | The main purpose of this trial is to determine safety and efficacy of Lacosamide under long term therapy.,"[(95, 105, 'DRUG', 'Lacosamide'), (107, 114, 'DRUG', 'SPM 927'), (133, 149, 'CONDITION', 'Partial Seizures'), (222, 232, 'DRUG', 'Lacosamide')]","[(95, 105), (107, 114), (133, 149), (222, 232)]","[(133, 149, 'CONDITION')]","[(95, 105, 'DRUG'), (107, 114, 'DRUG'), (222, 232, 'DRUG')]"
376,NCT02991235,OfficialTitle+BriefSummary,"Evaluation of the Efficacy and Safety of PRJ212 on Improving the Memory of Patients With Mild Severity Alzheimer's Disease: A 6-month Randomized, Double-blind and Placebo-controlled, Followed by a 6-month Open Label Extension Study | A 6-month randomized, double-blind and placebo-controlled, followed by a 6-month open label extension study.","[(41, 47, 'DRUG', 'PRJ212'), (89, 122, 'CONDITION', ""Mild Severity Alzheimer's Disease""), (163, 170, 'CONTROL', 'Placebo'), (273, 280, 'CONTROL', 'placebo')]","[(41, 47), (89, 122), (163, 170), (273, 280)]","[(89, 122, 'CONDITION')]","[(41, 47, 'DRUG'), (163, 170, 'CONTROL'), (273, 280, 'CONTROL')]"
377,NCT04299893,OfficialTitle+BriefSummary,"Effectiveness and Cost-effectiveness of Ozone Therapy in Patients With Pain Secondary to Chemotherapy-induced Peripheral Neuropathy. Randomized, Triple-blind Clinical Trial (O3NPIQ) | The main objective of this clinical trial is to evaluate the effectiveness and cost-effectiveness of adding ozone therapy to the clinical management of patients with pain secondary to chemotherapy-induced peripheral neuropathy","[(40, 45, 'DRUG', 'Ozone'), (71, 75, 'CONDITION', 'Pain'), (89, 131, 'CONDITION', 'Chemotherapy-induced Peripheral Neuropathy'), (292, 297, 'DRUG', 'ozone'), (350, 354, 'CONDITION', 'pain'), (368, 410, 'CONDITION', 'chemotherapy-induced peripheral neuropathy')]","[(40, 45), (71, 75), (89, 131), (292, 297), (350, 354), (368, 410)]","[(71, 75, 'CONDITION'), (89, 131, 'CONDITION'), (350, 354, 'CONDITION'), (368, 410, 'CONDITION')]","[(40, 45, 'DRUG'), (292, 297, 'DRUG')]"
378,NCT00710424,OfficialTitle+BriefSummary,"A Double Blind, Randomized, Placebo Controlled, Parallel Group Study of Sativex in the Treatment of Subjects With Pain Due to Diabetic Neuropathy | The purpose of this study is to evaluate the efficacy of Sativex® compared with placebo in relieving pain due to Diabetic Neuropathy.","[(28, 35, 'CONTROL', 'Placebo'), (72, 79, 'DRUG', 'Sativex'), (114, 118, 'CONDITION', 'Pain'), (126, 145, 'CONDITION', 'Diabetic Neuropathy'), (205, 212, 'DRUG', 'Sativex'), (228, 235, 'CONTROL', 'placebo'), (261, 280, 'CONDITION', 'Diabetic Neuropathy')]","[(28, 35), (72, 79), (114, 118), (126, 145), (205, 212), (228, 235), (261, 280)]","[(114, 118, 'CONDITION'), (126, 145, 'CONDITION'), (261, 280, 'CONDITION')]","[(28, 35, 'CONTROL'), (72, 79, 'DRUG'), (205, 212, 'DRUG'), (228, 235, 'CONTROL')]"
379,NCT00883402,OfficialTitle+BriefSummary,"Asymptomatic Carotid Surgery Trial-2 (ACST-2): an International Randomised Trial to Compare Carotid Endarterectomy With Carotid Artery Stenting to Prevent Stroke | The trial randomise patients with asymptomatic carotid artery narrowing in whom prompt physical intervention is thought to be needed, but there there is still substantial uncertainty shared by patient and doctor about whether surgery or stenting is the more appropriate choice.

The study is looking at immediate risks (within one month)and at long term benefits","[(92, 114, 'SURGICAL', 'Carotid Endarterectomy'), (120, 143, 'SURGICAL', 'Carotid Artery Stenting'), (155, 161, 'CONDITION', 'Stroke'), (198, 235, 'CONDITION', 'asymptomatic carotid artery narrowing'), (390, 397, 'SURGICAL', 'surgery'), (401, 409, 'SURGICAL', 'stenting')]","[(92, 114), (120, 143), (155, 161), (198, 235), (390, 397), (401, 409)]","[(155, 161, 'CONDITION'), (198, 235, 'CONDITION')]","[(92, 114, 'SURGICAL'), (120, 143, 'SURGICAL'), (390, 397, 'SURGICAL'), (401, 409, 'SURGICAL')]"
380,NCT00315081,OfficialTitle+BriefSummary,Therapy With Bromocriptine in Patients With Symptomatic Risperidone-Induced Hyperprolactinemia | Antipsychotic drugs can cause a clinically relevant hyperprolactinemia due to blocking the dopamine receptors in the pituitary.Schizophrenic patients suffering from a neuroleptic-induced hyperprolactinemia will be examined endocrinologically. Adverse drug effects and diagnoses will be confirmed by measuring hormones.,"[(13, 26, 'DRUG', 'Bromocriptine'), (56, 67, 'DRUG', 'Risperidone'), (76, 94, 'CONDITION', 'Hyperprolactinemia'), (97, 110, 'DRUG', 'Antipsychotic'), (149, 167, 'CONDITION', 'hyperprolactinemia'), (224, 237, 'CONDITION', 'Schizophrenic'), (264, 302, 'CONDITION', 'neuroleptic-induced hyperprolactinemia')]","[(13, 26), (56, 67), (76, 94), (97, 110), (149, 167), (224, 237), (264, 302)]","[(76, 94, 'CONDITION'), (149, 167, 'CONDITION'), (224, 237, 'CONDITION'), (264, 302, 'CONDITION')]","[(13, 26, 'DRUG'), (56, 67, 'DRUG'), (97, 110, 'DRUG')]"
381,NCT05080270,OfficialTitle+BriefSummary,"Feasibility Study of Tolerogenic Fibroblasts in Patients With Refractory Multiple Sclerosis | Fibroblasts have demonstrated potent immune modulatory and therapeutic activity in the experimental autoimmune encephalomyelitis (EAE) model of multiple sclerosis, as well as in other models of autoimmune and inflammatory diseases.

This study will assess primary safety and secondary efficacy endpoints of intravenous administration of 100 million tolerogenic fibroblasts to 5 patients with relapsing remitting MS resistant to interferon. While the safety of fibroblasts administered clinically is established, it is unknown whether these cells are effective in the treatment of multiple sclerosis (MS).

Our hypothesis is that the tolerogenic fibroblasts will be well-tolerated and meet our primary objective. In addition, The investigators are optimistic that they will see signs of efficacy based on the following: Neurological assessment of the MS functional composite assessment which comprises of EDSS, the expanded EDSS (Rating Neurologic Impairment in Multiple Sclerosis, the Scripps neurological rating scale (NRS), paced auditory serial addition test (PASAT), the nine-hole peg test, and 25-foot walking time, short-form 36 (SF-36) quality of life questionnaire and gadolinium-enhanced MRI scans of the brain and cervical spinal cord.","[(21, 44, 'SURGICAL', 'Tolerogenic Fibroblasts'), (62, 91, 'CONDITION', 'Refractory Multiple Sclerosis'), (94, 105, 'SURGICAL', 'Fibroblasts'), (238, 256, 'CONDITION', 'multiple sclerosis'), (443, 466, 'SURGICAL', 'tolerogenic fibroblasts'), (486, 508, 'CONDITION', 'relapsing remitting MS'), (554, 565, 'SURGICAL', 'fibroblasts'), (674, 692, 'CONDITION', 'multiple sclerosis'), (694, 696, 'CONDITION', 'MS'), (727, 750, 'SURGICAL', 'tolerogenic fibroblasts'), (944, 946, 'CONDITION', 'MS'), (1055, 1073, 'CONDITION', 'Multiple Sclerosis')]","[(21, 44), (62, 91), (94, 105), (238, 256), (443, 466), (486, 508), (554, 565), (674, 692), (694, 696), (727, 750), (944, 946), (1055, 1073)]","[(62, 91, 'CONDITION'), (238, 256, 'CONDITION'), (486, 508, 'CONDITION'), (674, 692, 'CONDITION'), (694, 696, 'CONDITION'), (944, 946, 'CONDITION'), (1055, 1073, 'CONDITION')]","[(21, 44, 'SURGICAL'), (94, 105, 'SURGICAL'), (443, 466, 'SURGICAL'), (554, 565, 'SURGICAL'), (727, 750, 'SURGICAL')]"
382,NCT03314116,OfficialTitle+BriefSummary,"Assessment of Risk Factors for Hearing Loss as a Result of Exposure to Noise During Military Training in the IDF (Israel Defense Forces), and Examination of the Effectiveness of Hearing Protection Video vs Formal Training. | As part of the proposed work, the investigators would like to examine whether there is a need to use a training video to train IDF combat soldiers to improve the use of ear plugs and to prevent hearing loss from exposure to noise, and to characterize the hearing impaired epidemiology of recruits and the basic rate of hearing loss During basic training.","[(31, 43, 'CONDITION', 'Hearing Loss'), (178, 202, 'OTHER', 'Hearing Protection Video'), (206, 221, 'OTHER', 'Formal Training'), (328, 342, 'OTHER', 'training video'), (394, 403, 'OTHER', 'ear plugs'), (419, 431, 'CONDITION', 'hearing loss'), (480, 496, 'CONDITION', 'hearing impaired'), (544, 556, 'CONDITION', 'hearing loss')]","[(31, 43), (178, 202), (206, 221), (328, 342), (394, 403), (419, 431), (480, 496), (544, 556)]","[(31, 43, 'CONDITION'), (419, 431, 'CONDITION'), (480, 496, 'CONDITION'), (544, 556, 'CONDITION')]","[(178, 202, 'OTHER'), (206, 221, 'OTHER'), (328, 342, 'OTHER'), (394, 403, 'OTHER')]"
383,NCT01124617,OfficialTitle+BriefSummary,Phase II Study of JNS024ER in Japanese Subjects With Chronic Pain Due to Diabetic Neuropathic Pain or Postherpetic Neuralgia | The purpose of this study is to investigate the efficacy and safety of tapentadol extended-release (ER) tablets in Japanese participants with moderate to severe chronic (lasting a long time) pain due to painful diabetic peripheral neuropathy (pain in the extremities related to diabetes-induced nerve damage) or postherpetic neuralgia (pain lasting after condition has healed).,"[(18, 26, 'DRUG', 'JNS024ER'), (53, 65, 'CONDITION', 'Chronic Pain'), (73, 98, 'CONDITION', 'Diabetic Neuropathic Pain'), (102, 124, 'CONDITION', 'Postherpetic Neuralgia'), (198, 208, 'DRUG', 'tapentadol'), (269, 322, 'CONDITION', 'moderate to severe chronic (lasting a long time) pain'), (330, 368, 'CONDITION', 'painful diabetic peripheral neuropathy'), (370, 374, 'CONDITION', 'pain'), (405, 413, 'CONDITION', 'diabetes'), (439, 461, 'CONDITION', 'postherpetic neuralgia'), (463, 467, 'CONDITION', 'pain')]","[(18, 26), (53, 65), (73, 98), (102, 124), (198, 208), (269, 322), (330, 368), (370, 374), (405, 413), (439, 461), (463, 467)]","[(53, 65, 'CONDITION'), (73, 98, 'CONDITION'), (102, 124, 'CONDITION'), (269, 322, 'CONDITION'), (330, 368, 'CONDITION'), (370, 374, 'CONDITION'), (405, 413, 'CONDITION'), (439, 461, 'CONDITION'), (463, 467, 'CONDITION')]","[(18, 26, 'DRUG'), (198, 208, 'DRUG')]"
384,NCT01475578,OfficialTitle+BriefSummary,"A Randomized, Double-Blind, Double-Dummy, Active-Controlled, Parallel, Comparative, Multicenter, Phase II Study to Evaluate the Efficacy and Safety of STA-1 Capsule in Patients With Vascular Dementia (Marrow-Sea Deficiency) | The objectives of this phase II study of STA-1 capsule was to make preliminary evaluation on clinical efficacy and safety of STA-1 capsule in order that based on the dosage and study structure planned in this project, the dosage and study structure of phase III study can be confirmed.","[(151, 164, 'OTHER', 'STA-1 Capsule'), (182, 199, 'CONDITION', 'Vascular Dementia'), (201, 222, 'CONDITION', 'Marrow-Sea Deficiency'), (267, 280, 'OTHER', 'STA-1 capsule'), (351, 364, 'OTHER', 'STA-1 capsule')]","[(151, 164), (182, 199), (201, 222), (267, 280), (351, 364)]","[(182, 199, 'CONDITION'), (201, 222, 'CONDITION')]","[(151, 164, 'OTHER'), (267, 280, 'OTHER'), (351, 364, 'OTHER')]"
385,NCT02661919,OfficialTitle+BriefSummary,"Assessment of the Emfit Mattress Sensor (L-4060SLC) and Monitor (DVM-GPRS-V2) and Their Acoustic and Cloud Interface Notification Capabilities as a Nocturnal Detection System for Movements Associated With Generalized Tonic-clonic Seizures. | Sudden unexpected death in epilepsy (SUDEP) is the most important epilepsy-related mode of death. The exact mechanism of SUDEP is not known. It is thought that cardiac and respiratory factors are involved. Several ways of preventing SUDEP have been identified. These include seizure control, stress reduction, physical activity, family's ability to perform CPR, and night supervision.

A mattress alarm system that monitors nocturnal seizures can alert family members of night time seizure activity. Thus, a family member could provide aid and therefore potentially avoid SUDEP. The Emfit monitor is intended to perform these tasks.

Investigators tested the Emfit mattress monitor DVM-GPRS-V2 in combination with the Emfit bed sensor L-4060SL in the epilepsy monitoring unit and were able to demonstrate that the device has a high predictive value for detection of generalized convulsions and that it can notify caregivers in the early stages of convulsive activity.

This study will further investigate the upgraded (connected to a cloud server via an integrated cellular GPRS module) Emfit mattress monitor DVM-GPRS-V2 and the upgraded Emfit mattress sensor L-4060SLC in combination with an acoustic and new cloud-based notification system.","[(18, 39, 'OTHER', 'Emfit Mattress Sensor'), (41, 50, 'OTHER', 'L-4060SLC'), (56, 63, 'OTHER', 'Monitor'), (65, 76, 'OTHER', 'DVM-GPRS-V2'), (205, 238, 'CONDITION', 'Generalized Tonic-clonic Seizures'), (242, 277, 'CONDITION', 'Sudden unexpected death in epilepsy'), (279, 284, 'CONDITION', 'SUDEP'), (308, 316, 'CONDITION', 'epilepsy'), (363, 368, 'CONDITION', 'SUDEP'), (475, 480, 'CONDITION', 'SUDEP'), (517, 524, 'CONDITION', 'seizure'), (630, 651, 'OTHER', 'mattress alarm system'), (676, 684, 'CONDITION', 'seizures'), (724, 731, 'CONDITION', 'seizure'), (814, 819, 'CONDITION', 'SUDEP'), (825, 838, 'OTHER', 'Emfit monitor'), (901, 935, 'OTHER', 'Emfit mattress monitor DVM-GPRS-V2'), (960, 985, 'OTHER', 'Emfit bed sensor L-4060SL'), (993, 1001, 'CONDITION', 'epilepsy'), (1108, 1131, 'CONDITION', 'generalized convulsions'), (1189, 1199, 'CONDITION', 'convulsive'), (1329, 1363, 'OTHER', 'Emfit mattress monitor DVM-GPRS-V2'), (1381, 1412, 'OTHER', 'Emfit mattress sensor L-4060SLC'), (1436, 1484, 'OTHER', 'acoustic and new cloud-based notification system')]","[(18, 39), (41, 50), (56, 63), (65, 76), (205, 238), (242, 277), (279, 284), (308, 316), (363, 368), (475, 480), (517, 524), (630, 651), (676, 684), (724, 731), (814, 819), (825, 838), (901, 935), (960, 985), (993, 1001), (1108, 1131), (1189, 1199), (1329, 1363), (1381, 1412), (1436, 1484)]","[(205, 238, 'CONDITION'), (242, 277, 'CONDITION'), (279, 284, 'CONDITION'), (308, 316, 'CONDITION'), (363, 368, 'CONDITION'), (475, 480, 'CONDITION'), (517, 524, 'CONDITION'), (676, 684, 'CONDITION'), (724, 731, 'CONDITION'), (814, 819, 'CONDITION'), (993, 1001, 'CONDITION'), (1108, 1131, 'CONDITION'), (1189, 1199, 'CONDITION')]","[(18, 39, 'OTHER'), (41, 50, 'OTHER'), (56, 63, 'OTHER'), (65, 76, 'OTHER'), (630, 651, 'OTHER'), (825, 838, 'OTHER'), (901, 935, 'OTHER'), (960, 985, 'OTHER'), (1329, 1363, 'OTHER'), (1381, 1412, 'OTHER'), (1436, 1484, 'OTHER')]"
386,NCT04622904,OfficialTitle+BriefSummary,"The Effect of Intravenous Infusions of Lidocaine and Magnesium Versus Lidocaine and Ketamine Versus Lidocaine Alone on Recovery Profile and Postoperative Pain After Elective Gynecological Surgery | The aim of this study will be to investigate the effect of a combination of intravenous infusions of lidocaine and magnesium versus a combination of intravenous infusions of lidocaine and ketamine versus an intravenous infusion of lidocaine alone on recovery profile, quality of recovery and postoperative pain after elective gynecological surgery","[(39, 48, 'DRUG', 'Lidocaine'), (53, 62, 'DRUG', 'Magnesium'), (70, 79, 'DRUG', 'Lidocaine'), (84, 92, 'DRUG', 'Ketamine'), (100, 109, 'DRUG', 'Lidocaine'), (140, 158, 'CONDITION', 'Postoperative Pain'), (165, 195, 'CONDITION', 'Elective Gynecological Surgery'), (299, 308, 'DRUG', 'lidocaine'), (313, 322, 'DRUG', 'magnesium'), (372, 381, 'DRUG', 'lidocaine'), (386, 394, 'DRUG', 'ketamine'), (429, 438, 'DRUG', 'lidocaine'), (490, 508, 'CONDITION', 'postoperative pain'), (515, 545, 'CONDITION', 'elective gynecological surgery')]","[(39, 48), (53, 62), (70, 79), (84, 92), (100, 109), (140, 158), (165, 195), (299, 308), (313, 322), (372, 381), (386, 394), (429, 438), (490, 508), (515, 545)]","[(140, 158, 'CONDITION'), (165, 195, 'CONDITION'), (490, 508, 'CONDITION'), (515, 545, 'CONDITION')]","[(39, 48, 'DRUG'), (53, 62, 'DRUG'), (70, 79, 'DRUG'), (84, 92, 'DRUG'), (100, 109, 'DRUG'), (299, 308, 'DRUG'), (313, 322, 'DRUG'), (372, 381, 'DRUG'), (386, 394, 'DRUG'), (429, 438, 'DRUG')]"
387,NCT05269017,OfficialTitle+BriefSummary,"The Potential Therapeutic Effect of Vitamin D Nasal Drops in the Treatment of Post COVID-19 Parosmia | The current study will be a pilot study for a randomized controlled trial conducted on patients recruited from the outpatient clinic of the Otorhinolaryngology Department, Menoufia Faculty of Medicine To evaluate the effect of vitamin D nasal drops in the treatment of post COVID 19 parosmia","[(36, 45, 'DRUG', 'Vitamin D'), (78, 100, 'CONDITION', 'Post COVID-19 Parosmia'), (330, 339, 'DRUG', 'vitamin D'), (372, 394, 'CONDITION', 'post COVID 19 parosmia')]","[(36, 45), (78, 100), (330, 339), (372, 394)]","[(78, 100, 'CONDITION'), (372, 394, 'CONDITION')]","[(36, 45, 'DRUG'), (330, 339, 'DRUG')]"
388,NCT05228990,OfficialTitle+BriefSummary,"Clinical Study on Efficacy and Safety of Warm Acupuncture in Treatment of Cold-sensitive Fibromyalgia Syndrome | Non-pharmaceutical therapies, such as acupuncture, hydrotherapy, and meditative exercises (such as Qigong (including Tai Chi and Ba-Duan-Jin), have been shown to reduce pain and improve physical function. The management recommendations of fibromyalgia issued by the European Union, Canada, Germany and Israel have all affirmed the ""first-line"" role of Non-pharmaceutical therapy. Because of its good efficacy and safety, acupuncture therapy has been recommended in the management guidelines and has broad application prospects. Warm acupuncture is a therapy combining acupuncture and moxibustion, which is widely used in the treatment of various painful diseases in China, especially for cold-sensitive patients . This study aims to observe the safety and effectiveness of warm acupuncture in the treatment of cold-sensitive fibromyalgia patients, in order to provide a more alternative non-drug therapy for this particular type of patients with fibromyalgia .","[(41, 57, 'OTHER', 'Warm Acupuncture'), (74, 110, 'CONDITION', 'Cold-sensitive Fibromyalgia Syndrome'), (151, 162, 'OTHER', 'acupuncture'), (282, 286, 'CONDITION', 'pain'), (352, 364, 'CONDITION', 'fibromyalgia'), (534, 545, 'OTHER', 'acupuncture'), (641, 657, 'OTHER', 'Warm acupuncture'), (681, 692, 'OTHER', 'acupuncture'), (697, 708, 'OTHER', 'moxibustion'), (886, 902, 'OTHER', 'warm acupuncture'), (923, 950, 'CONDITION', 'cold-sensitive fibromyalgia'), (1059, 1071, 'CONDITION', 'fibromyalgia')]","[(41, 57), (74, 110), (151, 162), (282, 286), (352, 364), (534, 545), (641, 657), (681, 692), (697, 708), (886, 902), (923, 950), (1059, 1071)]","[(74, 110, 'CONDITION'), (282, 286, 'CONDITION'), (352, 364, 'CONDITION'), (923, 950, 'CONDITION'), (1059, 1071, 'CONDITION')]","[(41, 57, 'OTHER'), (151, 162, 'OTHER'), (534, 545, 'OTHER'), (641, 657, 'OTHER'), (681, 692, 'OTHER'), (697, 708, 'OTHER'), (886, 902, 'OTHER')]"
389,NCT00248222,OfficialTitle+BriefSummary,The purpose of this study is to examine the feasibility and efficacy of an early supervised aerobic exercise program for patients following a minor ischemic stroke.,"[(81, 116, 'PHYSICAL', 'supervised aerobic exercise program'), (142, 163, 'CONDITION', 'minor ischemic stroke')]","[(81, 116), (142, 163)]","[(142, 163, 'CONDITION')]","[(81, 116, 'PHYSICAL')]"
