entity_token,in_test_frq,entity_class,in_train_frq,evaluation,model
##pileps,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
epileptogenic,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
galantamine,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
cbs,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
parkinsonism,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
tauopathies,2,condition,0,"{'tp': 1, 'fp': 0, 'fn': 1}",biobert-v1.1
tauopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
synucleinopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
psp,3,condition,1,"{'tp': 2, 'fp': 1, 'fn': 0}",biobert-v1.1
parkinsonian tauopathies,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
idiopathic pd,1,condition,1,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
corticobasal syndrome,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
progressive supranuclear palsy,1,condition,1,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
parkinsonian,1,condition,2,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
gypenosides,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
acute optic neuritis,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
optic neuritis,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
acr16,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
diastat,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
refractory epilepsy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
diazepam,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
dr,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
refractory ( drug - resistant ) epilepsy,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
dzns,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
refractory (drug-resistant) epilepsy,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
olanzapine,1,drug,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
supported employment,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
employment support with,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
behavioral skills training,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
employment,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
support alone,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##vior,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
skills,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
be,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##ha,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##al,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
employment support,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
employment support with behavioral skills training,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
supported employment with behavioral skills training,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
parkinson disease,1,condition,12,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
##mile,3,other,0,"{'tp': 0, 'fp': 3, 'fn': 0}",biobert-v1.1
chamo,3,drug,0,"{'tp': 0, 'fp': 3, 'fn': 0}",biobert-v1.1
saffron,6,other,0,"{'tp': 0, 'fp': 3, 'fn': 3}",biobert-v1.1
chamomile,3,other,0,"{'tp': 0, 'fp': 0, 'fn': 3}",biobert-v1.1
oxidative stress,1,condition,3,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
did,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
circular,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
didgeridoo,3,other,3,"{'tp': 0, 'fp': 0, 'fn': 3}",biobert-v1.1
airway collapsibility,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
entonox,4,drug,0,"{'tp': 4, 'fp': 0, 'fn': 0}",biobert-v1.1
screening colonoscopy,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
hg,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
mih,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
iph,3,condition,1,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
cerebral edema,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
targeted temperature management,2,other,1,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
early hematoma growth,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
intracerebral hemorrhage,1,condition,4,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
34,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
temperature modulation to,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##ature,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##ypothermia,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
ultra - early protocol of,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
hypothermia,2,other,5,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
te,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
mild,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
active temperature modulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
spontaneous intra - cerebral / intra - parenchymal hemorrhage,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
temperature modulation,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
spontaneous intra-cerebral/intra-parenchymal hemorrhage,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
mild induced hypothermia,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
peripheral sensitization,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
slider and tensioner techniques,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
neural mobilization techniques,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
ants,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
auditory nerve test system,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
vestibular schwannoma,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
asymmetric sensorineural hearing loss,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
##lea,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
implant,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##labyrinthine surgery,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
cochlear implantation,2,condition,0,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
##labyrinthine vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
cochlear implant,2,condition,0,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
translabyrinthine surgery for vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
translabyrinthine vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
tic,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
tourette syndrome,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
clonidine,3,drug,1,"{'tp': 1, 'fp': 0, 'fn': 2}",biobert-v1.1
keppra,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
tics,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
##lonidine,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
c,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
pain catastrophization,2,condition,1,"{'tp': 1, 'fp': 0, 'fn': 1}",biobert-v1.1
neuropathic pain,3,condition,10,"{'tp': 1, 'fp': 1, 'fn': 1}",biobert-v1.1
chronic lumbar pain,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
hydrotherapy,11,physical,0,"{'tp': 0, 'fp': 5, 'fn': 6}",biobert-v1.1
np,9,condition,0,"{'tp': 0, 'fp': 5, 'fn': 4}",biobert-v1.1
therapy,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
physical,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
standard physical therapy,2,control,0,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
fibromyalgia,4,condition,28,"{'tp': 2, 'fp': 1, 'fn': 1}",biobert-v1.1
cat,1,condition,1,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
pcs,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
physical therapy,1,control,2,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
ear and hearing problems,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
##ar and hearing,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
model,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
hearing for learning initiative,5,behavioural,0,"{'tp': 0, 'fp': 3, 'fn': 2}",biobert-v1.1
service,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
- enhancement,2,behavioural,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
based service,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
ear and hearing clinical and education support officers,2,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
-,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
health,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
community,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
model of,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
ear health,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##ors,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
service-enhancement model of ear health facilitators,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
community-based service-enhancement model of ear and hearing health,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
current practice,1,control,1,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
hfli,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
speech sounds disorders,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
speech sound disorders,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
speech perception intervention,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
reading disability,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
dyslexia,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
ph,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
awareness deficits,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
speech,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
speech therapy,1,other,1,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
combination of treatment approaches that focus on speech perception skills and vocabulary knowledge,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
treatment approach that focuses solely on articulation accuracy,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
chronic traumatic encephalopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
tes,3,condition,3,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
cte,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
##umatic encephalopathy syndrome,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
tra,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##eurodegenerative disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
traumatic encephalopathy syndrome,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
inspiratory muscle training,1,physical,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
imt,1,physical,4,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
breathing muscles,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
training breathing muscles,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
moxibustion,1,other,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
acupuncture,2,other,4,"{'tp': 1, 'fp': 0, 'fn': 1}",biobert-v1.1
staging acupuncture,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
bell ' s palsy,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
bell's palsy,2,condition,4,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
donepezil,3,drug,10,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
cholinesterase inhibitor,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
phobias,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
acrophobia,3,condition,0,"{'tp': 1, 'fp': 0, 'fn': 2}",biobert-v1.1
virtual reality exposure therapy,3,other,0,"{'tp': 1, 'fp': 1, 'fn': 1}",biobert-v1.1
exposure therapy,3,control,1,"{'tp': 0, 'fp': 3, 'fn': 0}",biobert-v1.1
vret,20,other,0,"{'tp': 0, 'fp': 5, 'fn': 15}",biobert-v1.1
fear,3,condition,0,"{'tp': 0, 'fp': 3, 'fn': 0}",biobert-v1.1
virtual reality,1,other,7,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
exposure therapy in,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
virtual,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
exposure,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
height avoidance,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
fear of heights,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
waitlist,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
phobia,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
transcutaneous electrical nerve stimulation,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
tens,1,other,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
transcutaneous auricular vagus nerve stimulation,1,other,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
stimulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
fibromyalgia pain,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
hemiplegic cerebral palsy,2,condition,3,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
mcimt,1,physical,2,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
learning,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
self -,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
self - regulation,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
modified constraint - induced movement therapy,2,physical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
sr,2,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 1}",biobert-v1.1
regulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
modified constraint-induced movement therapy,2,physical,1,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
self-regulation,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
self-regulation learning,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
pku,7,condition,2,"{'tp': 6, 'fp': 0, 'fn': 1}",biobert-v1.1
phenylketonuria,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
docosahexaenoic acid,2,drug,0,"{'tp': 1, 'fp': 0, 'fn': 1}",biobert-v1.1
##ahexaenoic acid,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
classical pku,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
d,3,drug,0,"{'tp': 0, 'fp': 3, 'fn': 0}",biobert-v1.1
fish,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
do,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
delirium,3,condition,18,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
hip fracture surgery,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
dexmedetomidine,2,drug,14,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
neurturin,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
ntn,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
cere - 120,3,drug,0,"{'tp': 0, 'fp': 3, 'fn': 0}",biobert-v1.1
idiopathic parkinson ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
aa,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
adeno - associated virus serotype 2,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
cere-120,3,other,0,"{'tp': 0, 'fp': 0, 'fn': 3}",biobert-v1.1
idiopathic parkinson's disease,1,condition,2,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
adeno-associated virus serotype 2 [aav2]-neurturin[ntn],1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
in vivo aav2 mediated delivery of the gene encoding ntn,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
bimanual therapy,3,physical,0,"{'tp': 2, 'fp': 1, 'fn': 0}",biobert-v1.1
cimt,1,physical,3,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
constraint therapy,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
unilateral brain injury,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
combined,2,physical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
hemiplegia therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
constraint - induced movement therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
unimanual and bimanual intensive therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
constraint,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
constraint and bimanual therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
combined unimanual and bimanual intensive therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
constraint-induced movement therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
magnesium sulfate,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
periventricular leukomalacia,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
preterm birth,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
magnesium,1,drug,3,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
cerebral palsy,1,condition,18,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
cerebral lesions,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
very preterm,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
hypoxic - ischemic and,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
preterm,1,condition,2,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
acas,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
mild to moderate cognitive impairment,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
asymptomatic carotid artery stenosis,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
mci,3,condition,9,"{'tp': 3, 'fp': 0, 'fn': 0}",biobert-v1.1
periodontal disease,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
periodontitis,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
period,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
treatment of,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##ontitis,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
intensive therapy for,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
intensive therapy for periodontitis,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
treatment of periodontitis,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
rivastigmine,2,drug,7,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
functional and cognitive decline,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",biobert-v1.1
mild to moderate alzheimer ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
exelo,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
exelon,1,drug,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
mild to moderate alzheimer's disease,1,condition,7,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
gadobutrol,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
aortic,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
known or suspected vascular disease of the su,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
vascular disease of the supra-aortic vessels,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",biobert-v1.1
major depressive disorder,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",biobert-v1.1
attention training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
atten,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##tion training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
interventions,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",biobert-v1.1
attention training interventions,2,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
##lement,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
strength training exercise,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
strength training,5,physical,0,"{'tp': 0, 'fp': 5, 'fn': 0}",biobert-v1.1
##yphenol rich,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
intense resistance exercise,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##olyphenol,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
pol,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
rich supplement,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
##gth training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",biobert-v1.1
polyphenol,2,drug,0,"{'tp': 0, 'fp': 0, 'fn': 2}",biobert-v1.1
