entity_token,in_test_frq,entity_class,in_train_frq,evaluation,model
ms,4,condition,48,"{'tp': 4, 'fp': 0, 'fn': 0}",bert-base-uncased
intensive and progressive exercise bouts,1,physical,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
chronic progressive or relapsing - remitting disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
reduced physical activity,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
normal,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
impaired functional capacity,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
training modalities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
exercise training,1,physical,2,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
higher training intensities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
intensive training intensities,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
intensive,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
epileps,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
drug,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
epileptogenic,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
drug resistant partial epilepsies,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
galantamine,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
cbs,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",bert-base-uncased
psp,2,condition,1,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
parkinsonism,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
parkinsonian,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
tauopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
co,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
synuc,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
idiopathic pd,1,condition,1,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##cobasal syndrome,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
progressive,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
palsy,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##opathy,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
ps,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
tauopathies,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
synucleinopathy,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
gypenosides,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
acute optic neuritis,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
optic neuritis,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
acr16,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
diastat,2,drug,0,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
diazepam,2,drug,0,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
refractory epilepsy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
##z,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
diazepam rec,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
refractory ( drug - resistant ) epilepsy,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
diastat®,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##ns,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
drg,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
refractory (drug-resistant) epilepsy,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
employment support alone,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
behavioral skills training,2,behavioural,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
employment support,2,control,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
supported employment,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
ri,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##speridon,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
ol,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
olanzapine,1,drug,2,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
employment support with behavioral skills training,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
supported employment with behavioral skills training,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
parkinson disease,1,condition,12,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
chamomile,6,other,0,"{'tp': 0, 'fp': 3, 'fn': 3}",bert-base-uncased
saffron,6,other,0,"{'tp': 0, 'fp': 3, 'fn': 3}",bert-base-uncased
oxidative stress,1,condition,3,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
didgeridoo,3,other,3,"{'tp': 1, 'fp': 0, 'fn': 2}",bert-base-uncased
##structive sleep apnea,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##geridoo,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
did,2,physical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
ob,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
closure,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
closing,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
airway collapsibility,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
entonox,4,drug,0,"{'tp': 2, 'fp': 0, 'fn': 2}",bert-base-uncased
enton,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
screening colonoscopy,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
mih,2,other,0,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
intracerebral hemorrhage,1,condition,4,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
iph,3,condition,1,"{'tp': 3, 'fp': 0, 'fn': 0}",bert-base-uncased
targeted temperature management,2,other,1,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
temperature modulation,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
cerebral edema,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
early hematoma growth,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
h,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
mild induced hypothermia,2,other,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
spontaneous intra - cerebral / intra - parenchymal hemorrhage,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
mi,1,condition,3,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
protocol,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
active temperature modulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
hg,3,condition,0,"{'tp': 0, 'fp': 0, 'fn': 3}",bert-base-uncased
hypothermia,1,other,5,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
spontaneous intra-cerebral/intra-parenchymal hemorrhage,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
peripheral sensitization,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
slider and tensioner techniques,2,physical,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
neural mobilization techniques,2,physical,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
hip,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
vestibular schwannoma,2,condition,0,"{'tp': 1, 'fp': 1, 'fn': 0}",bert-base-uncased
cochlear implant,2,condition,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
loss,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##ular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
vestib,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
resection,1,surgical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##lear implant,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
trans,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
translabyrinthine surgery,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##labyrinthine,1,surgical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
cochlear implantation,2,condition,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
auditory nerve test system,2,other,0,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
ants,2,other,0,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
asymmetric sensorineural hearing loss,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
translabyrinthine vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
translabyrinthine surgery for vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
clonidine,3,drug,1,"{'tp': 2, 'fp': 0, 'fn': 1}",bert-base-uncased
tics,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
tourette syndrome,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
cl,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
ke,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##ppra,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##onidine,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
tic,2,condition,1,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
keppra,1,drug,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
pain catastrophization,2,condition,1,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
fi,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
hydrotherapy,11,physical,0,"{'tp': 0, 'fp': 5, 'fn': 6}",bert-base-uncased
##bromyalgia,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
pain cat,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##uropathic pain,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
##zation,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
chronic lumbar pain,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
np,6,condition,0,"{'tp': 0, 'fp': 2, 'fn': 4}",bert-base-uncased
pcs,2,condition,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
physical therapy,2,control,2,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
neuropathic pain,2,condition,10,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
standard physical therapy,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
ear and hearing problems,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
hearing for learning initiative,3,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 2}",bert-base-uncased
hearing for learning,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
ear and hearing health,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
health,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
community - based service - enhancement model,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
service - enhancement model,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
ear and hearing clinical and education,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
hfli,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
service-enhancement model of ear health facilitators,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
ear and hearing clinical and education support officers,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
community-based service-enhancement model of ear and hearing health,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
current practice,1,control,1,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
speech perception intervention,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
speech sound disorders,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",bert-base-uncased
speech sounds disorders,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
awareness deficit,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##yslexia,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##ysle,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##ono,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
combination of treatment approaches that focus on speech perception skills and vocabulary knowledge,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
treatment approach that focuses solely on articulation accuracy,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
tes,3,condition,3,"{'tp': 3, 'fp': 0, 'fn': 0}",bert-base-uncased
cte,2,condition,0,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
chronic traumatic encephalopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
traumatic encephalopathy syndrome,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
ct,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
imt,1,physical,4,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
##piratory muscle training,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
breathing muscles,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
inspiratory muscle training,1,physical,1,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
training breathing muscles,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
acupuncture,2,other,4,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
moxibustion,1,other,2,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
staging acupuncture,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
bell ' s palsy,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
bell's palsy,2,condition,4,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
donepezil,3,drug,10,"{'tp': 2, 'fp': 0, 'fn': 1}",bert-base-uncased
cholinesterase inhibitor,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
donepezi,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
virtual reality exposure therapy,3,other,0,"{'tp': 1, 'fp': 1, 'fn': 1}",bert-base-uncased
hr,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
virtual reality,1,other,7,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
in -,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
fear,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
vret,17,other,0,"{'tp': 0, 'fp': 2, 'fn': 15}",bert-base-uncased
exposure therapy,1,other,1,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
vr,2,other,5,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
##ob,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##ias,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
vivo exposure therapy,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
acrophobia,3,condition,0,"{'tp': 0, 'fp': 0, 'fn': 3}",bert-base-uncased
waitlist,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
phobia,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
height avoidance,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
phobias,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
fear of heights,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
transcutaneous auricular vagus nerve stimulation,1,other,1,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
tens,1,other,1,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
transcutaneous electrical nerve stimulation,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
fibromyalgia,3,condition,28,"{'tp': 2, 'fp': 0, 'fn': 1}",bert-base-uncased
##bromyalgia pain,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
electrical stimulation,1,other,5,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
hemiplegic cerebral palsy,2,condition,3,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
self - regulation learning,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
mcimt,2,physical,2,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
self - regulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
modified constraint - induced,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
movement,2,physical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
sr,2,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 1}",bert-base-uncased
self-regulation,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
self-regulation learning,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
modified constraint-induced movement therapy,2,physical,1,"{'tp': 0, 'fp': 0, 'fn': 2}",bert-base-uncased
pku,7,condition,2,"{'tp': 7, 'fp': 0, 'fn': 0}",bert-base-uncased
dha,7,drug,0,"{'tp': 4, 'fp': 0, 'fn': 3}",bert-base-uncased
docosahexaenoic acid,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
phenylketonuria,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
fish,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##en,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
hip fracture surgery,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",bert-base-uncased
delirium,3,condition,18,"{'tp': 3, 'fp': 0, 'fn': 0}",bert-base-uncased
dexmedetomidine,2,drug,14,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
dexmedetomi,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
cere - 120,3,drug,0,"{'tp': 0, 'fp': 3, 'fn': 0}",bert-base-uncased
##o - associated,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
aden,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
idiopathic parkinson ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
virus,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
ntn,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
##otype 2,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
aav2,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
neurturin,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
idiopathic parkinson's disease,1,condition,2,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
cere-120,3,other,0,"{'tp': 0, 'fp': 0, 'fn': 3}",bert-base-uncased
adeno-associated virus serotype 2 [aav2]-neurturin[ntn],1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
in vivo aav2 mediated delivery of the gene encoding ntn,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
unilateral brain injury,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
constraint,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
combined constraint therapy,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
bimanual therapy,5,physical,0,"{'tp': 0, 'fp': 3, 'fn': 2}",bert-base-uncased
constraint - induced movement therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
unimanual and bimanual intensive therapy,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
ci,1,physical,13,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
combined,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
constraint and bimanual therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
constraint therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
constraint-induced movement therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
combined unimanual and bimanual intensive therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
cimt,1,physical,3,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
periventricular leukomalacia,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
magnesium sulfate,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
magnesium,1,drug,3,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
##ypoxic - ischemic and,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
inflammatory cerebral lesions,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
preterm birth,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
preterm,1,condition,2,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
mci,3,condition,9,"{'tp': 3, 'fp': 0, 'fn': 0}",bert-base-uncased
asymptomatic carotid artery stenosis,2,condition,0,"{'tp': 1, 'fp': 0, 'fn': 1}",bert-base-uncased
periodontal disease,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
mild to moderate cognitive impairment,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
acas,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
periodontitis,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
##ym,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
as,1,condition,3,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
intensive therapy,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
##ptomatic carotid artery stenosis,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
tobacco,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
intensive therapy for periodontitis,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
treatment of periodontitis,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
functional and cognitive decline,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
rivastigmine,2,drug,7,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
exelon,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
mild to moderate alzheimer ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
mild to moderate alzheimer's disease,1,condition,7,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
gadobutrol,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
gadobutro,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
enhanced,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
vascular disease of the supra - aortic vessels,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
mr,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
contrast,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
vascular disease of the supra-aortic vessels,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",bert-base-uncased
attention training interventions,2,behavioural,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
major depressive disorder,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",bert-base-uncased
polyphenol,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",bert-base-uncased
strength training,2,physical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",bert-base-uncased
rich,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
intense resistance,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
strength training regime,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
strength training exercise,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
training,1,physical,1,"{'tp': 0, 'fp': 1, 'fn': 0}",bert-base-uncased
