entity_token,in_test_frq,entity_class,in_train_frq,evaluation,model
spontaneous intra - cerebral / intra - parenchymal hemorrhage,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
early hematoma growth (,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
active temperature modulation,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
early hematoma growth,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
hypothermia,1,other,5,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
spontaneous intra-cerebral/intra-parenchymal hemorrhage,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
temperature modulation,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
peripheral sensitization,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
techniques,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
slider and tensioner techniques,2,physical,0,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
radiculopathy,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
neural,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
mobilization,1,physical,2,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
neural mobilization techniques,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
ants,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
auditory nerve test system,2,other,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
asymmetric sensorineural hearing loss,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
vestibular schwannoma,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
cochlear implantation,2,condition,0,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
cochlear implant,3,condition,0,"{'tp': 0, 'fp': 2, 'fn': 1}",BioLinkBERT-base
simultaneous translabyrinthine vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
translabyrinthine surgery,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
translabyrinthine vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
translabyrinthine surgery for vestibular schwannoma resection,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
tics,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
clonidine,3,drug,1,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
keppra,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
tourette syndrome,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
tic,2,condition,1,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
pain catastrophization,2,condition,1,"{'tp': 1, 'fp': 0, 'fn': 1}",BioLinkBERT-base
neuropathic pain,3,condition,10,"{'tp': 1, 'fp': 1, 'fn': 1}",BioLinkBERT-base
np,8,condition,0,"{'tp': 0, 'fp': 4, 'fn': 4}",BioLinkBERT-base
hydrotherapy,11,physical,0,"{'tp': 0, 'fp': 5, 'fn': 6}",BioLinkBERT-base
physical therapy,2,control,2,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
chronic lumbar pain,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
standard physical therapy,2,control,0,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
pcs,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
ear and hearing problems,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
ear and hearing,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
ear,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
and hearing,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
service,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
health,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
torres strait islander,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
hearing,3,other,0,"{'tp': 0, 'fp': 3, 'fn': 0}",BioLinkBERT-base
- based service - enhancement model of,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
clinical and education support officers,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
- enhancement model of,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
community,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
for learning initiative,3,behavioural,0,"{'tp': 0, 'fp': 3, 'fn': 0}",BioLinkBERT-base
health facilitators,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
ear and hearing health,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
service-enhancement model of ear health facilitators,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
current practice,1,control,1,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
hearing for learning initiative,2,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
hfli,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
ear and hearing clinical and education support officers,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
community-based service-enhancement model of ear and hearing health,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
speech sound disorders,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
speech sounds disorders,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
speech perception intervention,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
dyslexia,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
reading disability,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
phonological awareness deficits,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
speech therapy,1,other,1,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
combination of treatment approaches that focus on speech perception skills and vocabulary knowledge,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
treatment approach that focuses solely on articulation accuracy,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
tes,3,condition,3,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
traumatic encephalopathy syndrome,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
cte,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
chronic traumatic encephalopathy,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
imt,1,physical,4,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
inspiratory muscle training,1,physical,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
breathing muscles,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
training breathing muscles,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
moxibustion,1,other,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
acupuncture,2,other,4,"{'tp': 1, 'fp': 0, 'fn': 1}",BioLinkBERT-base
staging acupuncture,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
bell ' s palsy,2,condition,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
bell's palsy,2,condition,4,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
cholinesterase inhibitor,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
donepezil,3,drug,10,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
virtual reality exposure therapy,3,other,0,"{'tp': 1, 'fp': 1, 'fn': 1}",BioLinkBERT-base
acrophobia,3,condition,0,"{'tp': 1, 'fp': 0, 'fn': 2}",BioLinkBERT-base
phobias,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
vret,20,other,0,"{'tp': 0, 'fp': 5, 'fn': 15}",BioLinkBERT-base
fear,9,condition,0,"{'tp': 0, 'fp': 9, 'fn': 0}",BioLinkBERT-base
exposure therapy,1,other,1,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
- vivo exposure therapy,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
virtual reality,1,other,7,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
- vivo exposure,1,control,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
in,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
fear of heights,2,condition,0,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
exposure therapy in virtual reality,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
height avoidance,2,condition,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
waitlist,1,control,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
phobia,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
tens,1,other,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
transcutaneous auricular vagus nerve stimulation,1,other,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
transcutaneous electrical nerve stimulation,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
fibromyalgia,3,condition,28,"{'tp': 2, 'fp': 0, 'fn': 1}",BioLinkBERT-base
fibromyalgia pain,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
sr,1,behavioural,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
cp,1,condition,8,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
hemiplegic cerebral palsy,2,condition,3,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
mcimt,2,physical,2,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
self - regulation,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
modified constraint - induced movement therapy,2,behavioural,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
self - regulation learning,1,behavioural,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
modified constraint-induced movement therapy,2,physical,1,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
self-regulation learning,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
self-regulation,1,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
dha,7,drug,0,"{'tp': 6, 'fp': 0, 'fn': 1}",BioLinkBERT-base
phenylketonuria,2,condition,1,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
docosahexaenoic acid,2,drug,0,"{'tp': 1, 'fp': 0, 'fn': 1}",BioLinkBERT-base
pku,7,condition,2,"{'tp': 7, 'fp': 0, 'fn': 0}",BioLinkBERT-base
fish oil,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
hip fracture surgery,3,condition,0,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
delirium,3,condition,18,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
dexmedetomidine,2,drug,14,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
neurturin,1,drug,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
##2,2,surgical,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
cere - 120,3,drug,0,"{'tp': 0, 'fp': 3, 'fn': 0}",BioLinkBERT-base
aav,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
idiopathic parkinson ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
- associated virus serotype 2,1,surgical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
adeno,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
ntn,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
idiopathic parkinson's disease,1,condition,2,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
in vivo aav2 mediated delivery of the gene encoding ntn,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
adeno-associated virus serotype 2 [aav2]-neurturin[ntn],1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
cere-120,3,other,0,"{'tp': 0, 'fp': 0, 'fn': 3}",BioLinkBERT-base
cimt,1,physical,3,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
unilateral brain injury,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
##anual therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
combined unimanual,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
combined constraint therapy,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
constraint - induced movement therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
bim,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
and bimanual intensive therapy,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
constraint and bimanual therapy,2,physical,0,"{'tp': 0, 'fp': 1, 'fn': 1}",BioLinkBERT-base
bimanual,1,other,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
combined unimanual and bimanual intensive therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
constraint-induced movement therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
bimanual therapy,2,physical,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
constraint therapy,1,physical,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
preterm birth,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
periventricular leukomalacia,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
magnesium sulfate,2,drug,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
preterm,1,condition,2,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
magnesium,1,drug,3,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
acquired hypoxic - ischemic and /,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
cerebral palsy,1,condition,18,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
inflammatory cerebral lesions,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
asymptomatic carotid artery stenosis,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
acas,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
mci,3,condition,9,"{'tp': 3, 'fp': 0, 'fn': 0}",BioLinkBERT-base
mild to moderate cognitive impairment,1,condition,1,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
intensive therapy for periodontitis,1,other,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
periodontal disease,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
periodontitis,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
treatment of periodontitis,1,other,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
functional and cognitive decline,2,condition,0,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
exelon,1,drug,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
rivastigmine,2,drug,7,"{'tp': 2, 'fp': 0, 'fn': 0}",BioLinkBERT-base
mild to moderate alzheimer ' s disease,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
mild to moderate alzheimer's disease,1,condition,7,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
gadobutrol,2,drug,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
vascular disease of the supra - aortic vessels,1,condition,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
vascular disease of the supra-aortic vessels,1,condition,0,"{'tp': 0, 'fp': 0, 'fn': 1}",BioLinkBERT-base
major depressive disorder,1,condition,0,"{'tp': 1, 'fp': 0, 'fn': 0}",BioLinkBERT-base
attention,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
training interventions,2,behavioural,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
attention training interventions,2,behavioural,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
intense resistance exercise,1,physical,0,"{'tp': 0, 'fp': 1, 'fn': 0}",BioLinkBERT-base
strength training,7,physical,0,"{'tp': 0, 'fp': 7, 'fn': 0}",BioLinkBERT-base
polyphenol rich supplementation,2,other,0,"{'tp': 0, 'fp': 2, 'fn': 0}",BioLinkBERT-base
polyphenol,2,drug,0,"{'tp': 0, 'fp': 0, 'fn': 2}",BioLinkBERT-base
