"nct_id","conditions","intervention_types","intervention_names"
NCT05596799,Anorexia Nervosa|Anorexia Nervosa in Remission|Eating Disorders,Behavioral,Facing Eating Disorder Fears Condition
NCT05606653,Sleep Apnea Syndromes,Other,Measurement of critical airway closing pressure|Respiratory function tests|pharyngometry
NCT05614713,Cerebral Palsy,Procedure,Modified physical therapy program to increase sensory input|Selected physical therapy program
NCT05626855,"Anti-myostatin|Atrophy|Muscular Atrophy|Muscular Atrophy, Spinal|Neuromuscular Diseases|Neuromuscular Manifestations|SMA|Spinal Muscular Atrophy|Spinal Muscular Atrophy Type 3|Spinal Muscular Atrophy Type II",Drug,Apitegromab
NCT05637957,Acquired Brain Injury|Hemiparesis|Stroke|Traumatic Brain Injury,Device,active transcranial direct current stimulation|sham transcranial direct current stimulation
NCT05640661,Movement Disorders|Shoulder Pain,Device,Oculus Quest II
NCT05659121,Spinal Cord Diseases|Spinal Cord Injuries|Stroke,Device,robotic exoskeleton training
NCT05679505,Autonomic Nervous System Disorders|Heart Rates|Long COVID|Vagus Nerve Stimulations,Device,Auricular transcutaneous vagus nerve stimulation
NCT05681663,Carpal Tunnel Syndrome,Other,Electroshock Wave therapy
NCT05682963,Multiple Sclerosis,Other,Home Exercise Program|Square Step Exercises Program
NCT05698017,MSA - Multiple System Atrophy|Multiple System Atrophy,Drug|Other,Sham Procedure|hOMSC300
NCT05707091,Bell's Palsy,Other|Procedure,Conventional therapy|Low level laser therapy and conventional therapy
NCT05709210,Alzheimer Disease|Memory Disorders,Other,recording of smartphone usage data
NCT05733312,Brain Tumor,Device,InSightec's ExAblate Neuro Model 4000 Type 2.0 (220 KHz) system
NCT05741853,"Alzheimer Disease|Aphasia|Apraxia, Motor|Bilingual Aphasia|Communication Disorders|Dementia|Dementia, Frontotemporal|Dysarthria|Frontotemporal Lobar Degeneration|Language Disorders|Neurocognitive Disorders|Neurodegenerative Diseases|Primary Progressive Aphasia|Speech Disorders",Behavioral,Lexical Retrieval Training (LRT)|Video-Implemented Script Training for Aphasia (VISTA)
NCT05805696,Dermatoses|Hyperhidrosis|Pain Syndrome|Vestibulodynia,Behavioral,Impostor tasks
NCT05811494,"Gait Disorders, Neurologic|Stroke|Walking",Device,Body-weight support treadmill|C-Mill|Lexo|Lokomat
