"nct_id","conditions","intervention_types","intervention_names"
NCT04811235,Acute Spinal Cord Injury|Spinal Cord Injuries,Device,Near Infra-Red Spectroscopy (NIRS) Sensor
NCT04829071,CVA (Cerebrovascular Accident)|Stroke,Behavioral,Explicit motor learning|Implicit motor learning
NCT04839289,"Hearing Loss, Sensorineural",Device,Receiver-in-canal hearing instrument; Manufacturer A|Receiver-in-canal hearing instrument; Manufacturer B
NCT04840407,Stroke,Behavioral,SHARP coach intervention
NCT04841122,Delirium,Device,Camera observation
NCT04855032,Stroke,Behavioral,Proactive Perturbations|Reactive Perturbations
NCT04856384,Multiple Sclerosis|Progressive Multiple Sclerosis,Other,synchronisation abilities
NCT04882787,Hearing Loss,Device,BTE hearing aid
NCT04883229,"Behavioral Variant of Frontotemporal Dementia|Corticobasal Degeneration|Nonfluent Aphasia, Progressive|Primary Progressive Non Fluent Aphasia|Primary Progressive Nonfluent Aphasia|Progressive Supranuclear Palsy",Device,Halo Neuroscience Neurostimulator
NCT04897425,Neuropathic Pain|Phantom Limb Pain,Device,Mindful SensoriMotor Therapy Enhanced with Brain Modulation
NCT04913506,Hemiplegia|Upper Extremity Dysfunction,Device|Other,Group Mirror|Group Mirror+NMES|Group NMES
NCT04917705,Inflammatory Myopathies|Systemic Sclerosis,Other,Collection of biological samples
NCT04932486,Obstructive Sleep Apnea,Device,Transcutaneous electrical stimulation
NCT04936620,Spinal Cord Injuries,Procedure,Duroplasty|Spinal surgery
NCT04942938,Multiple Sclerosis,Device,Neubie
NCT04946682,Encephalitis|Meningitis|Meningoencephalitis|Next-Generation Sequencing|Polymerase Chain Reaction,Diagnostic Test,Types of etiological diagnostic methods
NCT04950738,"Agitation|Arrhythmia|Delirium|Feeding Intolerance|Pain, Acute",Other,pess tack acupuncture|pess tack placebo
NCT04966689,Parkinson Disease|Speech Disorders|Voice Disorders,Behavioral,combined speech and music therapy|music therapy|speech therapy
NCT04969042,Spinal Cord Injuries,Device,Pins Medical G122 RS
NCT04972071,Syncope,Other,Knowledge translation (KT) of the CSRS based practice recommendations
NCT04976985,"Chronic Migraine|Headache Disorders|Headache, Migraine|Migraine Disorders",Other|Procedure,Osteopathic Manipulative Therapy (OMT)|Standard of care
NCT04992910,Stroke|Upper Extremity Paresis,Device|Other,Functional electrical stimulation through medical device|Standard therapy
NCT04998123,Focal Epilepsy|Seizures,Device,SeizureStop Device
NCT05004194,Fibromyalgia,Procedure,Vestibular Caloric Stimulation
NCT05012774,Hearing Loss,Behavioral,Speech Recognition Training
NCT05017857,Stroke,Behavioral|Device,Problem-Solving Training (PST)|RepetiveTranscrainal Magnetic Stimulation (rTMS)
NCT05020171,Stroke,Device|Other,Group of physiotherapy not focus on strength training|Group of strength training
NCT05034510,Parkinson's Disease,Device,Deep Brain Stimulation
NCT05039697,"ENDOVASCULAR TREATMENT|Hypoxia-Ischemia, Brain|Stroke, Acute",Other,oxygen
NCT05042570,Cerebral Palsy,Other,Control Group / NDT program|Instrument Assisted Soft Tissue Mobilization|Stretching Exercises
NCT05042726,Drug Refractory Epilepsy,Device,Pseudo-stimulation First|cTBS First
NCT05076123,Stroke,Other,Modified Constraint Induced Therapy and Threshold Electrical Stimulation
NCT05087056,"Meningitis, Meningococcal",Combination Product,MenABCWY vaccine|Placebo
NCT05090709,Multiple Sclerosis,Other,General Massage|Spinal Mobilisation Intervention
NCT05096221,Duchenne Muscular Dystrophy,Genetic,Placebo|SRP-9001
NCT05101837,Migraine|Neuropathic Pain,Device,Home program
NCT05118321,Stroke,Device,Custom-made upper limb exosuit and hand exoskeleton
NCT05124522,Multiple Sclerosis,Behavioral,MSPA eClass
NCT05135936,Fibromyalgia,Behavioral,Hyperthermia Group|Sham-Group
NCT05140486,Traumatic Optic Neuropathy,Procedure,Rehabilitation: shortwave diathermy and perceptual training
NCT05147532,Inflammatory Disease|Multiple Sclerosis,Procedure,PET-MRI with [18F]-Florbetaben and PET-MRI with [18F]-DPA-714
NCT05148247,Brain Injuries|Cognitive Impairment,Behavioral,"The Perceive, Recall, Plan and Perform System of Intervention"
NCT05163886,ALS|Amyotrophic Lateral Sclerosis,Other,Placebo
NCT05167227,Chronic Fatigue Syndrome|Myalgic Encephalomyelitis|Post COVID-19 Condition|Post-acute Sequelae of SARS-COV-2 Infection|SARS-CoV-2 Acute Respiratory Disease,Other,Extension for Community Healthcare Outcomes
NCT05168098,Dementia,Other,board game comparison|olfactory stimulation intervention
NCT05173051,"Cerebral Infarction|Dysphagia|Stroke|Stroke, Acute",Other,Solid Medication intake vs. crushed medication intake
NCT05183152,Healthy|Motor Disorders|Motor Neuron Disease|Movement Disorders|Muscular Diseases|Spinal Cord Injuries|Stroke|Traumatic Brain Injury,Device,NMES-BCI|Visual-BCI
NCT05187910,Cognitive Decline|Cognitive Impairment|Swallowing Disorder|Voice Disorders|Voicebox Disorders,Behavioral,Speech Therapy|Swallowing Therapy|Upper Airway Therapy
NCT05191966,Acute Pain|Analgesia|Anesthesia|Patient Controlled Analgesia,Procedure,Subcostal Anterior Quadratus Lumborum Block|Thoracic Paravertebral Block
NCT05196737,"CVA|Spasticity, Muscle|Stroke",Behavioral,Dry Needling
NCT05202730,"Analgesia|Arthroplasty, Replacement, Knee",Procedure,New local anesthesia injection site and new local anesthetic drug formulation.
NCT05209386,Epilepsy,Behavioral,Dimension-Based Statistical Learning
NCT05209516,Parkinson Disease,Behavioral|Diagnostic Test|Other,Behavioral data|MDS (Movement Disorder Society) UPDRS (Unified Parkinson's Disease Rating Scale) Part 3 (Motor Part)|Questionnaires|Single-pulse transcranial magnetic stimulation (TMS)
NCT05212194,Postdural Puncture Headache,Other,examination
NCT05217628,Trigeminal Neuralgia,Other,Placebo
NCT05220826,Chronic Subdural Hematoma,Procedure,"Post surgical embolization of middle meningeal artery with liquid embolic agents (ethylene vinyl alcohol copolymers as Onix, Squid, Phil or Libro)"
NCT05233748,Cerebral Palsy,Device,Stochastic Resonance (SR)
NCT05244889,Insomnia Chronic|Migraine Disorders,Behavioral,Digital CBT-I|Sleep Hygiene Education
NCT05258500,COVID-19|Frailty|Muscle Weakness|Sarcopenia|Stroke,Other,Blood flow restriction|Ghostly app|Leaflet
NCT05281120,Duchenne Muscular Dystrophy|Osteoporosis,Device,Low-level mechanical vibrations WITH vertical sinusoidal acceleration|Low-level mechanical vibrations WITHOUT vertical sinusoidal acceleration
NCT05287750,Brain Tumor|Cerebrovascular Disease|MRI,Diagnostic Test,Magnetic resonance imaging
NCT05301335,Multiple Sclerosis|Neurogenic Bladder|Spinal Cord Injuries|Stroke,Device,SCONE
NCT05303233,Analgesia,Procedure,IPACK|Selective tibial nerve block
NCT05307640,"Trauma, Brain",Behavioral,CG-Well|Information Support & Referral (ISR)
NCT05329818,Stroke,Device,high definition transcranial direct current stimulation
NCT05335187,Epilepsy,Device,micro-macro electrode implantation
NCT05345886,Stroke,Behavioral,Hippotherapy
NCT05350709,Parkinson Disease|Tremor,Other,mirror therapy
NCT05371041,Tourette Syndrome,Device,Medtronic Percept Neurostimulator
NCT05377853,"Blindness|Blindness, Acquired|Blindness, Complete|Low Vision",Behavioral,Cognitive-Kinesthetic Navigational Training
NCT05380661,"Anxiety State|Autonomic Dysreflexia|Catheter Complications|Spinal Cord Injuries|Urinary Bladder, Neurogenic",Procedure,"Catheterization performed by urology nurse, participant aware of time of procedure|Catheterization performed by urology nurse, participant blinded to time of procedure|Self-catheterization"
NCT05380726,Obstructive Sleep Apnea,Behavioral,Patient education
NCT05390268,Tic Disorders,Behavioral,Mobile app-assisted behavioral treatment
NCT05394610,"Fibromyalgia|Pain, Chronic|Quality of Life",Device,Sana Device
NCT05395026,Epilepsy,Other,electrical stimulation of vagus nerve
NCT05406921,Dementia,Behavioral,MIND at Home
NCT05415956,Multiple Sclerosis,Behavioral,Walking exercise therapy
NCT05418296,Alzheimer Disease|Dementia|Neurodegenerative Diseases,Device,A novel digital health device
NCT05428839,"Sleep Apnea, Obstructive",Diagnostic Test,Pharyngeal width measurement
NCT05429281,Cerebral Palsy,Other,Combined Pilates and Plyometrics|Pilates-based Core Strengthening Exercises|Plyometric-based Muscle Loading Exercises
NCT05432752,"Brain Concussion|Fixation, Ocular",Device,Concussion Pen
NCT05434637,Tinnitus,Other,Combination Therapy|Physical Therapy|Sound-based Therapy
NCT05443906,Ataxia|Leukodystrophy|Neurodegenerative Diseases,Behavioral,Home exercise
NCT05444244,Alzheimer Disease|Cognitive Dysfunction|Dementia|Frontotemporal Dementia|Lewy Body Disease,Other,Relational Research Recruitment and Engagement Intervention
NCT05446038,Anorexia Nervosa,Behavioral,Multi-Family Guided Self-Help FBT
NCT05448261,Depression|Stroke,Behavioral|Other,Emotion-centered problem-solving intervention (EPi)|stroke education
NCT05454137,Postural Orthostatic Tachycardia Syndrome,Behavioral,Shared medical appointment
NCT05462977,"Affect|Alzheimer Disease|Balance|Caregiver Burden|Cognition|Cognitive Aging|Cognitive Decline|Cognitive Dysfunction|Cognitive Impairment|Dementia|Depression|Elderly|Executive Function|Exercise|Fall|Gait|Geriatric Assessment|Healthy Aging|Memory Deficit|Memory Disorders|Memory Impairment|Mental Health|Middle Aged|Mild Cognitive Impairment|Music Therapy|Neuropsychological Tests|Outcome Assessment, Health Care|Physical Exertion|Psychosocial Intervention|Respite Care|Walking",Behavioral,Group exercise program
NCT05470478,Amyotrophic Lateral Sclerosis|Brain Stem Infarctions|Locked-in Syndrome|Muscular Dystrophy|Spinal Cord Injury,Device,Mobile neural decoding platform (mobile iBCI)
NCT05474209,Multiple Sclerosis,Other,"""Tai-chi"" - a special program for patients with multiple sclerosis - once a week training with a Tai Chi instructor lasting 90 minutes"
NCT05477680,"Arteriovenous Malformations|Cavernoma|Intracerebral Hematoma|Tumor, Brain",Device,Navigation-guided surgery
NCT05480215,Essential Tremor|Parkinson Disease,Device,Cala Device
NCT05511597,Freezing of Gait|Parkinson Disease|Split-belt Treadmill,Behavioral,Complex task practice|Split-belt treadmill training|Static balance exercise
NCT05515237,CVA (Cerebrovascular Accident)|Stroke|Upper Extremity Paresis,Behavioral,Grade 2-5 CI Therapy + Sensory Components
NCT05527652,"Down Syndrome|Hypertonia, Muscle|Nasal Airway Obstruction|Obstructive Sleep Apnea|Tolerance|Trisomy 21",Device,Self-Supporting Nasopharyngeal Airway (ssNPA)
NCT05534672,Tuberous Sclerosis Complex,Other,Placebo|Rapamycin
NCT05551364,Cerebral Palsy,Device,ATLAS 2030 exoskeleton
NCT05555485,Analgesia|Opioid Withdrawal,Device,transcutaneous Auricular neurostimulation - Active|transcutaneous auricular neurostimulation - Sham
NCT05558839,Cognitive Training|Dementia|Exercise|Fall,Behavioral,A 12-week weekly sports and cognitive training intervention.
NCT05561244,Atrial Fibrillation|Deep Vein Thrombosis|Stroke,Device,Weekly monitoring using the capillary International Normalised Ratio strategy
NCT05586555,"Cochlear Hearing Loss|Hearing Loss, Bilateral|Hearing Loss, Cochlear|Hearing Loss, Sensorineural",Other,Pupillometry (Eve-tracking measurements)
NCT05587647,Intellectual Disability,Other,Transition to Adulthood Education Program
NCT05590065,Spinal Cord Injuries,Device,ABLE Exoskeleton
NCT05591378,Stroke,Other,core stability exercises|otago exercises
NCT05593237,"Chronic Neuropathic Pain|Complex Regional Pain Syndromes|Nerve Injury|Nerve Root Avulsion|Pain, Postoperative|Post-Stroke Pain|Post-herpetic Neuralgia|Spinal Cord Injuries|Trigeminal Neuralgia",Device,High Frequency rTMS|Low Frequency rTMS
NCT05620225,Neuralgia|Neuropathic Pain|Painful Diabetic Neuropathy,Device,Axon Therapy and CMM|Sham and CMM
NCT05628285,Conductive Hearing Loss|Mixed Hearing Loss,Device,Sentio 1
NCT05663034,"Brain Injury Traumatic Mild|Cognitive Behavioral Therapy|Concussion, Brain|Depression|Head Injury|Insomnia|Memory Impairment|Post-traumatic Stress|Sleep|Traumatic Brain Injury",Behavioral,Cognitive behavioral therapy for insomnia (CBT-I)|Mindfulness-based treatment for insomnia (MBTI)
NCT05670158,Sensorineural Hearing Loss,Procedure,Perilymph sampling
NCT05691582,Rett Syndrome,Device,GRAIL
NCT05695521,Amyotrophic Lateral Sclerosis,Other,Excipient
NCT05697549,Aphasia,Behavioral,cognitive behavior language therapy
NCT05711953,Muscle Rigidity|Pain,Other,Egyfil Pain Lotion
NCT05720416,Dementia|Sarcopenia|Sarcopenic Obesity,Behavioral|Other,muscle strength training|usual care
NCT05728099,Parkinson Disease,Device,Expiratory muscle strength training|Expiratory muscle strength training + SpiroGym application
NCT05730465,Hypertension|Stroke|TIA|Vascular Diseases,Behavioral,Use of Omron Home Blood Pressure Cuff
NCT05738278,"Autism Spectrum Disorder|Communication, Nonverbal|Intellectual Disability",Behavioral,Delayed HR-informed specific change in routine|HR-informed change in routine
NCT05740020,Cerebral Palsy,Device|Other,The traditional exercise program|virtual reality glasses
NCT05741112,Chronic Fatigue Syndrome|Dysautonomia|Long COVID|Long Covid19|Myalgic Encephalomyelitis|Postural Orthostatic Tachycardia Syndrome,Device,Wearable device
NCT05746624,"Infectious Metabolic Encephalopathy|Ischemic Stroke|Seizure|Viral Encephalitis, Small and Large Vessel",Behavioral,keypresses
NCT05747989,Carpal Tunnel Syndrome,Procedure,"skin is stitched with transcutaneous nylon sutures|two-component skin adhesive, Glubran Tiss 2"
NCT05765643,Child With Cancer|Child With Cerebral Palsy|Child With Medical Complexity|Muscular Atrophy,Other,Nurse parental support in symptom management using a mobile health App
NCT05776706,"Brain Neoplasms|Cerebral Aneurysm|Cerebral Arteriovenous Malformation|Navigation, Spatial",Diagnostic Test,AR-based navigation
NCT05783414,Dementia,Behavioral,f2f CST|f2f carer support|online carer support|vCST
NCT05786677,Depression|Fibromyalgia,Other,Physiotherapy protocol
NCT05805397,Schizoaffective Disorder|Schizophrenia,Behavioral,Healthy Behaviors Control Group|Motivation Skills Training
NCT05806736,Parkinson Disease,Device,Transcutaneous auricular vagus nerve stimulation (real stimulation)|Transcutaneous auricular vagus nerve stimulation (sham stimulation)
NCT05810220,Deafness,Device,Electrode-Neural Interface
NCT05820919,Alzheimer Disease|Dementia|Sleep Disorder|Sleep Disturbance,Behavioral|Other,LOCK Sleep Program|No intervention (control period/baseline data collection)
NCT05823857,Chronic Low-back Pain|Diagnostic Imaging|Exercise Therapy|Muscle Atrophy,Other,Aquatic Therapy|Standard Care
NCT05829135,Low Vision|Photophobia|Visual Impairment,Device,Acuvue Oasys with Transitions
NCT05833568,Brain Injuries|Brain Injury Traumatic Severe|Disorder of Consciousness,Device,Active Transcranial alternative current stimulation|SHAM Transcranial alternative current stimulation
NCT05842434,Essential Tremor|Parkinson Disease,Device,Felix
NCT05853900,"Episodic Migraine|Headache|Headache, Migraine|Migraine",Device,ReMMi-D Digital Therapeutic
NCT05853952,Stroke,Device,Non-invasive Neuromodulation|Placebo Non-invasive Neuromodulation
NCT05854160,Epilepsy|Mental Disorders,Procedure,Electrical Pulse Train Stimulation
