entity_token,frequency,entity_class
kinesthetic ability trainer-kat2000,1,PHYSICAL
kinesthetic ability trainer 2000,1,PHYSICAL
kat 2000,1,PHYSICAL
balance disorder,1,CONDITION
lumber disc herniation,1,CONDITION
lumber spondylosis,1,CONDITION
gonarthrosis,1,CONDITION
kat 2000 exercises,1,PHYSICAL
kat 2000 balance exercises,1,PHYSICAL
toffee nasal pillows mask,1,OTHER
f&p toffee nasal pillows mask,1,OTHER
prj212,1,DRUG
mild severity alzheimer's disease,1,CONDITION
patient-triggered sensory cues,1,OTHER
"patient triggered sensory(auditory, visual and tactile) cues",1,OTHER
unexpected (randomized) cues,1,OTHER
na-831,1,DRUG
na-83,1,DRUG
high protein diet,1,OTHER
high intake of dietary protein,1,OTHER
robot based gait training,1,PHYSICAL
pulsed shortwave therapy,1,OTHER
migraine attach,1,CONDITION
"chronic, episodic migraines",1,CONDITION
plexiform neurofibroma,1,CONDITION
walking program using physical activity monitors and social networking,1,OTHER
we walk plus intervention,1,OTHER
cervical spinal cord injury,1,CONDITION
magnetically enhanced diffusion,1,OTHER
large vessel occlusion,1,CONDITION
bromocriptine,1,DRUG
neuroleptic-induced hyperprolactinemia,1,CONDITION
precision radiation treatment,1,RADIOTHERAPY
drug-resistant localised epilepsy,1,CONDITION
linac based srt treatment,1,RADIOTHERAPY
vero cell - derived inactivated japanese encephalitis vaccine,1,DRUG
jecevax,1,DRUG
jecevax-,1,DRUG
licensed vaccine,1,CONTROL
jevax,1,DRUG
licenced vaccine,1,CONTROL
warm and cold compress,1,OTHER
relapsing forms of ms,1,CONDITION
injection related erythema,1,CONDITION
superficial hot and cold modalities,1,OTHER
adaptive servo ventilation therapy,1,OTHER
central sleep apnea,1,CONDITION
adaptive servo-ventilation,1,OTHER
adaptive servo ventilation,1,OTHER
heartfailure,1,CONDITION
chronic stable hf,1,CONDITION
teriparatide,1,DRUG
interdisciplinary rehabilitation strategies,1,OTHER
swallowing disorders,1,CONDITION
swallowing complaints,1,CONDITION
vocal and speech disorders,1,CONDITION
focal vibration,1,OTHER
central and peripheral spasticity,1,CONDITION
equistasi,1,OTHER
focal vibrations,1,OTHER
navifus system,1,OTHER
recurrent glioblastoma multiforme,1,CONDITION
fus add-on,1,OTHER
bevacizumab,1,DRUG
radiotherapy,1,RADIOTHERAPY
immune modulation therapy,1,OTHER
ert-naïve or ert-treated pompe disease,1,CONDITION
anti-recombinant human acid α-glucosidase,1,DRUG
anti-rhgaa,1,DRUG
progressive modular rebalancing (rmp) system rehabilitation,1,PHYSICAL
sensory cues for rehabilitation,1,OTHER
rehabilitative program,1,OTHER
parkinson' disease,1,CONDITION
neurocognitive method,1,OTHER
visual sensory cues,1,OTHER
neurophysiological method,1,PHYSICAL
exercise program focused at improving gait,1,PHYSICAL
exercise programs,1,PHYSICAL
apilimod dimesylate,1,DRUG
c9orf72-associated amyotrophic lateral sclerosis,1,CONDITION
c9orf72-associated als,1,CONDITION
c9als,1,CONDITION
brain-injured,1,CONDITION
hyperosmolar therapy,1,OTHER
alteplase,1,DRUG
acute ischemic hemispheric stroke,1,CONDITION
alteplase(rt-pa),1,DRUG
obstructive sleep apnea hypopnea syndrome,1,CONDITION
walking program,1,PHYSICAL
non-active,1,CONTROL
walking,1,PHYSICAL
exercise on a treadmill,1,PHYSICAL
high-performance ecog-based neural interface,1,OTHER
rwj-17021-000,1,DRUG
prim-dj2727,1,DRUG
fecal microbiota transplantation,1,OTHER
mild to moderate alzheimer's disease.,1,CONDITION
paired integrative exercise program,1,PHYSICAL
preventing loss of independence through exercise,1,PHYSICAL
plié,1,PHYSICAL
fbt,1,BEHAVIOURAL
restrictive eating disorders,1,CONDITION
family problem-solving therapy,1,BEHAVIOURAL
family problem solving therapy,1,BEHAVIOURAL
mild to severe adolescent tbi,1,CONDITION
"therapist-guided, face-to-face",1,BEHAVIOURAL
therapist-guided online,1,BEHAVIOURAL
"self-guided, online",1,BEHAVIOURAL
"perceive, recall, plan and perform intervention",1,BEHAVIOURAL
"perceive, recall, plan and perform system",1,BEHAVIOURAL
community-based rehabilitation,1,BEHAVIOURAL
major depressive disorder,1,CONDITION
low muscle mass,1,CONDITION
relative sarcopenia,1,CONDITION
transmuscular quadratus lumborum block,1,OTHER
supra-inguinal fascial iliac compartment block,1,OTHER
total hip arthroplasty,1,CONDITION
iliac fascia block,1,OTHER
hip fractures,1,CONDITION
total hip replacement surgery,1,CONDITION
quadratus lumborum block,1,OTHER
jpfs,1,CONDITION
spontaneous intracerebral hemorrhage,1,CONDITION
active polymyositis,1,CONDITION
active polymyositis (pm)/dermatomyositis (dm),1,CONDITION
ps128,1,OTHER
passive static stretching,1,OTHER
"muscle stretching protocol,",1,OTHER
static passive stretching,1,OTHER
general anesthesia,1,CONDITION
ketamine general anesthesia,1,CONDITION
computer-based training,1,OTHER
methods of interpreting florbetapir (18f) pet scans,1,OTHER
electronic florbetapir (18f) interpretation training program,1,OTHER
rx acculink carotid stent system,1,SURGICAL
major hip surgery,1,CONDITION
major (bony) hip surgery,1,CONDITION
bony hip surgery,1,CONDITION
chronic hip pain,1,CONDITION
placebo (non-active) injections,1,CONTROL
mild peripheral neuropathy,1,CONDITION
impaired functional capacity,1,CONDITION
reduced physical activity,1,CONDITION
intensive and progressive exercise bouts,1,PHYSICAL
training modalities,1,PHYSICAL
intensive,1,PHYSICAL
normal,1,CONTROL
higher training intensities,1,PHYSICAL
intensive training intensities,1,PHYSICAL
vestibular schwannomas,1,CONDITION
gkrs,1,RADIOTHERAPY
newly diagnosed vs,1,CONDITION
vs,1,CONDITION
sham tes,1,CONTROL
emfit mattress sensor,1,OTHER
l-4060slc,1,OTHER
monitor,1,OTHER
dvm-gprs-v2,1,OTHER
generalized tonic-clonic seizures,1,CONDITION
sudden unexpected death in epilepsy,1,CONDITION
mattress alarm system,1,OTHER
emfit monitor,1,OTHER
emfit bed sensor l-4060sl,1,OTHER
generalized convulsions,1,CONDITION
convulsive,1,CONDITION
emfit mattress sensor l-4060slc,1,OTHER
acoustic and new cloud-based notification system,1,OTHER
neuromuscular disease,1,CONDITION
neuromuscular diseases,1,CONDITION
attention-control,1,CONTROL
ac,1,CONTROL
individualized exercise,1,PHYSICAL
supervised exercise,1,PHYSICAL
catastrophic injury,1,CONDITION
one-to-one peer mentoring,1,BEHAVIOURAL
enhanced peer mentor interactions,1,BEHAVIOURAL
traumatic spinal cord injury,1,CONDITION
traditional peer mentor types of interactions,1,CONTROL
enhanced peer mentor program,1,BEHAVIOURAL
one-on-one initiative,1,BEHAVIOURAL
tremor,1,CONDITION
freezing in the subthalamic region,1,CONDITION
prehospital full advanced life support,1,OTHER
telemedicine system,1,OTHER
sas,1,CONDITION
interoperable telemedicine system,1,OTHER
peep,1,OTHER
erector spinae plane (esp) block,1,OTHER
caudal block,1,CONTROL
acute brain-injured,1,CONDITION
elevated intracranial pressure,1,CONDITION
blindness,1,CONDITION
multimodal opiate-sparing analgesia,1,OTHER
traditional opiate based analgesia,1,OTHER
multimodal analgesia,1,OTHER
conventionel opiod analgesia,1,OTHER
nerve transfers,1,SURGICAL
nerve transfer,1,SURGICAL
cervical spinal cord injuries,1,CONDITION
stereotactic operation,1,SURGICAL
basal ganglion hemorrhage,1,CONDITION
stereotactic puncture,1,SURGICAL
aspiration,1,SURGICAL
small hematoma in deep basal ganglia,1,CONDITION
carbon monoxide's headache,1,CONDITION
sham ultrasound therapy,1,CONTROL
ultrasound treatment,1,OTHER
loss of muscle health,1,CONDITION
muscle atrophy,1,CONDITION
muscle loss,1,CONDITION
u-health service using mobile device,1,OTHER
mobile programs,1,OTHER
occupational and speech therapy,1,OTHER
remotely controlled mandibular positioner,1,OTHER
maxillomandibular advancement surgery,1,CONDITION
maxillomandibular advancement (mma) surgery,1,CONDITION
mma surgery,1,CONDITION
remote controlled mandibular positioner,1,OTHER
mma,1,CONDITION
home and in-laboratory testing,1,OTHER
home testing,1,OTHER
in-lab testing,1,OTHER
succinic semialdehyde dehydrogenase deficiency,1,CONDITION
gaba(b) receptor antagonist,1,DRUG
spastic hemiplegic cerebral palsy,1,CONDITION
intermittent theta-burst stimulation transcranial magnetic stimulation,1,OTHER
transcranial magnetic stimulation (tms) targeting the dorsolateral prefrontal cortex (dlpfc) or the primary motor cortex (m1),1,OTHER
m1,1,OTHER
pain catastrophization,1,CONDITION
placebo together with tms,1,CONTROL
ads,1,CONDITION
self-balancing walking system atalante,1,PHYSICAL
robotic locomotor training,1,PHYSICAL
robot-assisted gait therapy,1,PHYSICAL
test catheters,1,OTHER
speedicath catheters,1,OTHER
test catheter,1,OTHER
speedicath (sc) catheter,1,OTHER
bi-axial rotating magnetic field therapy,1,OTHER
refractory neuropathic foot pain,1,CONDITION
pulsed magnetic stimulating,1,OTHER
moderate-severe foot pain,1,CONDITION
induced forced limb loading,1,PHYSICAL
complete or incomplete sci,1,CONDITION
checkpoint inhibitor of pd-1,1,DRUG
first relapse,1,CONDITION
b-cell acute lymphoblastic leukemia,1,CONDITION
relapsed,1,CONDITION
relapsed b-all,1,CONDITION
pre- vs. postoperative scalp block,1,OTHER
selective scalp block,1,OTHER
multiple sclerosis with progressive subtypes,1,CONDITION
progressive multiple sclerosis,1,CONDITION
theta-burst-stimulation,1,OTHER
hemipresis,1,CONDITION
mild-moderate stage amyotrophic lateral sclerosis,1,CONDITION
audiobooks for hearing loss (hl) app,1,OTHER
psychotic,1,CONDITION
spastic diplegic cerebral palsy,1,CONDITION
minor- to moderate-risk noncardiac surgery,1,CONDITION
noncardiac surgeries,1,CONDITION
acw135 polysaccharide vaccine,1,DRUG
"meningitis a, c and w135",1,CONDITION
mencevax acw polysaccharide vaccine,1,DRUG
"men a, c and w135",1,CONDITION
men a,1,CONDITION
gaming mechanics,1,OTHER
telerehabilitation,1,PHYSICAL
motivational strategies,1,BEHAVIOURAL
home tele-rehabilitation program,1,PHYSICAL
tele-rehabilitation- based home exercise program,1,PHYSICAL
home exercise,1,PHYSICAL
simulated rehabilitation activities,1,PHYSICAL
passive exoskeleton,1,PHYSICAL
exercise at home,1,PHYSICAL
motivationally enhanced simulations,1,BEHAVIOURAL
un-enhanced control,1,CONTROL
motivational enhancements,1,BEHAVIOURAL
tele-rehabilitation program,1,PHYSICAL
motivational enhancement,1,BEHAVIOURAL
autonomous rehabilitation programs,1,PHYSICAL
cytomegalovirus,1,CONDITION
asymptomatic congenital cytomegalovirus,1,CONDITION
ccmv,1,CONDITION
hypometria,1,CONDITION
behavioral cognitive rehabilitation,1,BEHAVIOURAL
upper airway obstruction,1,CONDITION
hypotonia,1,CONDITION
hypotonic upper airway obstruction,1,CONDITION
huao,1,CONDITION
web-based situational feedback,1,OTHER
situational feedback,1,OTHER
patient-provider communication,1,OTHER
regular situational feedback,1,OTHER
enhancing self-management,1,OTHER
chronic non-malignant pain,1,CONDITION
"""situational"" feedback",1,OTHER
conventional interventions in a clinical setting,1,CONTROL
quick response feedback using mobile communication technology,1,OTHER
coronavirus disease 2019,1,CONDITION
acute and / or delayed brain damage,1,CONDITION
cranial nerves damage,1,CONDITION
sleep and breathing problems,1,CONDITION
multi-component treatment strategies,1,OTHER
multicomponent intervention programme,1,OTHER
nutritional counselling/dietary intervention,1,OTHER
information and communications technology intervention,1,OTHER
healthy aging lifestyle education programme,1,CONTROL
mobility disability,1,CONDITION
sleep disorder,1,CONDITION
chronic fatigue syndrome,1,CONDITION
chronic fatigue,1,CONDITION
fetoscopic repair,1,SURGICAL
fetal surgery,1,SURGICAL
fetoscopic technique,1,SURGICAL
endoscopic repair,1,SURGICAL
carotid artery stenting,1,SURGICAL
asymptomatic carotid artery narrowing,1,CONDITION
stenting,1,SURGICAL
"manometric- assisted anal relaxation, muscle coordination and simulated defecation training",1,PHYSICAL
sham feedback therapy,1,CONTROL
diet,1,CONTROL
laxatives,1,CONTROL
dyssynergia,1,CONDITION
nf2-related tumors,1,CONDITION
endostatin,1,DRUG
exelon,1,DRUG
biofreeze,1,DRUG
gel with a menthol scent,1,CONTROL
thoracic endovascular aortic repair,1,CONDITION
neurological injury,1,CONDITION
vascular brain infarction,1,CONDITION
neurocognitive impairment,1,CONDITION
individual auditory cueing device,1,OTHER
apple ipod-shuffle,1,OTHER
individualised auditory cueing,1,OTHER
narcoleptic,1,CONDITION
cataplexy,1,CONDITION
persistent post-traumatic headache,1,CONDITION
pth,1,CONDITION
mild traumatic brain injury,1,CONDITION
mtbi,1,CONDITION
radial extracorpeal shock wave therapy,1,OTHER
radial extracorporeal shock wave intervention,1,OTHER
mixed dementia with alzheimer's and vascular components,1,CONDITION
sma,1,CONDITION
early stuttering,1,CONDITION
ais,1,CONDITION
long-term motor training,1,PHYSICAL
bimanual coordination training,1,PHYSICAL
anodal transcranial direct current,1,OTHER
spm 927,1,DRUG
musculoskeletal pain,1,CONDITION
atypical antipsychotics,1,DRUG
atypical antipsychotic,1,DRUG
post covid-19 syndrome,1,CONDITION
vagal stimulation with the t-vns method,1,OTHER
prolonged covid,1,CONDITION
left ear transcutaneous vagus nerve stimulation,1,OTHER
bilateral auricular transcutaneous vagus nerve stimulation,1,OTHER
migraine attacks,1,CONDITION
eating disorder fears,1,CONDITION
virtual relapse prevention program,1,BEHAVIOURAL
fears,1,CONDITION
fed-f treatment,1,BEHAVIOURAL
focused ultrasound delivery of exosomes,1,OTHER
refractory depression,1,CONDITION
neurodegenerative dementias,1,CONDITION
exosome,1,OTHER
transcranial ultrasound,1,OTHER
"refractory, treatment resistant depression",1,CONDITION
neurodegenerative dementia,1,CONDITION
ischemic subtentorial stroke,1,CONDITION
subacute phase of stroke,1,CONDITION
early schizophrenia,1,CONDITION
rns® system responsive stimulation,1,OTHER
rns system,1,OTHER
refractory partial onset epilepsy,1,CONDITION
pediatric high grade gliomas at first recurrence,1,CONDITION
autologous stem cell transplant,1,SURGICAL
peripheral blood stem cell,1,SURGICAL
pbsc,1,SURGICAL
carboplatin,1,DRUG
thiotepa,1,DRUG
etoposide,1,DRUG
glioma,1,CONDITION
muscle relaxation,1,OTHER
phonological alexia,1,CONDITION
1:1 training to improve reading skills,1,OTHER
continuous positive airways pressure,1,OTHER
exergame balance training,1,PHYSICAL
traditional weight shifting training,1,PHYSICAL
balance training programs,1,PHYSICAL
exergame systems,1,PHYSICAL
weight-shifting training,1,PHYSICAL
early launching of nocturnal non invasive ventilation,1,OTHER
early launching of night non invasive ventilation,1,OTHER
early introduction of non invasive ventilation,1,OTHER
myotonic dystrophy,1,CONDITION
caregiver sms reminder,1,OTHER
scalable short message service (sms) system,1,OTHER
sms text messages,1,OTHER
ultrasound-guided erector spinae plane block,1,OTHER
open splenectomy surgery,1,CONDITION
ultrasound-guided paravertebral block,1,OTHER
open splenectomy,1,CONDITION
neuromodulation technique,1,OTHER
electrical stimulation of the cerebellum,1,OTHER
virtual reality protocol,1,OTHER
excitatory stimulation of the cerebellum,1,OTHER
pd-rbd,1,CONDITION
sglt2-inhibitor,1,DRUG
sodium glucose co-transporter 2 (sglt2)-inhibitor,1,DRUG
sglt2-inhibitors,1,DRUG
parkinsonian syndrome,1,CONDITION
refractory idiopathic inflammatory myopathies,1,CONDITION
interleukin-1 (il-1) blocking agent,1,DRUG
treatment-resistant inflammatory myopathies,1,CONDITION
refractory polymyositis,1,CONDITION
pm,1,CONDITION
dm,1,CONDITION
ibm,1,CONDITION
early and mid-stage dementia:,1,CONDITION
early and mid-stage dementia,1,CONDITION
solian solution,1,DRUG
triamcinolone,1,DRUG
mononeuropathy,1,CONDITION
mild to moderate cts,1,CONDITION
neural mobilization techniques,1,PHYSICAL
slider and tensioner techniques,1,PHYSICAL
sporadic inclusion body myositis,1,CONDITION
sibm,1,CONDITION
thalidomide,1,DRUG
five star rated helmets only,1,OTHER
epileptogenic,1,CONDITION
drug resistant partial epilepsies,1,CONDITION
cognitive and gait impairment,1,CONDITION
motor and cognitive dysfunction,1,CONDITION
parkinson disease dementia,1,CONDITION
motor and cognitive impairment,1,CONDITION
deep brain stimulation in the basal ganglia,1,OTHER
deep brain stimulation surgery,1,OTHER
strengthening oropharyngeal muscles,1,PHYSICAL
oropharyngeal exercise,1,PHYSICAL
o-pe,1,PHYSICAL
o-pes,1,PHYSICAL
sham control,1,CONTROL
crps-ii,1,CONDITION
exposure therapy,1,OTHER
cortical interventions,1,OTHER
complex regional pain syndrome ii,1,CONDITION
graded exposure therapy,1,OTHER
methods targeting cortical reorganisation,1,OTHER
branched chain amino acid,1,DRUG
moderate intensity exercises,1,PHYSICAL
cerebrovascular events,1,CONDITION
occlusive carotid artery disorders,1,CONDITION
silent brain ischemia,1,CONDITION
asymptomatic carotid stenosis,1,CONDITION
sb-649868,1,DRUG
noise induced situational insomnia,1,CONDITION
auditory hallucinations,1,CONDITION
acoustic-verbal hallucinations,1,CONDITION
dissociative symptoms,1,CONDITION
chronic tics,1,CONDITION
"treatment resistant depression, schizophrenia, and obsessive compulsive disorder",1,CONDITION
"severe depression,",1,CONDITION
treatment-refractory cases of schizophrenia and obsessive compulsive disorder,1,CONDITION
"severe depression, schizophrenia, and ocd",1,CONDITION
rhythmic auditory cueing,1,OTHER
locomotion training,1,PHYSICAL
spinal cord injured,1,CONDITION
focal activation of intraspinal circuitry,1,OTHER
intraspinal micro-stimulation,1,OTHER
unilateral versus bilateral intensive training,1,PHYSICAL
unimanual intensive training,1,PHYSICAL
bimanual intensive training,1,PHYSICAL
moderate and severe dementia,1,CONDITION
individual pain management,1,OTHER
individual pain treatment,1,OTHER
low-level mechanical vibration,1,OTHER
low-level mechanical vibrations,1,OTHER
25oh vitamin d,1,DRUG
end stage renal disease,1,CONDITION
haemodialysis,1,CONDITION
severe renal impairment,1,CONDITION
hemodialysis,1,CONDITION
human placenta- derived cells,1,SURGICAL
vehicle control,1,CONTROL
psychological treatment,1,BEHAVIOURAL
interactive website,1,BEHAVIOURAL
wait list/delayed start,1,CONTROL
in-person habit reversal training,1,BEHAVIOURAL
web-based self-help,1,BEHAVIOURAL
wait list,1,CONTROL
intracranial hypertension,1,CONDITION
b-blockers,1,DRUG
a2 agonists,1,DRUG
elective craniotomy,1,CONDITION
huntington´s disease gene expansion carriers,1,CONDITION
mnb rlp2086,1,DRUG
meningococcal b rlp2086 vaccine,1,DRUG
moderate to severe migraine,1,CONDITION
nscs,1,SURGICAL
idiopathic pd,1,CONDITION
eliglustat,1,DRUG
motor response complications,1,CONDITION
weakness of the lower limb,1,CONDITION
gait difficulties,1,CONDITION
muscle weakness,1,CONDITION
postopreative agitation,1,CONDITION
modification of threat interpretation bias,1,BEHAVIOURAL
neurodegenerative movement disorders,1,CONDITION
web-based cognitive bias modification intervention,1,BEHAVIOURAL
gynecologic cancer,1,CONDITION
sham acupuncture,1,CONTROL
dietary recommendations,1,CONTROL
normal and high protein diets,1,OTHER
adiposity,1,CONDITION
high and normal protein,1,OTHER
high protein,1,OTHER
normal protein,1,CONTROL
focused ultrasound-induced blood-brain barrier disruption,1,OTHER
orexigenic therapy,1,OTHER
chemosensory abnormalities,1,CONDITION
taste and/or smell (chemosensory) abnormalities,1,CONDITION
interferon γ-1b,1,DRUG
interferon-γ 1b,1,DRUG
low dose irradiation,1,RADIOTHERAPY
low-dose irradiation,1,RADIOTHERAPY
early to moderate hd,1,CONDITION
respiratory disturbances,1,CONDITION
subcostal transversus abdominis plane block,1,OTHER
open liver resection,1,CONDITION
"benign, malignant or metastatic hepatic tumor",1,CONDITION
transversus abdominis plane [tap] block,1,OTHER
somatic pain,1,CONDITION
esbp,1,OTHER
tap,1,OTHER
open liver resection surgery,1,CONDITION
video game-based physical activity training,1,PHYSICAL
videogame-based physical activity training,1,PHYSICAL
nature-based park visit program,1,OTHER
nature connections park visit program,1,OTHER
weekly telephone/internet support meetings,1,OTHER
alzheimer's disease at beginning to moderate stages,1,CONDITION
sporadic alzheimer's disease,1,CONDITION
alzheimer's,1,CONDITION
alzheimer's disease dementia at beginning to moderate stage,1,CONDITION
alternating-frequency dbs,1,OTHER
alternating-frequency deep brain stimulation,1,OTHER
lactobacillus probiotic,1,OTHER
drug resistant epilepsy,1,CONDITION
dysbiosis,1,CONDITION
dre,1,CONDITION
lactobacillus population,1,OTHER
probiotic bacteria,1,OTHER
lactobacillus,1,OTHER
probiotic treatment,1,OTHER
robotic arm exoskeleton,1,OTHER
motor impairment,1,CONDITION
robotic technology,1,OTHER
robotic arm/hand device,1,OTHER
bci robotic-device,1,OTHER
inactive substance pill,1,CONTROL
fmpo,1,OTHER
family member provider,1,OTHER
enhanced treatment as usual approach,1,CONTROL
emotional deficits,1,CONDITION
intervention for improving emotional processing,1,OTHER
restless legs,1,CONDITION
oud,1,CONDITION
opioid use disorder,1,CONDITION
physician prehospital management,1,OTHER
severe blunt head injury,1,CONDITION
advanced interventions as provided by a physician at an accident scene,1,OTHER
severe head injury,1,CONDITION
rapid sequence intubation (rsi) airway management,1,OTHER
blood transfusions,1,OTHER
surgical procedures,1,SURGICAL
early supination,1,OTHER
external rotation repositioning,1,OTHER
birth related brachial plexus injury,1,CONDITION
supination,1,OTHER
external rotation,1,OTHER
birth related brachial plexus injuries,1,CONDITION
iloperidone,1,DRUG
ischemic schizophrenia,1,CONDITION
personal sound amplification products,1,OTHER
psaps,1,OTHER
activities in mse alone,1,OTHER
massage therapy in usual care environment,1,OTHER
usual care with attention,1,CONTROL
usual care only,1,CONTROL
cold-sensitive fibromyalgia syndrome,1,CONDITION
cold-sensitive fibromyalgia,1,CONDITION
pelvic pain,1,CONDITION
pulsed radiofrequency,1,OTHER
pudendal neuralgia,1,CONDITION
pn,1,CONDITION
myasthenia gravis,1,CONDITION
endovascular repair by stenting,1,SURGICAL
severe (70% and higher) asymptomatic carotid stenosis,1,CONDITION
multifactorial and personalized program for fall prevention,1,BEHAVIOURAL
interdisciplinary multi-component and personalized multi-factorial intervention,1,BEHAVIOURAL
mechanically ventilated,1,CONDITION
hydroxymethylbutyrate,1,DRUG
eicosapentaenoic acid,1,DRUG
breathing machines,1,CONDITION
sumatriptan,1,DRUG
hyperammonemia,1,CONDITION
impaired hepatic ureagenesis,1,CONDITION
nutritional intervention,1,OTHER
ensure enlive,1,OTHER
sleep apnea management group,1,BEHAVIOURAL
moderate-to-severe obstructive sleep apnea,1,CONDITION
sleep apnea management (sam) grouped based-intervention,1,BEHAVIOURAL
regular non-sleep prescribing provider,1,CONTROL
posterior fossa lesions,1,CONDITION
ischemia,1,CONDITION
high blood sugars,1,CONDITION
early phase psychosis,1,CONDITION
cognitive remediation program,1,BEHAVIOURAL
early phase schizophrenia spectrum disorders,1,CONDITION
remediation program,1,BEHAVIOURAL
lumbo-sacral mobilization,1,OTHER
loss of axial rotation,1,CONDITION
mobilization techniques,1,OTHER
manipulation,1,OTHER
grade a and grade b mobilization applications,1,OTHER
lumbosacral mobilization,1,OTHER
gsk2202083a vaccine,1,DRUG
gsk2202083 vaccine,1,DRUG
prevenar,1,DRUG
rotarix,1,DRUG
robot-assisted locomotor training,1,PHYSICAL
subacute post-stroke non-ambulatory hemiplegic,1,CONDITION
neurodevelopmental treatment,1,CONTROL
robotic assisted locomotor training,1,PHYSICAL
robotic-assisted gait therapy,1,PHYSICAL
lokomat,1,PHYSICAL
placebo rtms,1,CONTROL
active rtms,1,OTHER
autolitt,1,OTHER
autolitt laser treatment,1,OTHER
recurrent/progressive brain tumors,1,CONDITION
autolitt system,1,OTHER
recurrent/progressive glioblastoma multiforme tumors,1,CONDITION
gbm,1,CONDITION
palate repair,1,CONDITION
cleft palate repair,1,CONDITION
flavonoids-,1,DRUG
dha-,1,DRUG
lgmd,1,CONDITION
mds,1,CONDITION
flavonoids,1,DRUG
omega3s,1,DRUG
muscular pain,1,CONDITION
continuous theta-burst stimulation,1,OTHER
brain safe app,1,OTHER
attention control medication list app,1,OTHER
refractory epilepsy,1,CONDITION
refractory (drug-resistant) epilepsy,1,CONDITION
pocd,1,CONDITION
animal intervention,1,OTHER
presence of the animal,1,OTHER
major neuro cognitive disorder,1,CONDITION
ncd,1,CONDITION
same stimulation without the dog's response,1,CONTROL
workshops,1,OTHER
intervention of the dog,1,OTHER
cognitive stimulation,1,OTHER
animal assisted therapy,1,OTHER
circadian sleep disturbance,1,CONDITION
disrupted sleep cycle,1,CONDITION
primary immunodeficiency,1,CONDITION
unexplained recurrent and/or severe infections with encapsulated bacteria,1,CONDITION
antibody deficiencies,1,CONDITION
complement deficiencies,1,CONDITION
primary immunodeficiencies,1,CONDITION
recurrent and/or severe bacterial infections,1,CONDITION
upper and lower respiratory tract infections,1,CONDITION
bacterial infections,1,CONDITION
recurrent infections,1,CONDITION
severe bacterial infection,1,CONDITION
tablet-based app,1,OTHER
"symmetric, sensorineural hearing loss",1,CONDITION
self-regulation learning,1,BEHAVIOURAL
mcimt,1,PHYSICAL
self-regulation,1,BEHAVIOURAL
sr,1,BEHAVIOURAL
immersive digital reality-augmenting system,1,OTHER
critical illness,1,CONDITION
systems of active monitoring,1,OTHER
incentive program for physical activity,1,OTHER
early and advanced parkinson's disease,1,CONDITION
sound stimulation,1,OTHER
chronic pure tone tinnitus,1,CONDITION
auditory stimulation,1,OTHER
combined stimulation,1,OTHER
polyethylene glycol 3350-electrolyte solution,1,DRUG
miralax,1,DRUG
psychoeducation,1,BEHAVIOURAL
anti-mag igm monoclonal gammopathy,1,CONDITION
anti-mag monoclonal igm gammopathy,1,CONDITION
anti-cd 20 monoclonal antibody,1,DRUG
anti-mag polyneuropathy,1,CONDITION
quadrivalent meningococcal conjugate vaccine,1,DRUG
"meningococcal polysaccharide (serogroups a, c, y and w) tetanus toxoid (menacyw) conjugate vaccine",1,DRUG
telerehabilitation virtual reality,1,OTHER
"telerehabilitation program specifically designed for upper limbs, based on virtual reality",1,OTHER
3d printed mandibular advancement device,1,OTHER
oa,1,OTHER
oa device,1,OTHER
cognitive rehab,1,OTHER
memory deficits,1,CONDITION
traumatic brain injuries,1,CONDITION
startle rehabilitation therapy,1,OTHER
apraxia,1,CONDITION
severe-to-moderate stroke,1,CONDITION
using different sounds to improve therapy,1,OTHER
"sounds"" are softer",1,CONTROL
"high-frequency, word-picture verification/ auditory-repetition treatment",1,OTHER
without,1,CONTROL
task-specific training on the c-mill,1,PHYSICAL
waiting list,1,CONTROL
telestroke patient consultation,1,OTHER
other national and international telestroke programs,1,CONTROL
lumbosacral radicular pain,1,CONDITION
integrated solution for sustainable care,1,OTHER
integrated care platform,1,OTHER
multimorbidity,1,CONDITION
diminished intrinsic capacity,1,CONDITION
integrated patient-centred approach-,1,OTHER
postural orthostatic tachycardia syndrome,1,CONDITION
compression garment,1,OTHER
commercially available waist-high and abdominal compression garments,1,OTHER
translabyrinthine vestibular schwannoma resection,1,CONDITION
cochlear implantation,1,CONDITION
translabyrinthine surgery for vestibular schwannoma resection,1,CONDITION
cochlear implant,1,CONDITION
asymmetric sensorineural hearing loss,1,CONDITION
closed-loop neuromodulation device,1,OTHER
standard practices of dbs programming,1,CONTROL
cerebello-spinal tdcs,1,OTHER
neurodegenerative ataxia,1,CONDITION
neurodegenerative cerebellar ataxias,1,CONDITION
cerebellar ataxias,1,CONDITION
cerebellar anodal tdcs,1,OTHER
spinal cathodal tdcs,1,OTHER
neurodegenerative cerebellar ataxia,1,CONDITION
stage 3 idiopathic parkinson's disease,1,CONDITION
alternating current brain stimulation,1,OTHER
transcranial alternating current brain stimulation,1,OTHER
gamma tacs on the posterior parietal cortex,1,OTHER
phn,1,CONDITION
l-arginine,1,DRUG
melas syndrome,1,CONDITION
melas,1,CONDITION
'stroke-like' episodes,1,CONDITION
neck pain,1,CONDITION
trigger points of the levator scapula muscle,1,CONDITION
mechanical cervicalgia,1,CONDITION
myofascial pain syndrome,1,CONDITION
trigger points in levator scapulae muscle,1,CONDITION
