,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
122,NCT03025230,OfficialTitle+BriefSummary,"Effectiveness of Dry Needling and Intramuscular Electrostimulation in the Treatment of Myofascial Trigger Points in Patients With Neck Pain | Hypothesis The application of intramuscular electrostimulation will be more effectiveness than the dry needling in myofascial trigger points treatment.

Objetives:

To determine the effectiveness of intramuscular electrostimulation in the treatment of trigger points of the levator scapula muscle for the improvement of pain in mechanical cervicalgia.

Participants: Subjects with diagnosed of myofascial pain syndrome in cervical region and active trigger points in levator scapulae muscle, randomly assigned to experimental or control group.

Intervention: Control group: one session of dry needling in active trigger points; experimental group: one session of intramuscular stimulation in active trigger points.

Main Outcomes Measures: Pain, pressure pain threshold (PPT), active cervical range of motion and strength muscle . The measures will be taken before, after and one week after the interventions.","[(17, 29, 'CONTROL', 'Dry Needling'), (34, 66, 'OTHER', 'Intramuscular Electrostimulation'), (87, 112, 'CONDITION', 'Myofascial Trigger Points'), (130, 139, 'CONDITION', 'Neck Pain'), (172, 204, 'OTHER', 'intramuscular electrostimulation'), (241, 253, 'CONTROL', 'dry needling'), (257, 282, 'CONDITION', 'myofascial trigger points'), (394, 438, 'CONDITION', 'trigger points of the levator scapula muscle'), (462, 466, 'CONDITION', 'pain'), (470, 492, 'CONDITION', 'mechanical cervicalgia'), (536, 560, 'CONDITION', 'myofascial pain syndrome'), (591, 632, 'CONDITION', 'trigger points in levator scapulae muscle'), (731, 743, 'CONTROL', 'dry needling'), (805, 830, 'OTHER', 'intramuscular stimulation')]","[(17, 29), (34, 66), (87, 112), (130, 139), (172, 204), (241, 253), (257, 282), (394, 438), (462, 466), (470, 492), (536, 560), (591, 632), (731, 743), (805, 830)]","[(87, 112, 'CONDITION'), (130, 139, 'CONDITION'), (257, 282, 'CONDITION'), (394, 438, 'CONDITION'), (462, 466, 'CONDITION'), (470, 492, 'CONDITION'), (536, 560, 'CONDITION'), (591, 632, 'CONDITION')]","[(17, 29, 'CONTROL'), (34, 66, 'OTHER'), (172, 204, 'OTHER'), (241, 253, 'CONTROL'), (731, 743, 'CONTROL'), (805, 830, 'OTHER')]"
123,NCT05148247,OfficialTitle+BriefSummary,"Evaluation of The Perceive, Recall, Plan and Perform Intervention for Persons With Cognitive Impairments After Brain Injuries in Community Rehabilitation: Single Case Experimental Study | Background: There is a need for standardized interventions in community rehabilitation that can improve everyday task performance for older adults with cognitive challenges after acquired brain injury. Older adults are often excluded from research due to strict inclusion criteria. It is critical for a sustainable health service system that these patients are empowered and reach their maximum level of independence. The Perceive, Recall, Plan and Perform System (PRPP) of Intervention can be applied by Occupational Therapists (OT) for clients with cognitive challenges to enhance mastery of needed or desired everyday tasks. There is no current evidence for the effectiveness of this intervention for this population.

Purpose: A clinical trial to investigate the effectiveness of the PRPP intervention for older persons with cognitive impairments after brain injury in the context of community-based rehabilitation.

Method: In PRPP intervention the OT uses systematically instructions in task training to support a client to use cognitive strategies efficiently. The everyday tasks used for training should be valued by the participant and useful in their rehabilitation. The tasks could include different parts of morning routines, simple or complex meal planning or preparation, use of cell phone, leisure activities, or other household and community activities. At best the skills are generalized throughout all everyday activities, and the OTs' role as a cognitive mediator fades as participants internalize the strategies. The participants receive PRPP intervention 3 times a week for 3 weeks, every session last for 45-60 minutes.

The participants' task mastery and cognitive strategy use will be measured at least 5 times in each phase: baseline, intervention, after the intervention, and 4 weeks after the discharge from rehabilitation. The measurement scores at baseline act controls and are therefore compared with the other phases for the same participant. The same procedure will be repeated for the other participants, but then with a staggered intervention phase. A staggered intervention phase acts as a control between participants and allows to see if changes occur only when the intervention is introduced.

Implications for practice: The investigators assume that this systematic intervention will improve everyday task performance, and will in turn contribute to empowerment and independence of older adults with cognitive challenges after brain injuries.","[(18, 65, 'BEHAVIOURAL', 'Perceive, Recall, Plan and Perform Intervention'), (83, 104, 'CONDITION', 'Cognitive Impairments'), (111, 125, 'CONDITION', 'Brain Injuries'), (129, 153, 'BEHAVIOURAL', 'Community Rehabilitation'), (250, 274, 'BEHAVIOURAL', 'community rehabilitation'), (340, 360, 'CONDITION', 'cognitive challenges'), (376, 388, 'CONDITION', 'brain injury'), (610, 651, 'BEHAVIOURAL', 'Perceive, Recall, Plan and Perform System'), (653, 657, 'BEHAVIOURAL', 'PRPP'), (739, 759, 'CONDITION', 'cognitive challenges'), (976, 980, 'BEHAVIOURAL', 'PRPP'), (1017, 1038, 'CONDITION', 'cognitive impairments'), (1045, 1057, 'CONDITION', 'brain injury'), (1076, 1106, 'BEHAVIOURAL', 'community-based rehabilitation'), (1120, 1124, 'BEHAVIOURAL', 'PRPP'), (1746, 1750, 'BEHAVIOURAL', 'PRPP'), (2242, 2264, 'CONTROL', 'staggered intervention'), (2274, 2296, 'CONTROL', 'staggered intervention'), (2627, 2647, 'CONDITION', 'cognitive challenges'), (2654, 2668, 'CONDITION', 'brain injuries')]","[(18, 65), (83, 104), (111, 125), (129, 153), (250, 274), (340, 360), (376, 388), (610, 651), (653, 657), (739, 759), (976, 980), (1017, 1038), (1045, 1057), (1076, 1106), (1120, 1124), (1746, 1750), (2242, 2264), (2274, 2296), (2627, 2647), (2654, 2668)]","[(83, 104, 'CONDITION'), (111, 125, 'CONDITION'), (340, 360, 'CONDITION'), (376, 388, 'CONDITION'), (739, 759, 'CONDITION'), (1017, 1038, 'CONDITION'), (1045, 1057, 'CONDITION'), (2627, 2647, 'CONDITION'), (2654, 2668, 'CONDITION')]","[(18, 65, 'BEHAVIOURAL'), (129, 153, 'BEHAVIOURAL'), (250, 274, 'BEHAVIOURAL'), (610, 651, 'BEHAVIOURAL'), (653, 657, 'BEHAVIOURAL'), (976, 980, 'BEHAVIOURAL'), (1076, 1106, 'BEHAVIOURAL'), (1120, 1124, 'BEHAVIOURAL'), (1746, 1750, 'BEHAVIOURAL'), (2242, 2264, 'CONTROL'), (2274, 2296, 'CONTROL')]"
124,NCT02407951,OfficialTitle+BriefSummary,Tel Aviv Sourasky Medical Center | Tourette Syndrome (TS) is a disorder characterized by motor and vocal tics. The most studied and promising intervention is Habit Reversal Training (HRT) and its variations: Behavioral Comprehensive Intervention for Tics (CBIT). Group intervention for children with TS has not been evaluated. The aim of this study is to assess the efficacy of CBIT group intervention compared with Psycho-Educational-Supportive group in terms of tic severity.,"[(35, 52, 'CONDITION', 'Tourette Syndrome'), (54, 56, 'CONDITION', 'TS'), (89, 109, 'CONDITION', 'motor and vocal tics'), (158, 181, 'BEHAVIOURAL', 'Habit Reversal Training'), (183, 186, 'BEHAVIOURAL', 'HRT'), (208, 254, 'BEHAVIOURAL', 'Behavioral Comprehensive Intervention for Tics'), (256, 260, 'BEHAVIOURAL', 'CBIT'), (263, 281, 'BEHAVIOURAL', 'Group intervention'), (300, 302, 'CONDITION', 'TS'), (378, 401, 'BEHAVIOURAL', 'CBIT group intervention'), (416, 451, 'CONTROL', 'Psycho-Educational-Supportive group'), (464, 467, 'CONDITION', 'tic')]","[(35, 52), (54, 56), (89, 109), (158, 181), (183, 186), (208, 254), (256, 260), (263, 281), (300, 302), (378, 401), (416, 451), (464, 467)]","[(35, 52, 'CONDITION'), (54, 56, 'CONDITION'), (89, 109, 'CONDITION'), (300, 302, 'CONDITION'), (464, 467, 'CONDITION')]","[(158, 181, 'BEHAVIOURAL'), (183, 186, 'BEHAVIOURAL'), (208, 254, 'BEHAVIOURAL'), (256, 260, 'BEHAVIOURAL'), (263, 281, 'BEHAVIOURAL'), (378, 401, 'BEHAVIOURAL'), (416, 451, 'CONTROL')]"
125,NCT02337114,OfficialTitle+BriefSummary,"REACT - Recovery Enhancement From TBI Using ACT. A Pilot Study. | Is Acceptance and Commitment Therapy (ACT) feasible and acceptable for adults with severe Traumatic Brain Injury (sTBI) in inpatient services? sTBI is associated with depression, anxiety and low self awareness. A key factor in recovery is adjustment to the effects of injury. Psychological intervention may facilitate this change; however what works is unclear. ACT seeks to improve psychological flexibility; the ability to be present with difficult thoughts and emotions, rather than fighting them, and to accept ourselves as we are, not what we believe we should be. Current research is limited, but what is published suggests it may be useful for this group.

Due to the limited research this pilot study aims to conduct preliminary analysis on the acceptability and feasibility of ACT for people with sTBI whilst also examining the suitability of the study protocol in order to make recommendations for future studies. Clients and staff from three Brain Injury Rehabilitation Trust (BIRT) centres will be recruited, one of which will serve as the intervention centre.

Clients in the intervention group will be asked to complete questionnaires a week before and after participation in the 6 week ACT programme. Clients in the comparison group will be asked to complete questionnaires a week before and after receiving 6 weeks of treatment as usual (TAU). The treatment group will also receive TAU. All participants will be invited to participate in a focus group at the end of this 8 week period to discuss their involvement in the study.

Staff will be asked to complete a parallel version of one of the client questionnaires within a similar timeframe. In addition staff at the intervention centre will be invited to attend a focus group and complete an additional questionnaire after the eight week period.","[(34, 37, 'CONDITION', 'TBI'), (44, 47, 'BEHAVIOURAL', 'ACT'), (69, 102, 'BEHAVIOURAL', 'Acceptance and Commitment Therapy'), (104, 107, 'BEHAVIOURAL', 'ACT'), (149, 178, 'CONDITION', 'severe Traumatic Brain Injury'), (180, 184, 'CONDITION', 'sTBI'), (209, 213, 'CONDITION', 'sTBI'), (233, 243, 'CONDITION', 'depression'), (245, 252, 'CONDITION', 'anxiety'), (428, 431, 'BEHAVIOURAL', 'ACT'), (852, 855, 'BEHAVIOURAL', 'ACT'), (872, 876, 'CONDITION', 'sTBI'), (1267, 1270, 'BEHAVIOURAL', 'ACT'), (1400, 1418, 'CONTROL', 'treatment as usual'), (1420, 1423, 'CONTROL', 'TAU'), (1464, 1467, 'CONTROL', 'TAU')]","[(34, 37), (44, 47), (69, 102), (104, 107), (149, 178), (180, 184), (209, 213), (233, 243), (245, 252), (428, 431), (852, 855), (872, 876), (1267, 1270), (1400, 1418), (1420, 1423), (1464, 1467)]","[(34, 37, 'CONDITION'), (149, 178, 'CONDITION'), (180, 184, 'CONDITION'), (209, 213, 'CONDITION'), (233, 243, 'CONDITION'), (245, 252, 'CONDITION'), (872, 876, 'CONDITION')]","[(44, 47, 'BEHAVIOURAL'), (69, 102, 'BEHAVIOURAL'), (104, 107, 'BEHAVIOURAL'), (428, 431, 'BEHAVIOURAL'), (852, 855, 'BEHAVIOURAL'), (1267, 1270, 'BEHAVIOURAL'), (1400, 1418, 'CONTROL'), (1420, 1423, 'CONTROL'), (1464, 1467, 'CONTROL')]"
126,NCT04856384,OfficialTitle+BriefSummary,"Understanding the Effect of Variances on Precision in Predictive Coding When Walking to Music and Metronomes in Persons With Multiple Sclerosis With Progressive Subtypes. | This study is a case-control study, involving persons with progressive multiple sclerosis and healthy controls. The study contains 1 descriptive and 3 experimental sessions. In the descriptive session, participant's clinical motor and cognitive functions are collected. In the first experimental session, participant's beat perception and synchronisation abilities is examined within a finger tapping paradigm. In the following experimental sessions participants synchronsiation abilities is examined during walking paradigms, to music and metronomes, with period and phase auditory manipulations. In the latter twp sessions, apart from outcome measures of synchronization the following will be collected as well: brain activity using EEG recordings, spatio-temporal gait parameters, perceived fatigue, perceived motivation and perceived speed of walking.","[(125, 169, 'CONDITION', 'Multiple Sclerosis With Progressive Subtypes'), (232, 262, 'CONDITION', 'progressive multiple sclerosis'), (967, 974, 'CONDITION', 'fatigue')]","[(125, 169), (232, 262), (967, 974)]","[(125, 169, 'CONDITION'), (232, 262, 'CONDITION'), (967, 974, 'CONDITION')]",[]
127,NCT02708485,OfficialTitle+BriefSummary,"Evaluating the Impact of Physical Exercise on Mild Alzheimer's Disease in a Randomized Clinical Trial: Quantification With 18F -FDG and 11C- AcAc PET Imaging | The aim of this study is to evaluate the effect of a 3-month walking program on brain energy metabolism in patient with mild Alzheimer's disease (AD). Two groups of sedentary patients with mild AD are followed and compared over a 3-month period of time: Control (non-active) and walking (from 15 to 45 minutes of exercise on a treadmill, 3 times a week for 12 weeks) groups. All the participants are evaluated on their cognition, brain volumes (MRI) and brain fuel consumption (PET scan with 18-FDG and 11C-AcAc) at the beginning and at the end of the study.","[(25, 42, 'PHYSICAL', 'Physical Exercise'), (46, 70, 'CONDITION', ""Mild Alzheimer's Disease""), (221, 236, 'PHYSICAL', 'walking program'), (280, 304, 'CONDITION', ""mild Alzheimer's disease""), (306, 308, 'CONDITION', 'AD'), (354, 356, 'CONDITION', 'AD'), (423, 433, 'CONTROL', 'non-active'), (439, 446, 'PHYSICAL', 'walking'), (473, 496, 'PHYSICAL', 'exercise on a treadmill')]","[(25, 42), (46, 70), (221, 236), (280, 304), (306, 308), (354, 356), (423, 433), (439, 446), (473, 496)]","[(46, 70, 'CONDITION'), (280, 304, 'CONDITION'), (306, 308, 'CONDITION'), (354, 356, 'CONDITION')]","[(25, 42, 'PHYSICAL'), (221, 236, 'PHYSICAL'), (423, 433, 'CONTROL'), (439, 446, 'PHYSICAL'), (473, 496, 'PHYSICAL')]"
128,NCT03213730,OfficialTitle+BriefSummary,"Perceptual-Cognitive Training After a Mild Traumatic Brain Injury: Towards a Sensitive Marker for Recovery | This study is part of a larger, multi-centered project done with the collaboration of University Of Victoria. This study holds three separate studies on the mild traumatic brain injured population and the use of perceptual-cognitive training (3D-MOT).","[(0, 29, 'BEHAVIOURAL', 'Perceptual-Cognitive Training'), (38, 65, 'CONDITION', 'Mild Traumatic Brain Injury'), (266, 294, 'CONDITION', 'mild traumatic brain injured'), (321, 350, 'BEHAVIOURAL', 'perceptual-cognitive training'), (352, 358, 'BEHAVIOURAL', '3D-MOT')]","[(0, 29), (38, 65), (266, 294), (321, 350), (352, 358)]","[(38, 65, 'CONDITION'), (266, 294, 'CONDITION')]","[(0, 29, 'BEHAVIOURAL'), (321, 350, 'BEHAVIOURAL'), (352, 358, 'BEHAVIOURAL')]"
129,NCT02438553,OfficialTitle+BriefSummary,"A Prospective, Randomized, Single Blind, Parallel-group, Placebo Controlled Clinical Study to Evaluate the Short-term Effectiveness of Combined Occipital and Supraorbital Transcutaneous Nerve Stimulation (OS-TNS) in Reducing Migraine Related Pain | The purpose of this study is to evaluate the short-term effectiveness of combined occipital and supraorbital transcutaneous nerve stimulation in reducing migraine related pain.","[(57, 64, 'CONTROL', 'Placebo'), (135, 203, 'OTHER', 'Combined Occipital and Supraorbital Transcutaneous Nerve Stimulation'), (205, 211, 'OTHER', 'OS-TNS'), (225, 233, 'CONDITION', 'Migraine'), (242, 246, 'CONDITION', 'Pain'), (322, 390, 'OTHER', 'combined occipital and supraorbital transcutaneous nerve stimulation'), (403, 411, 'CONDITION', 'migraine'), (420, 424, 'CONDITION', 'pain')]","[(57, 64), (135, 203), (205, 211), (225, 233), (242, 246), (322, 390), (403, 411), (420, 424)]","[(225, 233, 'CONDITION'), (242, 246, 'CONDITION'), (403, 411, 'CONDITION'), (420, 424, 'CONDITION')]","[(57, 64, 'CONTROL'), (135, 203, 'OTHER'), (205, 211, 'OTHER'), (322, 390, 'OTHER')]"
130,NCT02549885,OfficialTitle+BriefSummary,"Efficacy of Proprioceptive Neuromuscular Facilitation in Pain Relief in Women With Migraine | The purpose of this study is to determine whether the contract-relax technique of proprioceptive neuromuscular facilitation, and the static stretching exercise are effective in reducing the frequency, intensity and duration of headache and in improving the perception of quality of life in women with migraine.","[(12, 53, 'PHYSICAL', 'Proprioceptive Neuromuscular Facilitation'), (57, 61, 'CONDITION', 'Pain'), (83, 91, 'CONDITION', 'Migraine'), (148, 217, 'PHYSICAL', 'contract-relax technique of proprioceptive neuromuscular facilitation'), (227, 253, 'PHYSICAL', 'static stretching exercise'), (321, 329, 'CONDITION', 'headache'), (395, 403, 'CONDITION', 'migraine')]","[(12, 53), (57, 61), (83, 91), (148, 217), (227, 253), (321, 329), (395, 403)]","[(57, 61, 'CONDITION'), (83, 91, 'CONDITION'), (321, 329, 'CONDITION'), (395, 403, 'CONDITION')]","[(12, 53, 'PHYSICAL'), (148, 217, 'PHYSICAL'), (227, 253, 'PHYSICAL')]"
131,NCT03319771,OfficialTitle+BriefSummary,"Effects of Exercise Training on Learning and Memory Outcomes in Multiple Sclerosis | The two primary study objectives involve examining the effects of treadmill walking exercise training versus stretching-and-toning activities on the primary and secondary outcomes.

Specific Aim 1: The first specific aim is to examine the effects of 3-months of treadmill walking exercise training compared with an active control condition on learning and memory outcomes in fully-ambulatory persons with MS who have impairment in learning new information. We hypothesize that those who undergo treadmill walking exercise training will demonstrate improvements in learning and memory relative to those who undergo stretching-and-toning activities.

Specific Aim 2: The second specific aim is to examine the effects of 3-months of treadmill walking exercise training compared with an active control condition on hippocampal volume, hippocampal resting-state functional connectivity, and cardiorespiratory fitness in those persons with MS. We hypothesize that those who are randomly assigned to the treadmill walking exercise condition will demonstrate increases in hippocampal volume and resting-state functional connectivity (i.e., adaptive increases) and improved cardiorespiratory fitness relative to those in the stretching-and-toning condition.","[(11, 28, 'PHYSICAL', 'Exercise Training'), (64, 82, 'CONDITION', 'Multiple Sclerosis'), (151, 177, 'PHYSICAL', 'treadmill walking exercise'), (194, 226, 'CONTROL', 'stretching-and-toning activities'), (347, 373, 'PHYSICAL', 'treadmill walking exercise'), (400, 414, 'CONTROL', 'active control'), (490, 492, 'CONDITION', 'MS'), (580, 606, 'PHYSICAL', 'treadmill walking exercise'), (699, 731, 'CONTROL', 'stretching-and-toning activities'), (815, 841, 'PHYSICAL', 'treadmill walking exercise'), (868, 882, 'CONTROL', 'active control'), (1019, 1021, 'CONDITION', 'MS'), (1082, 1108, 'PHYSICAL', 'treadmill walking exercise'), (1301, 1322, 'CONTROL', 'stretching-and-toning')]","[(11, 28), (64, 82), (151, 177), (194, 226), (347, 373), (400, 414), (490, 492), (580, 606), (699, 731), (815, 841), (868, 882), (1019, 1021), (1082, 1108), (1301, 1322)]","[(64, 82, 'CONDITION'), (490, 492, 'CONDITION'), (1019, 1021, 'CONDITION')]","[(11, 28, 'PHYSICAL'), (151, 177, 'PHYSICAL'), (194, 226, 'CONTROL'), (347, 373, 'PHYSICAL'), (400, 414, 'CONTROL'), (580, 606, 'PHYSICAL'), (699, 731, 'CONTROL'), (815, 841, 'PHYSICAL'), (868, 882, 'CONTROL'), (1082, 1108, 'PHYSICAL'), (1301, 1322, 'CONTROL')]"
132,NCT04073667,OfficialTitle+BriefSummary,"Investigation of the Effects of Exercise Program Applied on Postoperative Period in Patients With Chiari Type 1 Malformation | This study will be conducted in Hacettepe University Faculty of Medicine Neurosurgery Department and Hacettepe University Faculty of Physical Therapy and Rehabilitation.

The study was designed as a randomized controlled trial. At the beginning of the study, demographic data and characteristics of the cases will be recorded. Patients will be evaluated in three different periods throughout the study. The first assessments will be performed on the first day after the patient's condition is appropriate after the surgical procedure for Type 1 CM. Following this evaluation, all patients will be divided into two groups using. a simple randomization method. The first group will be exercised for 6 weeks while the second group will not be intervened during this period and will be followed as a control group. Immediately after the exercise program administered to the first group after 6 weeks, both groups will undergo second assessments. After these assessment measures, the same exercise program in the first group will be applied to the second group only this time for 6 weeks. In the meantime, the first group will stop their exercise programs. After the 6-week exercise program of the second group has ended, both groups will be given the third assessment, the final assessment.

At the beginning of the study, demographic data, characteristics and disease information will be recorded.

The evaluations to be made are summarized below:

Visual Analogue Scale, pain threshold and pain tolerance tests, Neck Disability Index, for the determination of pain level in the neck region and throughout the body
Cervical range of motion (Performance Attainment Associates, St. Paul, MN, 55117, United States) (CROM 3) device for the evaluation of the cervical region.
Berg Balance Scale for evaluation of performance-based balance,
Timed Rise Walk Test, Sharpened Romberg test and ""8"" shaped walk test (F8WT) for evaluation of fall risk, static and dynamic balance,
The International Ataxia Assessment Scale (ICARS) for coordination,
Grip Ability Test (GAT) for the assessment of fine motor skill in the upper extremity,
Posture evaluation,
Eating Assessment Tool (EAT-10) for evaluation of swallowing function
For daily living activities, Barthel Daily Living Activities Index,
For the quality of life, the Short Form 36 questionnaire will be used.","[(32, 40, 'PHYSICAL', 'Exercise'), (98, 124, 'CONDITION', 'Chiari Type 1 Malformation'), (665, 674, 'CONDITION', 'Type 1 CM'), (860, 877, 'CONTROL', 'not be intervened'), (960, 968, 'PHYSICAL', 'exercise'), (1111, 1119, 'PHYSICAL', 'exercise'), (1260, 1268, 'PHYSICAL', 'exercise'), (1296, 1304, 'PHYSICAL', 'exercise')]","[(32, 40), (98, 124), (665, 674), (860, 877), (960, 968), (1111, 1119), (1260, 1268), (1296, 1304)]","[(98, 124, 'CONDITION'), (665, 674, 'CONDITION')]","[(32, 40, 'PHYSICAL'), (860, 877, 'CONTROL'), (960, 968, 'PHYSICAL'), (1111, 1119, 'PHYSICAL'), (1260, 1268, 'PHYSICAL'), (1296, 1304, 'PHYSICAL')]"
133,NCT04913506,OfficialTitle+BriefSummary,"Evaluation of the Effects of Neuromuscular Electrical Stimulation and Mirror Therapy in Hemiplegia Rehabilitation; Prospective, Randomized, Controlled, Single-Blinded Study | In this study, it was aimed to evaluate whether or not NMES in front of the mirror brings an additional benefit to mirror therapy alone or NMES alone on upper extremity motor and functional development, spasticity, anxiety, depression, cognitive function and activities of daily living, and neuropathic pain.","[(29, 65, 'OTHER', 'Neuromuscular Electrical Stimulation'), (70, 84, 'OTHER', 'Mirror Therapy'), (88, 98, 'CONDITION', 'Hemiplegia'), (230, 257, 'OTHER', 'NMES in front of the mirror'), (290, 310, 'CONTROL', 'mirror therapy alone'), (314, 324, 'CONTROL', 'NMES alone'), (378, 388, 'CONDITION', 'spasticity'), (390, 397, 'CONDITION', 'anxiety'), (399, 409, 'CONDITION', 'depression'), (466, 482, 'CONDITION', 'neuropathic pain')]","[(29, 65), (70, 84), (88, 98), (230, 257), (290, 310), (314, 324), (378, 388), (390, 397), (399, 409), (466, 482)]","[(88, 98, 'CONDITION'), (378, 388, 'CONDITION'), (390, 397, 'CONDITION'), (399, 409, 'CONDITION'), (466, 482, 'CONDITION')]","[(29, 65, 'OTHER'), (70, 84, 'OTHER'), (230, 257, 'OTHER'), (290, 310, 'CONTROL'), (314, 324, 'CONTROL')]"
134,NCT02265029,OfficialTitle+BriefSummary,"Evaluation of Spa Therapy in the Treatment of Fibromyalgia : a Randomized, Controlled, Open Multicenter Study | Fibromyalgia is a common health problem that causes widespread pain and tenderness (sensitive to touch). The pain and tenderness tend to come and go, and move about the body. There is no cure for fibromyalgia. Complementary and alternative therapy such as acupuncture, chiropractic and massage therapy, can be useful to manage fibromyalgia symptoms. Many of these treatments have not been well tested in patients with fibromyalgia. Fibromyalgia affect 3 to 4% of the general population and 14 % of patients with rheumatologic disease. Fibromyalgia is most common in women 90 % in many studies. It most often starts in middle adulthood. A chronic evolution occured for Fibromyalgic patients with a major alteration of quality of life.

Thermalgi is a randomized, multicentre, open label trial wich aims to evaluate the effects of spa therapy in rheumatologia on evolution of disability in daily life of patients with fibromyalgia.","[(14, 25, 'OTHER', 'Spa Therapy'), (46, 58, 'CONDITION', 'Fibromyalgia'), (112, 124, 'CONDITION', 'Fibromyalgia'), (175, 179, 'CONDITION', 'pain'), (184, 194, 'CONDITION', 'tenderness'), (221, 225, 'CONDITION', 'pain'), (230, 240, 'CONDITION', 'tenderness'), (308, 320, 'CONDITION', 'fibromyalgia'), (368, 379, 'OTHER', 'acupuncture'), (381, 393, 'OTHER', 'chiropractic'), (398, 413, 'OTHER', 'massage therapy'), (439, 451, 'CONDITION', 'fibromyalgia'), (530, 542, 'CONDITION', 'fibromyalgia'), (544, 556, 'CONDITION', 'Fibromyalgia'), (624, 645, 'CONDITION', 'rheumatologic disease'), (647, 659, 'CONDITION', 'Fibromyalgia'), (780, 792, 'CONDITION', 'Fibromyalgic'), (941, 952, 'OTHER', 'spa therapy'), (1028, 1040, 'CONDITION', 'fibromyalgia')]","[(14, 25), (46, 58), (112, 124), (175, 179), (184, 194), (221, 225), (230, 240), (308, 320), (368, 379), (381, 393), (398, 413), (439, 451), (530, 542), (544, 556), (624, 645), (647, 659), (780, 792), (941, 952), (1028, 1040)]","[(46, 58, 'CONDITION'), (112, 124, 'CONDITION'), (175, 179, 'CONDITION'), (184, 194, 'CONDITION'), (221, 225, 'CONDITION'), (230, 240, 'CONDITION'), (308, 320, 'CONDITION'), (439, 451, 'CONDITION'), (530, 542, 'CONDITION'), (544, 556, 'CONDITION'), (624, 645, 'CONDITION'), (647, 659, 'CONDITION'), (780, 792, 'CONDITION'), (1028, 1040, 'CONDITION')]","[(14, 25, 'OTHER'), (368, 379, 'OTHER'), (381, 393, 'OTHER'), (398, 413, 'OTHER'), (941, 952, 'OTHER')]"
135,NCT00018811,OfficialTitle+BriefSummary,"Psychological Assessment and Treatment of Chronic Benign Headache | Subjects with chronic migraine or tension headaches will receive 12 sessions of biofeedback or relaxation training after fulfilling screening, intake interviews, & psychological testing requirements. They will chart headache pain, anger level, & medication usage throughout baseline, treatment, and 3 month follow-up periods.

Migraine sufferers will receive a combination of progressive muscle relaxation training and thermal biofeedback (learning to warm hands). Subjects are randomly assigned to receive treatment either in the office with the therapist or from another room (where communication will be over a computer). The research is designed to compare the effectiveness of treatment based on location.

Tension headache sufferers will receive training in how to reduce their muscle tension levels. They will be randomly assigned to have equipment monitor muscle tension levels either in the forehead or shoulder regions. The research is designed to compare the effectiveness of feedback to the forehead versus the shoulder muscles.","[(42, 65, 'CONDITION', 'Chronic Benign Headache'), (82, 98, 'CONDITION', 'chronic migraine'), (102, 119, 'CONDITION', 'tension headaches'), (148, 159, 'OTHER', 'biofeedback'), (163, 182, 'OTHER', 'relaxation training'), (284, 297, 'CONDITION', 'headache pain'), (299, 304, 'CONDITION', 'anger'), (395, 403, 'CONDITION', 'Migraine'), (444, 482, 'OTHER', 'progressive muscle relaxation training'), (487, 506, 'OTHER', 'thermal biofeedback'), (780, 796, 'CONDITION', 'Tension headache'), (932, 946, 'CONDITION', 'muscle tension')]","[(42, 65), (82, 98), (102, 119), (148, 159), (163, 182), (284, 297), (299, 304), (395, 403), (444, 482), (487, 506), (780, 796), (932, 946)]","[(42, 65, 'CONDITION'), (82, 98, 'CONDITION'), (102, 119, 'CONDITION'), (284, 297, 'CONDITION'), (299, 304, 'CONDITION'), (395, 403, 'CONDITION'), (780, 796, 'CONDITION'), (932, 946, 'CONDITION')]","[(148, 159, 'OTHER'), (163, 182, 'OTHER'), (444, 482, 'OTHER'), (487, 506, 'OTHER')]"
136,NCT00952211,OfficialTitle+BriefSummary,Burden of Obstructive Sleep Apnea in Stroke (BOSAST) | There are two purposes of this study. The first purpose is to define the frequency of obstructive sleep apnea in stroke survivors as well as its association with fatigue and quality of life. The second purpose is to determine if continuous positive airways pressure (CPAP) treatment can have a beneficial effect on these patients' fatigue and quality of life.,"[(10, 33, 'CONDITION', 'Obstructive Sleep Apnea'), (37, 43, 'CONDITION', 'Stroke'), (141, 164, 'CONDITION', 'obstructive sleep apnea'), (168, 174, 'CONDITION', 'stroke'), (217, 224, 'CONDITION', 'fatigue'), (284, 320, 'OTHER', 'continuous positive airways pressure'), (322, 326, 'OTHER', 'CPAP'), (386, 393, 'CONDITION', 'fatigue')]","[(10, 33), (37, 43), (141, 164), (168, 174), (217, 224), (284, 320), (322, 326), (386, 393)]","[(10, 33, 'CONDITION'), (37, 43, 'CONDITION'), (141, 164, 'CONDITION'), (168, 174, 'CONDITION'), (217, 224, 'CONDITION'), (386, 393, 'CONDITION')]","[(284, 320, 'OTHER'), (322, 326, 'OTHER')]"
