,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
43,NCT04256382,OfficialTitle+BriefSummary,Dementia Pain Management Knowledge Scale Development and Impact of an Educational Program on Hospital Nurses' Knowledge Evaluation | This study aims to develop and test a scale for exploring hospital nurses' knowledge about dementia pain and dementia pain management.,"[(70, 89, 'BEHAVIOURAL', 'Educational Program')]","[(70, 89)]",[],"[(70, 89, 'BEHAVIOURAL')]"
44,NCT04405596,OfficialTitle+BriefSummary,"Ambroxol as a Novel Disease Modifying Treatment for Lewy Body Dementia | This is a randomized, placebo-controlled, double-blind study investigating whether the medication Ambroxol is safe,effectiveness and well tolerated for the treatment of Lewy Body Dementia (LBD). Currently the main treatments for patients with LBD target symptom management. However, none of the medications treat the underlying cause of the disease, which includes the accumulation of protein in the brain. Therefore, even if patients respond well to symptomatic treatment, they continue to deteriorate. Therefore, the purpose of the current study is to make sure Ambroxol is safe to take long term and to test the effects of Ambroxol in treating the cognitive impairments associated with LBD by modifying the underlying causes of the disease.

There will be a total of 15 people participating this this study, which will last 52 weeks. Over the study period patients will undergo clinical, neuropsychological and neuroimaging assessment to assess changes.","[(0, 8, 'DRUG', 'Ambroxol'), (52, 70, 'CONDITION', 'Lewy Body Dementia'), (95, 102, 'CONTROL', 'placebo'), (171, 179, 'DRUG', 'Ambroxol'), (242, 260, 'CONDITION', 'Lewy Body Dementia'), (262, 265, 'CONDITION', 'LBD'), (316, 319, 'CONDITION', 'LBD'), (637, 645, 'DRUG', 'Ambroxol'), (699, 707, 'DRUG', 'Ambroxol'), (724, 745, 'CONDITION', 'cognitive impairments'), (762, 765, 'CONDITION', 'LBD')]","[(0, 8), (52, 70), (95, 102), (171, 179), (242, 260), (262, 265), (316, 319), (637, 645), (699, 707), (724, 745), (762, 765)]","[(52, 70, 'CONDITION'), (242, 260, 'CONDITION'), (262, 265, 'CONDITION'), (316, 319, 'CONDITION'), (724, 745, 'CONDITION'), (762, 765, 'CONDITION')]","[(0, 8, 'DRUG'), (95, 102, 'CONTROL'), (171, 179, 'DRUG'), (637, 645, 'DRUG'), (699, 707, 'DRUG')]"
45,NCT04492696,OfficialTitle+BriefSummary,"Comparison of Concussion Education Programs and Intent to Report Concussion in High School Football Athletes | Importance: Concussion underreporting leads to delays in diagnosis and treatment, resulting in prolonged recovery. Athletes' report of concussion symptoms is therefore an important component of risk reduction. Numerous educational interventions to improve concussion knowledge and reporting exist.

Objective: Evaluate the comparative efficacy of three concussion education programs in improving concussion-reporting intention.

Design: Randomized clinical trial conducted from August 2018 to October 2018, with assessment before, immediately after, and one-month after educational intervention.","[(14, 43, 'BEHAVIOURAL', 'Concussion Education Programs'), (65, 75, 'CONDITION', 'Concussion'), (123, 133, 'CONDITION', 'Concussion'), (246, 256, 'CONDITION', 'concussion'), (367, 377, 'CONDITION', 'concussion'), (464, 493, 'BEHAVIOURAL', 'concussion education programs'), (507, 517, 'CONDITION', 'concussion'), (681, 705, 'BEHAVIOURAL', 'educational intervention')]","[(14, 43), (65, 75), (123, 133), (246, 256), (367, 377), (464, 493), (507, 517), (681, 705)]","[(65, 75, 'CONDITION'), (123, 133, 'CONDITION'), (246, 256, 'CONDITION'), (367, 377, 'CONDITION'), (507, 517, 'CONDITION')]","[(14, 43, 'BEHAVIOURAL'), (464, 493, 'BEHAVIOURAL'), (681, 705, 'BEHAVIOURAL')]"
46,NCT04500795,OfficialTitle+BriefSummary,"Prospective Study on the Use of Middle Meningeal Artery Embolization for Chronic Subdural Haematoma | Subdural haematoma is a common neurosurgical condition that results in different levels of neurological deficits in patients. It can be further classified into acute and chronic, which have different pathophysiology. Acute haematoma is a common result of traumatic injuries involving the tearing of the bridging veins, while chronic subdural haematoma can be both a result of traumatic injuries or recurrence following surgical management of the acute counterpart. For symptomatic patients, they are often surgically managed by haematoma drainage via burr-hole drainage and craniotomy. Recurrent bleeding following close monitor or surgical evacuation of haematoma is however very high. Recent studies approximate the recurrence rate of 2%-33.3%. Recent evidence suggests the angiogenesis of middle meningeal arteries (MMA) in response to inflammation and healing process contributes to the development of chronic subdural haematoma, and its high recurrence chance. Several studies have looked into the use of middle meningeal artery embolization to halt the bleeding of a chronic subdural haematoma, and have found promising results in terms of haematoma reduction and prevention of surgical rescues.","[(32, 68, 'SURGICAL', 'Middle Meningeal Artery Embolization'), (73, 99, 'CONDITION', 'Chronic Subdural Haematoma'), (102, 120, 'CONDITION', 'Subdural haematoma'), (319, 334, 'CONDITION', 'Acute haematoma'), (427, 453, 'CONDITION', 'chronic subdural haematoma'), (630, 639, 'CONDITION', 'haematoma'), (757, 766, 'CONDITION', 'haematoma'), (1008, 1034, 'CONDITION', 'chronic subdural haematoma'), (1112, 1148, 'SURGICAL', 'middle meningeal artery embolization'), (1175, 1201, 'CONDITION', 'chronic subdural haematoma'), (1248, 1257, 'CONDITION', 'haematoma')]","[(32, 68), (73, 99), (102, 120), (319, 334), (427, 453), (630, 639), (757, 766), (1008, 1034), (1112, 1148), (1175, 1201), (1248, 1257)]","[(73, 99, 'CONDITION'), (102, 120, 'CONDITION'), (319, 334, 'CONDITION'), (427, 453, 'CONDITION'), (630, 639, 'CONDITION'), (757, 766, 'CONDITION'), (1008, 1034, 'CONDITION'), (1175, 1201, 'CONDITION'), (1248, 1257, 'CONDITION')]","[(32, 68, 'SURGICAL'), (1112, 1148, 'SURGICAL')]"
47,NCT04555616,OfficialTitle+BriefSummary,"Environmental Design for Behavioral Regulation in People With Dementia | Individuals with dementia present with changes in behaviors throughout the continuum of cognitive decline. Environmental features may be influential in behavioral regulation. The purpose of this study is to assess the feasibility of environmental design protocols in older adults with dementia and their caregivers. Thirty subjects with moderate to severe Alzheimer's disease as primary dementia type, and their caregivers, will be randomly assigned to one of three arms: standard care; standard environmental design protocol; or personalized environmental design protocol.","[(0, 20, 'OTHER', 'Environmental Design'), (25, 46, 'BEHAVIOURAL', 'Behavioral Regulation'), (62, 70, 'CONDITION', 'Dementia'), (90, 98, 'CONDITION', 'dementia'), (161, 178, 'CONDITION', 'cognitive decline'), (225, 246, 'BEHAVIOURAL', 'behavioral regulation'), (306, 326, 'OTHER', 'environmental design'), (358, 366, 'CONDITION', 'dementia'), (410, 448, 'CONDITION', ""moderate to severe Alzheimer's disease""), (460, 468, 'CONDITION', 'dementia'), (545, 558, 'CONTROL', 'standard care'), (560, 589, 'OTHER', 'standard environmental design'), (603, 636, 'OTHER', 'personalized environmental design')]","[(0, 20), (25, 46), (62, 70), (90, 98), (161, 178), (225, 246), (306, 326), (358, 366), (410, 448), (460, 468), (545, 558), (560, 589), (603, 636)]","[(62, 70, 'CONDITION'), (90, 98, 'CONDITION'), (161, 178, 'CONDITION'), (358, 366, 'CONDITION'), (410, 448, 'CONDITION'), (460, 468, 'CONDITION')]","[(0, 20, 'OTHER'), (25, 46, 'BEHAVIOURAL'), (225, 246, 'BEHAVIOURAL'), (306, 326, 'OTHER'), (545, 558, 'CONTROL'), (560, 589, 'OTHER'), (603, 636, 'OTHER')]"
48,NCT04653688,OfficialTitle+BriefSummary,"A Prospective Study on Markers of Disease Progression and Gait Within the Parkinsonian Population | The aim of the project is to evaluate disease progression of patients with Parkinsonian syndrome of various severity through regular home-based gait parameters analysis.

We identified several steps in this project:

Acquisition of gait data in 120 patients with Parkinsonism at different stages in hospital and ecological condition (during 10 days at home), in a repetitive manner:

30 Early PD patients, before 3 years of disease duration (MDS criteria, 2018)
30 PD patients with motor fluctuations (5 to 8 years of disease duration) (MDS criteria, 2018)
30 PD patients with FoG (10 years of disease duration) (MDS criteria, 2018)
30 patients with MSA (less than 5 years after the first symptom)
Control groups will be composed by 30 healthy volunteers Correlation analysis with clinical measurements and biomarkers, namely blood biomarkers for neurodegeneration (4HN, NFLT …) and multimodal MRI repeated assessments (Iron overload, inflammation and degeneration) and genetic panel for common haplotypes involved in Parkinsonism.","[(74, 86, 'CONDITION', 'Parkinsonian'), (175, 196, 'CONDITION', 'Parkinsonian syndrome'), (363, 375, 'CONDITION', 'Parkinsonism'), (487, 495, 'CONDITION', 'Early PD'), (565, 567, 'CONDITION', 'PD'), (660, 662, 'CONDITION', 'PD'), (1118, 1130, 'CONDITION', 'Parkinsonism')]","[(74, 86), (175, 196), (363, 375), (487, 495), (565, 567), (660, 662), (1118, 1130)]","[(74, 86, 'CONDITION'), (175, 196, 'CONDITION'), (363, 375, 'CONDITION'), (487, 495, 'CONDITION'), (565, 567, 'CONDITION'), (660, 662, 'CONDITION'), (1118, 1130, 'CONDITION')]",[]
49,NCT04654286,OfficialTitle+BriefSummary,Clinical Outcomes of Human Amniotic Membrane and Allogeneic Mesenchymal Stem Cells Composite Augmentation for Nerve Transfer Procedure in Brachial Plexus Injury Patients | The purpose of this clinical trial is to investigate the utility of composite wrapping comprising human amniotic membrane and allogeneic adipose-derived mesenchymal stem cells (HAM-AdMSC) for augmentation of nerve transfer procedure in upper TBPI patients,"[(21, 105, 'SURGICAL', 'Human Amniotic Membrane and Allogeneic Mesenchymal Stem Cells Composite Augmentation'), (110, 124, 'SURGICAL', 'Nerve Transfer'), (138, 160, 'CONDITION', 'Brachial Plexus Injury'), (270, 347, 'SURGICAL', 'human amniotic membrane and allogeneic adipose-derived mesenchymal stem cells'), (349, 358, 'SURGICAL', 'HAM-AdMSC'), (380, 394, 'SURGICAL', 'nerve transfer'), (408, 418, 'CONDITION', 'upper TBPI')]","[(21, 105), (110, 124), (138, 160), (270, 347), (349, 358), (380, 394), (408, 418)]","[(138, 160, 'CONDITION'), (408, 418, 'CONDITION')]","[(21, 105, 'SURGICAL'), (110, 124, 'SURGICAL'), (270, 347, 'SURGICAL'), (349, 358, 'SURGICAL'), (380, 394, 'SURGICAL')]"
50,NCT04673058,OfficialTitle+BriefSummary,"Effectiveness of Spinal Manipulation in Addition to Standard Pharmacological Treatment in Fibromyalgia : A Blinded Randomized Clinical Trial | The aim of this study is to evaluate whether spinal manipulation, which is a potential treatment method for musculoskeletal pain, has an additional contribution in patients with fibromyalgia receiving standard pharmacological treatment.","[(17, 36, 'OTHER', 'Spinal Manipulation'), (90, 102, 'CONDITION', 'Fibromyalgia'), (188, 207, 'OTHER', 'spinal manipulation'), (251, 271, 'CONDITION', 'musculoskeletal pain'), (321, 333, 'CONDITION', 'fibromyalgia')]","[(17, 36), (90, 102), (188, 207), (251, 271), (321, 333)]","[(90, 102, 'CONDITION'), (251, 271, 'CONDITION'), (321, 333, 'CONDITION')]","[(17, 36, 'OTHER'), (188, 207, 'OTHER')]"
51,NCT04732065,OfficialTitle+BriefSummary,"PNOC023: Open Label Phase 1 and Target Validation Study of ONC206 in Children and Young Adults With Newly Diagnosed or Recurrent Diffuse Midline Glioma (DMG), and Other Recurrent Primary Malignant Central Nervous System (CNS) Tumors | This phase I trial studies the effects and best dose of ONC206 alone or in combination with radiation therapy in treating patients with diffuse midline gliomas that is newly diagnosed or has come back (recurrent) or other recurrent primary malignant CNS tumors. ONC206 is a recently discovered compound that may stop cancer cells from growing. This drug has been shown in laboratory experiments to kill brain tumor cells by causing a so called ""stress response"" in tumor cells. This stress response causes cancer cells to die, but without affecting normal cells. ONC206 alone or in combination with radiation therapy may be effective in treating newly diagnosed or recurrent diffuse midline gliomas and other recurrent primary malignant CNS tumors.","[(59, 65, 'DRUG', 'ONC206'), (100, 151, 'CONDITION', 'Newly Diagnosed or Recurrent Diffuse Midline Glioma'), (153, 156, 'CONDITION', 'DMG'), (169, 232, 'CONDITION', 'Recurrent Primary Malignant Central Nervous System (CNS) Tumors'), (291, 297, 'DRUG', 'ONC206'), (327, 344, 'RADIOTHERAPY', 'radiation therapy'), (371, 394, 'CONDITION', 'diffuse midline gliomas'), (457, 495, 'CONDITION', 'recurrent primary malignant CNS tumors'), (497, 503, 'DRUG', 'ONC206'), (552, 558, 'CONDITION', 'cancer'), (638, 649, 'CONDITION', 'brain tumor'), (700, 705, 'CONDITION', 'tumor'), (741, 747, 'CONDITION', 'cancer'), (798, 804, 'DRUG', 'ONC206'), (834, 851, 'RADIOTHERAPY', 'radiation therapy'), (881, 933, 'CONDITION', 'newly diagnosed or recurrent diffuse midline gliomas'), (944, 982, 'CONDITION', 'recurrent primary malignant CNS tumors')]","[(59, 65), (100, 151), (153, 156), (169, 232), (291, 297), (327, 344), (371, 394), (457, 495), (497, 503), (552, 558), (638, 649), (700, 705), (741, 747), (798, 804), (834, 851), (881, 933), (944, 982)]","[(100, 151, 'CONDITION'), (153, 156, 'CONDITION'), (169, 232, 'CONDITION'), (371, 394, 'CONDITION'), (457, 495, 'CONDITION'), (552, 558, 'CONDITION'), (638, 649, 'CONDITION'), (700, 705, 'CONDITION'), (741, 747, 'CONDITION'), (881, 933, 'CONDITION'), (944, 982, 'CONDITION')]","[(59, 65, 'DRUG'), (291, 297, 'DRUG'), (327, 344, 'RADIOTHERAPY'), (497, 503, 'DRUG'), (798, 804, 'DRUG'), (834, 851, 'RADIOTHERAPY')]"
52,NCT04816799,OfficialTitle+BriefSummary,"Efficacy of START (Startle Rehabilitation Therapy) in the Treatment Stroke-induced Aphasia/Apraxia | A stratified, parallel-group, double-blind, randomized controlled trial of remotely delivered START treatment to individuals with severe-to-moderate stroke (with recruitment focused on individuals with low SES) will be conducted. Subjects and assessors will be blinded to the condition making the experiment double blind. Specifically, subjects will be told that we are exploring a new therapy that using different sounds to improve therapy. Parallel group design will ensure that subjects in the Control group are unaware that their ""sounds"" are softer than the START group. Trainers may become aware that a loud sound is present thus a unique Assessor will evaluate clinical performance before and after training making the study double-blind. Fifty-four subjects will undergo baseline testing in the laboratory to establish their capacity for functional and expressive speech as well as their self-reported health-related quality of life (power analysis below). Next, subjects will participate in a high-frequency, word-picture verification/ auditory-repetition treatment, 2 hr/day for 5 consecutive days focusing on expression of words of functional significance (e.g., water, fall). Subjects will either receive training with START or without (Control). Subjects will be re-tested immediately following training as well as one-month post to assess retention. Aim 1 will evaluate capacity of START to enhance SLT outcomes by assessing the % change in clinical assessment of functional and expressive speech. Our preliminary data points to a robust response [details]. Aim 2 will focus on the capacity of these changes to 1) be retained and 2) impact subject's reported quality of life. NOTE: While we are planning in-person baseline, end, and retention testing, in response to COVID, we have established remote clinical screening using peer-reviewed validated techniques for WAB and ABA-2 (see Alternative Solutions). All preliminary data collected for this proposal were collected remotely via no-contact protocols.","[(12, 17, 'OTHER', 'START'), (19, 49, 'OTHER', 'Startle Rehabilitation Therapy'), (68, 74, 'CONDITION', 'Stroke'), (83, 90, 'CONDITION', 'Aphasia'), (91, 98, 'CONDITION', 'Apraxia'), (195, 200, 'OTHER', 'START'), (231, 256, 'CONDITION', 'severe-to-moderate stroke'), (500, 541, 'OTHER', 'using different sounds to improve therapy'), (636, 654, 'CONTROL', 'sounds"" are softer'), (664, 669, 'OTHER', 'START'), (1103, 1175, 'OTHER', 'high-frequency, word-picture verification/ auditory-repetition treatment'), (1332, 1337, 'OTHER', 'START'), (1341, 1348, 'CONTROL', 'without'), (1350, 1357, 'CONTROL', 'Control'), (1497, 1502, 'OTHER', 'START')]","[(12, 17), (19, 49), (68, 74), (83, 90), (91, 98), (195, 200), (231, 256), (500, 541), (636, 654), (664, 669), (1103, 1175), (1332, 1337), (1341, 1348), (1350, 1357), (1497, 1502)]","[(68, 74, 'CONDITION'), (83, 90, 'CONDITION'), (91, 98, 'CONDITION'), (231, 256, 'CONDITION')]","[(12, 17, 'OTHER'), (19, 49, 'OTHER'), (195, 200, 'OTHER'), (500, 541, 'OTHER'), (636, 654, 'CONTROL'), (664, 669, 'OTHER'), (1103, 1175, 'OTHER'), (1332, 1337, 'OTHER'), (1341, 1348, 'CONTROL'), (1350, 1357, 'CONTROL'), (1497, 1502, 'OTHER')]"
53,NCT04844333,OfficialTitle+BriefSummary,"Effect of Extubation Under Deep Anesthesia on Emergence Agitation of Nasal Surgery | This study analyzed the relationship between extubation timing and Emergence agitation in 18-60 years old adults undergoing nasal surgery, such as nasal septum correction, endoscopic sinus surgery, and nasal bone fracture reduction. The number of agitation, sedation score, pain score, operation method, analgesic drugs and other data were recorded to analyze the effect of deep anesthesia extubation on agitation in patients with nasal surgery. It also provides a clinical basis for the prevention and treatment of agitation during the recovery period of such operations in adults.","[(46, 65, 'CONDITION', 'Emergence Agitation'), (69, 82, 'CONDITION', 'Nasal Surgery'), (152, 171, 'CONDITION', 'Emergence agitation'), (209, 222, 'CONDITION', 'nasal surgery'), (232, 255, 'CONDITION', 'nasal septum correction'), (257, 281, 'CONDITION', 'endoscopic sinus surgery'), (287, 316, 'CONDITION', 'nasal bone fracture reduction'), (332, 341, 'CONDITION', 'agitation'), (516, 529, 'CONDITION', 'nasal surgery'), (601, 610, 'CONDITION', 'agitation')]","[(46, 65), (69, 82), (152, 171), (209, 222), (232, 255), (257, 281), (287, 316), (332, 341), (516, 529), (601, 610)]","[(46, 65, 'CONDITION'), (69, 82, 'CONDITION'), (152, 171, 'CONDITION'), (209, 222, 'CONDITION'), (232, 255, 'CONDITION'), (257, 281, 'CONDITION'), (287, 316, 'CONDITION'), (332, 341, 'CONDITION'), (516, 529, 'CONDITION'), (601, 610, 'CONDITION')]",[]
54,NCT05008302,OfficialTitle+BriefSummary,Age and Body Position on Handgrip Strength and Movement Coordination of Upper Limb | The aim of the study was to analyze the importance of the position of the body and the examined upper limb on the parameters of movement coordination and hand grip strength in various age groups of people after a stroke and healthy individuals.,"[(298, 304, 'CONDITION', 'stroke')]","[(298, 304)]","[(298, 304, 'CONDITION')]",[]
55,NCT05122650,OfficialTitle+BriefSummary,"A Phase 2b, 12-week, Double-blind, Placebo-controlled, Randomized, Parallel Group, Multicenter Study of the Safety and Efficacy of JZP385 in the Treatment of Adults With Moderate to Severe Essential Tremor | This is a 12-week, double-blind, placebo-controlled, randomized, parallel-group, multicenter study of the safety and efficacy of JZP385 in the treatment of adult participants with moderate to severe ET.","[(35, 42, 'CONTROL', 'Placebo'), (131, 137, 'DRUG', 'JZP385'), (170, 205, 'CONDITION', 'Moderate to Severe Essential Tremor'), (241, 248, 'CONTROL', 'placebo'), (337, 343, 'DRUG', 'JZP385'), (388, 409, 'CONDITION', 'moderate to severe ET')]","[(35, 42), (131, 137), (170, 205), (241, 248), (337, 343), (388, 409)]","[(170, 205, 'CONDITION'), (388, 409, 'CONDITION')]","[(35, 42, 'CONTROL'), (131, 137, 'DRUG'), (241, 248, 'CONTROL'), (337, 343, 'DRUG')]"
56,NCT05318079,OfficialTitle+BriefSummary,Telehealth Virtual Reality Exergaming and Peer Networking Among People With Spinal Cord Injury | This pilot feasibility study aims to test whether youth and adults with spinal cord injury can use a group virtual reality gaming intervention to exercise. A second purpose is to examine whether there are potential benefits to cardiometabolic health and psychosocial health.,"[(0, 37, 'PHYSICAL', 'Telehealth Virtual Reality Exergaming'), (42, 57, 'OTHER', 'Peer Networking'), (76, 94, 'CONDITION', 'Spinal Cord Injury'), (169, 187, 'CONDITION', 'spinal cord injury'), (198, 251, 'PHYSICAL', 'group virtual reality gaming intervention to exercise')]","[(0, 37), (42, 57), (76, 94), (169, 187), (198, 251)]","[(76, 94, 'CONDITION'), (169, 187, 'CONDITION')]","[(0, 37, 'PHYSICAL'), (42, 57, 'OTHER'), (198, 251, 'PHYSICAL')]"
57,NCT05516342,OfficialTitle+BriefSummary,"LEAD IT! An App to Enable Persons With Early Stage Dementia to Lead Group Activities for Their Peers | The proposed Phase 2 project will involve the further development and evaluation of LEAD IT!, which is a tablet-based app designed to enable persons with dementia to lead activities for their peers (i.e., other persons with dementia). The study will examine the clinical outcomes of long-term use of the app by both Resident Leaders (RLs) and Resident Players (RPs).

The Specific Aims of the proposed Phase 2 project are to:

Develop improved Beta 1 and Beta 2 Versions of LEAD IT! with sufficient content to facilitate six activities twice per week for 4.5 months.
Examine the extent to which RLs are able to serve as leaders while using LEAD IT!
Examine the effects of resident-led LEAD IT! programming on RPs.
Examine PWD and staff satisfaction with LEAD IT!","[(0, 8, 'OTHER', 'LEAD IT!'), (12, 15, 'OTHER', 'App'), (39, 59, 'CONDITION', 'Early Stage Dementia'), (187, 195, 'OTHER', 'LEAD IT!'), (208, 224, 'OTHER', 'tablet-based app'), (257, 265, 'CONDITION', 'dementia'), (327, 335, 'CONDITION', 'dementia'), (407, 410, 'OTHER', 'app'), (577, 585, 'OTHER', 'LEAD IT!'), (743, 751, 'OTHER', 'LEAD IT!'), (788, 796, 'OTHER', 'LEAD IT!'), (857, 865, 'OTHER', 'LEAD IT!')]","[(0, 8), (12, 15), (39, 59), (187, 195), (208, 224), (257, 265), (327, 335), (407, 410), (577, 585), (743, 751), (788, 796), (857, 865)]","[(39, 59, 'CONDITION'), (257, 265, 'CONDITION'), (327, 335, 'CONDITION')]","[(0, 8, 'OTHER'), (12, 15, 'OTHER'), (187, 195, 'OTHER'), (208, 224, 'OTHER'), (407, 410, 'OTHER'), (577, 585, 'OTHER'), (743, 751, 'OTHER'), (788, 796, 'OTHER'), (857, 865, 'OTHER')]"
58,NCT05635968,OfficialTitle+BriefSummary,"The Multicenter Phase II Clinical Trial for Evaluation of Safety and Efficacy Using Low Dose Irradiation With Alzheimer's Disease | This is a phase II, multicenter, prospective, randomized controlled trial to treat patients with Alzheimer's disease (AD) using low-dose irradiation (LDIR). This study aims to evaluate the safety and efficacy of LDIR to whole brain in patients with AD and to determine the potentially applicable radiation dose.","[(84, 104, 'RADIOTHERAPY', 'Low Dose Irradiation'), (110, 129, 'CONDITION', ""Alzheimer's Disease""), (229, 248, 'CONDITION', ""Alzheimer's disease""), (250, 252, 'CONDITION', 'AD'), (260, 280, 'RADIOTHERAPY', 'low-dose irradiation'), (282, 286, 'RADIOTHERAPY', 'LDIR'), (344, 348, 'RADIOTHERAPY', 'LDIR'), (381, 383, 'CONDITION', 'AD'), (428, 437, 'RADIOTHERAPY', 'radiation')]","[(84, 104), (110, 129), (229, 248), (250, 252), (260, 280), (282, 286), (344, 348), (381, 383), (428, 437)]","[(110, 129, 'CONDITION'), (229, 248, 'CONDITION'), (250, 252, 'CONDITION'), (381, 383, 'CONDITION')]","[(84, 104, 'RADIOTHERAPY'), (260, 280, 'RADIOTHERAPY'), (282, 286, 'RADIOTHERAPY'), (344, 348, 'RADIOTHERAPY'), (428, 437, 'RADIOTHERAPY')]"
59,NCT05658731,OfficialTitle+BriefSummary,"Cognitive Outcomes After Brain Substructure-informed Radiation Planning in Pediatric Patients | The goal of this trial is to see if it is possible to better plan how radiation therapy is delivered to different parts of the brain in children who require radiation to treat their tumor, and if this will help reduce neurocognitive (thinking and learning) impairments in these patients.

Patients with newly diagnosed brain or head and neck tumors who are having radiation therapy will have neurocognitive testing and MRI imaging (both research and for regular care) done as part of their participation in the study.

Survivors of childhood brain tumors who completed radiation therapy at least two years before joining the study, and have not had a recurrence, will have neurocognitive testing and research MRIs completed.

Healthy children will also be enrolled and have research MRIs done.

The researchers will use the radiation plan to determine how much radiation was delivered to different parts of the brain. The investigators will use the MRIs to determine how the normal brain is changing after treatment; and how this compares to patients who had standard radiation treatment or who never had a brain tumor. The neurocognitive testing will be compared among different groups to see how different treatment plans affect performance on neurocognitive tests.","[(25, 71, 'OTHER', 'Brain Substructure-informed Radiation Planning'), (166, 183, 'RADIOTHERAPY', 'radiation therapy'), (253, 262, 'RADIOTHERAPY', 'radiation'), (278, 283, 'CONDITION', 'tumor'), (399, 444, 'CONDITION', 'newly diagnosed brain or head and neck tumors'), (460, 477, 'RADIOTHERAPY', 'radiation therapy'), (638, 650, 'CONDITION', 'brain tumors'), (665, 682, 'RADIOTHERAPY', 'radiation therapy'), (920, 934, 'OTHER', 'radiation plan'), (957, 966, 'RADIOTHERAPY', 'radiation'), (1155, 1183, 'CONTROL', 'standard radiation treatment'), (1203, 1214, 'CONDITION', 'brain tumor')]","[(25, 71), (166, 183), (253, 262), (278, 283), (399, 444), (460, 477), (638, 650), (665, 682), (920, 934), (957, 966), (1155, 1183), (1203, 1214)]","[(278, 283, 'CONDITION'), (399, 444, 'CONDITION'), (638, 650, 'CONDITION'), (1203, 1214, 'CONDITION')]","[(25, 71, 'OTHER'), (166, 183, 'RADIOTHERAPY'), (253, 262, 'RADIOTHERAPY'), (460, 477, 'RADIOTHERAPY'), (665, 682, 'RADIOTHERAPY'), (920, 934, 'OTHER'), (957, 966, 'RADIOTHERAPY'), (1155, 1183, 'CONTROL')]"
