,nct_id,source,text,ner_manual_ct_target,ner_manual_ct_target_idx,ner_manual_ct_target_disease,ner_manual_ct_target_intervention
424,NCT03219073,OfficialTitle+BriefSummary,"Transcranial Direct Current Stimulation to Lower Neuropathic Pain in People With Multiple Sclerosis: a Mechanistic FDG-PET Study | Transcranial Direct Current Stimulation (tDCS) is a noninvasive brain stimulation technique that utilizes low amplitude direct currents applied via scalp electrodes to apply currents to the brain and modulate the level of cortical excitability. tDCS applied over the dorsolateral prefrontal and motor cortex has been reported to be able to decrease pain sensation and to increase pain threshold in healthy subjects and is effective in reducing central chronic pain in patients with multiple sclerosis (PwMS.) In spite of the encouraging results of tDCS in PwMS, detailed mechanisms accounting for its analgesic effect have not yet been elucidated.

This will be the first study to determine the effects of tDCS on whole and regional brain activity in PwMS with neuropathic pain to identify potential mechanisms of the analgesic effects of tDCS. These findings will provide targets for future studies investigating different stimulation areas, possible short- and long-term side effects, and specific target areas for other precise stimulation techniques such as transcranial magnetic stimulation.","[(0, 39, 'OTHER', 'Transcranial Direct Current Stimulation'), (49, 65, 'CONDITION', 'Neuropathic Pain'), (81, 100, 'CONDITION', 'Multiple Sclerosis:'), (131, 170, 'OTHER', 'Transcranial Direct Current Stimulation'), (172, 176, 'OTHER', 'tDCS'), (376, 438, 'OTHER', 'tDCS applied over the dorsolateral prefrontal and motor cortex'), (480, 484, 'CONDITION', 'pain'), (511, 515, 'CONDITION', 'pain'), (583, 595, 'CONDITION', 'chronic pain'), (613, 631, 'CONDITION', 'multiple sclerosis'), (679, 683, 'OTHER', 'tDCS'), (837, 841, 'OTHER', 'tDCS'), (892, 908, 'CONDITION', 'neuropathic pain'), (970, 974, 'OTHER', 'tDCS'), (1193, 1226, 'OTHER', 'transcranial magnetic stimulation')]","[(0, 39), (49, 65), (81, 100), (131, 170), (172, 176), (376, 438), (480, 484), (511, 515), (583, 595), (613, 631), (679, 683), (837, 841), (892, 908), (970, 974), (1193, 1226)]","[(49, 65, 'CONDITION'), (81, 100, 'CONDITION'), (480, 484, 'CONDITION'), (511, 515, 'CONDITION'), (583, 595, 'CONDITION'), (613, 631, 'CONDITION'), (892, 908, 'CONDITION')]","[(0, 39, 'OTHER'), (131, 170, 'OTHER'), (172, 176, 'OTHER'), (376, 438, 'OTHER'), (679, 683, 'OTHER'), (837, 841, 'OTHER'), (970, 974, 'OTHER'), (1193, 1226, 'OTHER')]"
425,NCT01607151,OfficialTitle+BriefSummary,"Safety and Feasibility of a Protocol of Targeted Temperature Management After Intracerebral Hemorrhage | Though TTM is ubiquitously used in the neuro-intensive care unit, there is limited experience with the use of TTM after intracerebral hemorrhage (ICH), the most devastating type of stroke. TTM may be a an intervention to improve patient outcomes. This trial addresses the safety and tolerability of a protocol of ultra-early TTM after ICH/IPH and may be the basis for future larger clinical trials.","[(40, 71, 'OTHER', 'Targeted Temperature Management'), (78, 102, 'CONDITION', 'Intracerebral Hemorrhage'), (112, 115, 'OTHER', 'TTM'), (215, 218, 'OTHER', 'TTM'), (225, 249, 'CONDITION', 'intracerebral hemorrhage'), (251, 254, 'CONDITION', 'ICH'), (286, 292, 'CONDITION', 'stroke'), (294, 297, 'OTHER', 'TTM'), (418, 433, 'OTHER', 'ultra-early TTM'), (440, 443, 'CONDITION', 'ICH'), (444, 447, 'CONDITION', 'IPH')]","[(40, 71), (78, 102), (112, 115), (215, 218), (225, 249), (251, 254), (286, 292), (294, 297), (418, 433), (440, 443), (444, 447)]","[(78, 102, 'CONDITION'), (225, 249, 'CONDITION'), (251, 254, 'CONDITION'), (286, 292, 'CONDITION'), (440, 443, 'CONDITION'), (444, 447, 'CONDITION')]","[(40, 71, 'OTHER'), (112, 115, 'OTHER'), (215, 218, 'OTHER'), (294, 297, 'OTHER'), (418, 433, 'OTHER')]"
426,NCT00640965,OfficialTitle+BriefSummary,"Double-Blind, Randomized, Placebo-Controlled, Parallel-Group, Two-Arm, Multi-Center Phase II Trial to Assess the Safety, Tolerability, and Efficacy of DP-VPA (up to 900 mg) Once Daily for 10 Weeks in Adult Subjects With Migraine | The study will evaluate if DP-VPA, a derivative of valproate (a drug that is commonly used for the prevention of migraine attacks), can reduce the rate of migraine attacks.

Migraine patients will take DP-VPA or placebo (an inactive look-alike drug) every morning and will have to report any migraine attacks they have during the study's 18-week follow up.","[(26, 33, 'CONTROL', 'Placebo'), (151, 157, 'DRUG', 'DP-VPA'), (220, 228, 'CONDITION', 'Migraine'), (258, 264, 'DRUG', 'DP-VPA'), (282, 291, 'DRUG', 'valproate'), (344, 360, 'CONDITION', 'migraine attacks'), (386, 402, 'CONDITION', 'migraine attacks'), (405, 413, 'CONDITION', 'Migraine'), (433, 439, 'DRUG', 'DP-VPA'), (443, 450, 'CONTROL', 'placebo'), (523, 539, 'CONDITION', 'migraine attacks')]","[(26, 33), (151, 157), (220, 228), (258, 264), (282, 291), (344, 360), (386, 402), (405, 413), (433, 439), (443, 450), (523, 539)]","[(220, 228, 'CONDITION'), (344, 360, 'CONDITION'), (386, 402, 'CONDITION'), (405, 413, 'CONDITION'), (523, 539, 'CONDITION')]","[(26, 33, 'CONTROL'), (151, 157, 'DRUG'), (258, 264, 'DRUG'), (282, 291, 'DRUG'), (433, 439, 'DRUG'), (443, 450, 'CONTROL')]"
427,NCT03696381,OfficialTitle+BriefSummary,"Clinical Trial of The Boosting Effect of Transcranial Random Noise Stimulation (tRNS) in Cognitive Rehabilitation of Patients With Traumatic Brain Injury | The main objective of this study is to evaluate the effects of tRNS while undergoing computerized cognitive rehabilitation therapy to conclude if this combination of therapies would be effective for the cognitive rehabilitation of patients with acquired brain damage, such as traumatic brain injury. We want to study the therapeutic potential of tRNS to enhance the therapeutic outcome of cognitive training, studying its global effect over the rehabilitation of attention, memory and executive functions, compared to sham tRNS.","[(41, 78, 'OTHER', 'Transcranial Random Noise Stimulation'), (80, 84, 'OTHER', 'tRNS'), (89, 113, 'OTHER', 'Cognitive Rehabilitation'), (131, 153, 'CONDITION', 'Traumatic Brain Injury'), (219, 223, 'OTHER', 'tRNS'), (241, 286, 'OTHER', 'computerized cognitive rehabilitation therapy'), (359, 383, 'OTHER', 'cognitive rehabilitation'), (401, 422, 'CONDITION', 'acquired brain damage'), (432, 454, 'CONDITION', 'traumatic brain injury'), (502, 506, 'OTHER', 'tRNS'), (545, 563, 'OTHER', 'cognitive training'), (674, 683, 'CONTROL', 'sham tRNS')]","[(41, 78), (80, 84), (89, 113), (131, 153), (219, 223), (241, 286), (359, 383), (401, 422), (432, 454), (502, 506), (545, 563), (674, 683)]","[(131, 153, 'CONDITION'), (401, 422, 'CONDITION'), (432, 454, 'CONDITION')]","[(41, 78, 'OTHER'), (80, 84, 'OTHER'), (89, 113, 'OTHER'), (219, 223, 'OTHER'), (241, 286, 'OTHER'), (359, 383, 'OTHER'), (502, 506, 'OTHER'), (545, 563, 'OTHER'), (674, 683, 'CONTROL')]"
428,NCT04740060,OfficialTitle+BriefSummary,Major Research Instrumentation Program: Development of an Innovative Instrument on Robot-Aided Virtual Rehabilitation for Intelligent Physical Training of Individuals With Disabilities (iRAPID) | Investigate development of an Innovative Instrument on Robot-Aided and Virtual Reality Rehabilitation for Intelligent Physical Training (i.e. gait and stepping) of Individuals post-stroke.,"[(83, 117, 'PHYSICAL', 'Robot-Aided Virtual Rehabilitation'), (122, 151, 'PHYSICAL', 'Intelligent Physical Training'), (251, 297, 'PHYSICAL', 'Robot-Aided and Virtual Reality Rehabilitation'), (302, 331, 'PHYSICAL', 'Intelligent Physical Training'), (372, 383, 'CONDITION', 'post-stroke')]","[(83, 117), (122, 151), (251, 297), (302, 331), (372, 383)]","[(372, 383, 'CONDITION')]","[(83, 117, 'PHYSICAL'), (122, 151, 'PHYSICAL'), (251, 297, 'PHYSICAL'), (302, 331, 'PHYSICAL')]"
429,NCT02976766,OfficialTitle+BriefSummary,"Gypenosides Treatment for Optic Neuritis: a Randomised, Double-blind, Placebo-controlled Trial | The purpose of this study is to determine whether gypenosides are neuroprotective in patients with acute optic neuritis.","[(0, 11, 'DRUG', 'Gypenosides'), (26, 40, 'CONDITION', 'Optic Neuritis'), (70, 77, 'CONTROL', 'Placebo'), (147, 158, 'DRUG', 'gypenosides'), (196, 216, 'CONDITION', 'acute optic neuritis')]","[(0, 11), (26, 40), (70, 77), (147, 158), (196, 216)]","[(26, 40, 'CONDITION'), (196, 216, 'CONDITION')]","[(0, 11, 'DRUG'), (70, 77, 'CONTROL'), (147, 158, 'DRUG')]"
430,NCT00241670,OfficialTitle+BriefSummary,"Fluorescence-guided Resection of Malignant Gliomas With 5-Aminolevulinic Acid (5-ALA) vs. Conventional Resection | The aim of the study ""Fluorescence-guided resection of malignant gliomas with 5-Aminolevulinic acid (5-ALA) vs. conventional resection"" is to determine how accurately contrast agent-accumulating tumour can be removed by primary surgery and to assess the clinical usefulness of this method.","[(0, 29, 'SURGICAL', 'Fluorescence-guided Resection'), (33, 50, 'CONDITION', 'Malignant Gliomas'), (56, 77, 'DRUG', '5-Aminolevulinic Acid'), (79, 84, 'DRUG', '5-ALA'), (90, 112, 'CONTROL', 'Conventional Resection'), (137, 166, 'SURGICAL', 'Fluorescence-guided resection'), (170, 187, 'CONDITION', 'malignant gliomas'), (193, 214, 'DRUG', '5-Aminolevulinic acid'), (216, 221, 'DRUG', '5-ALA'), (227, 249, 'CONTROL', 'conventional resection'), (310, 316, 'CONDITION', 'tumour')]","[(0, 29), (33, 50), (56, 77), (79, 84), (90, 112), (137, 166), (170, 187), (193, 214), (216, 221), (227, 249), (310, 316)]","[(33, 50, 'CONDITION'), (170, 187, 'CONDITION'), (310, 316, 'CONDITION')]","[(0, 29, 'SURGICAL'), (56, 77, 'DRUG'), (79, 84, 'DRUG'), (90, 112, 'CONTROL'), (137, 166, 'SURGICAL'), (193, 214, 'DRUG'), (216, 221, 'DRUG'), (227, 249, 'CONTROL')]"
431,NCT01757873,OfficialTitle+BriefSummary,"A Phase 2, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of Z160 in Subjects With Postherpetic Neuralgia | This study will compare Z160 and placebo in patients with Postherpetic Neuralgia for safety and efficacy for a period of 6 weeks.","[(50, 57, 'CONTROL', 'Placebo'), (130, 134, 'DRUG', 'Z160'), (152, 174, 'CONDITION', 'Postherpetic Neuralgia'), (201, 205, 'DRUG', 'Z160'), (210, 217, 'CONTROL', 'placebo'), (235, 257, 'CONDITION', 'Postherpetic Neuralgia')]","[(50, 57), (130, 134), (152, 174), (201, 205), (210, 217), (235, 257)]","[(152, 174, 'CONDITION'), (235, 257, 'CONDITION')]","[(50, 57, 'CONTROL'), (130, 134, 'DRUG'), (201, 205, 'DRUG'), (210, 217, 'CONTROL')]"
432,NCT04210063,OfficialTitle+BriefSummary,"Effect of Inspiratory Muscle Training (IMT) on Breathing, Balance, and Blood Pressure Maintenance in Spinal Cord Injury (SCI) | The purpose of this study is to help understand how training breathing muscles will impact balance, blood pressure, and quality of life of participants with spinal cord injury.","[(10, 37, 'PHYSICAL', 'Inspiratory Muscle Training'), (39, 42, 'PHYSICAL', 'IMT'), (101, 119, 'CONDITION', 'Spinal Cord Injury'), (121, 124, 'CONDITION', 'SCI'), (180, 206, 'PHYSICAL', 'training breathing muscles'), (285, 303, 'CONDITION', 'spinal cord injury')]","[(10, 37), (39, 42), (101, 119), (121, 124), (180, 206), (285, 303)]","[(101, 119, 'CONDITION'), (121, 124, 'CONDITION'), (285, 303, 'CONDITION')]","[(10, 37, 'PHYSICAL'), (39, 42, 'PHYSICAL'), (180, 206, 'PHYSICAL')]"
433,NCT00069550,OfficialTitle+BriefSummary,"Pathogenesis of Rett Syndrome: Natural History and Treatment | Rett syndrome (RTT) is a disorder in which the nervous system does not develop properly. RTT generally affects girls, but there are some boys who have been diagnosed with RTT. Symptoms of RTT include small brain size, poor language skills, repetitive hand movements, and seizures. This study will evaluate the effectiveness of two drugs in treating the symptoms of RTT.","[(16, 29, 'CONDITION', 'Rett Syndrome'), (63, 76, 'CONDITION', 'Rett syndrome'), (78, 81, 'CONDITION', 'RTT'), (152, 155, 'CONDITION', 'RTT'), (234, 237, 'CONDITION', 'RTT'), (251, 254, 'CONDITION', 'RTT'), (428, 431, 'CONDITION', 'RTT')]","[(16, 29), (63, 76), (78, 81), (152, 155), (234, 237), (251, 254), (428, 431)]","[(16, 29, 'CONDITION'), (63, 76, 'CONDITION'), (78, 81, 'CONDITION'), (152, 155, 'CONDITION'), (234, 237, 'CONDITION'), (251, 254, 'CONDITION'), (428, 431, 'CONDITION')]",[]
434,NCT04956874,OfficialTitle+BriefSummary,The Florida REACH Translation Project | The primary aim of this study is to test feasibility of a modified REACH II intervention in an outpatient clinic.,[],[],[],[]
435,NCT04118829,OfficialTitle+BriefSummary,Correlation of Serum Level of Perampanel (PER) Level to Cerebrospinal Fluid (CSF) Levels of PER | Perampanel is a drug used to treat patients with epilepsy/seizures. This study is designed to determine how much perampanel actually crosses the blood brain barrier into the cerebral spinal fluid when the drug is taken.,"[(30, 40, 'DRUG', 'Perampanel'), (42, 45, 'DRUG', 'PER'), (92, 95, 'DRUG', 'PER'), (98, 108, 'DRUG', 'Perampanel'), (147, 155, 'CONDITION', 'epilepsy'), (156, 164, 'CONDITION', 'seizures'), (211, 221, 'DRUG', 'perampanel')]","[(30, 40), (42, 45), (92, 95), (98, 108), (147, 155), (156, 164), (211, 221)]","[(147, 155, 'CONDITION'), (156, 164, 'CONDITION')]","[(30, 40, 'DRUG'), (42, 45, 'DRUG'), (92, 95, 'DRUG'), (98, 108, 'DRUG'), (211, 221, 'DRUG')]"
436,NCT03232697,OfficialTitle+BriefSummary,French Language Validation of the Phone Version of the Montreal Cognitive Assessment (MoCA) | The aim of the study is to validate a french version of the 5 minutes version of the Montreal Cognitive Assessment as compared to the french full version of this test.,[],[],[],[]
437,NCT05462340,OfficialTitle+BriefSummary,"PET Imaging Study of α7 and α4β2-nAChR in Schizophrenia: Cognitive Relationships | The purpose of this research is to use specialized brain imaging techniques, Positron Emission Tomography (PET) scan and Magnetic Resonance Imaging (MRI), to learn more about the brain chemistry, e.g., how neurotransmitters and receptors in the brain function in people with schizophrenia compared to healthy controls.","[(42, 55, 'CONDITION', 'Schizophrenia'), (358, 371, 'CONDITION', 'schizophrenia')]","[(42, 55), (358, 371)]","[(42, 55, 'CONDITION'), (358, 371, 'CONDITION')]",[]
438,NCT04569435,OfficialTitle+BriefSummary,"A Phase 2a Safety, Tolerability, Pharmacokinetic (PK), and Pharmacodynamic (PD) Study of Intravenous ANX005 in Subjects With Amyotrophic Lateral Sclerosis (ALS) | This study is a multi-center, open-label study of intravenous (IV) ANX005 in participants with ALS.","[(101, 107, 'DRUG', 'ANX005'), (125, 154, 'CONDITION', 'Amyotrophic Lateral Sclerosis'), (156, 159, 'CONDITION', 'ALS'), (230, 236, 'DRUG', 'ANX005'), (258, 261, 'CONDITION', 'ALS')]","[(101, 107), (125, 154), (156, 159), (230, 236), (258, 261)]","[(125, 154, 'CONDITION'), (156, 159, 'CONDITION'), (258, 261, 'CONDITION')]","[(101, 107, 'DRUG'), (230, 236, 'DRUG')]"
439,NCT05707091,OfficialTitle+BriefSummary,Effects of Low Laser Therapy on Facial Motor Functions Function and Synkinesis in Patients With Bell's Palsy | To determine the effects of low-level laser therapy on facial motor functions and synkinesis in patients with bell's palsy,"[(11, 28, 'OTHER', 'Low Laser Therapy'), (96, 108, 'CONDITION', ""Bell's Palsy""), (139, 162, 'OTHER', 'low-level laser therapy'), (221, 233, 'CONDITION', ""bell's palsy"")]","[(11, 28), (96, 108), (139, 162), (221, 233)]","[(96, 108, 'CONDITION'), (221, 233, 'CONDITION')]","[(11, 28, 'OTHER'), (139, 162, 'OTHER')]"
440,NCT05014841,OfficialTitle+BriefSummary,"The Neural Coding of Speech Across Human Languages | The overall goal of this study is to reveal the fundamental neural mechanisms that underlie comprehension across human spoken languages. An understanding of how speech is coded in the brain has significant implications for the development of new diagnostic and rehabilitative strategies for language disorders (e.g. aphasia, dyslexia, autism, et alia). The basic mechanisms underlying comprehension of spoken language are unknown. Researchers are only beginning to understand how the human brain extracts the most fundamental linguistic elements (consonants and vowels) from a complex and highly variable acoustic signal. Traditional theories have posited a 'universal' phonetic inventory shared by all humans, but this has been challenged by other newer theories that each language has its own unique and specialized code. An investigation of the cortical representation of speech sounds across languages can likely shed light on this fundamental question. Previous research has implicated the superior temporal cortex in the processing of speech sounds. Most of this work has been entirely carried out in English. The recording of neural activity directly from the cortical surface from individuals with different language experience is a promising approach since it can provide both high spatial and temporal resolution. This study will examine the mechanisms of phonetic encoding, by utilizing neurophysiological recordings obtained during neurosurgical procedures. High-density electrode arrays, advanced signal processing, and direct electrocortical stimulation will be utilized to unravel both local and population encoding of speech sounds in the lateral temporal cortex. This study will also examine the neural encoding of speech in patients who are monolingual and bilingual in Mandarin, Spanish, and English, the most common spoken languages worldwide, and feature important contrastive differences of pitch, formant, and temporal envelope. A cross-linguistic approach is critical for a true understanding of language, while also striving to achieve a broader approach of diversity and inclusion in neuroscience of language.",[],[],[],[]
441,NCT03759678,OfficialTitle+BriefSummary,"Effects of N-Acetyl-L-Leucine on Ataxia-Telangiectasia (A-T): A Multinational, Multicenter, Open-label, Rater-blinded Phase II Study | This is a multinational, multicenter, open-label, rater-blinded prospective Phase II study which will assess the safety and efficacy of N-Acetyl-L-Leucine (IB1001) for the treatment of Ataxia-Telangiectasia (A-T).

There are two phases to this study: the Parent Study, and the Extension Phase.

The Parent Study evaluates the safety and efficacy of N-Acetyl-L-Leucine (IB1001) for the symptomatic treatment of A-T.

The Extension Phase evaluates the long-term safety and efficacy of IB1001 for the neuroprotective, disease-modifying treatment of A-T.","[(11, 29, 'DRUG', 'N-Acetyl-L-Leucine'), (33, 54, 'CONDITION', 'Ataxia-Telangiectasia'), (56, 59, 'CONDITION', 'A-T'), (271, 289, 'DRUG', 'N-Acetyl-L-Leucine'), (291, 297, 'DRUG', 'IB1001'), (320, 341, 'CONDITION', 'Ataxia-Telangiectasia'), (343, 346, 'CONDITION', 'A-T'), (484, 502, 'DRUG', 'N-Acetyl-L-Leucine'), (504, 510, 'DRUG', 'IB1001'), (545, 549, 'CONDITION', 'A-T.'), (618, 624, 'DRUG', 'IB1001'), (681, 685, 'CONDITION', 'A-T.')]","[(11, 29), (33, 54), (56, 59), (271, 289), (291, 297), (320, 341), (343, 346), (484, 502), (504, 510), (545, 549), (618, 624), (681, 685)]","[(33, 54, 'CONDITION'), (56, 59, 'CONDITION'), (320, 341, 'CONDITION'), (343, 346, 'CONDITION'), (545, 549, 'CONDITION'), (681, 685, 'CONDITION')]","[(11, 29, 'DRUG'), (271, 289, 'DRUG'), (291, 297, 'DRUG'), (484, 502, 'DRUG'), (504, 510, 'DRUG'), (618, 624, 'DRUG')]"
442,NCT01074944,OfficialTitle+BriefSummary,"A Phase 3, Randomized, Multi-Center, Multi-National, Double-Blind Study to Evaluate the Efficacy, Safety and Pharmacokinetics of Once Daily Versus Twice Daily Dosing of Genz-112638 in Patients With Gaucher Disease Type 1 Who Have Demonstrated Clinical Stability on a Twice Daily Dose of Genz-112638 | The primary objective of this study was to evaluate the efficacy and safety of once daily (QD) versus twice daily (BID) dosing of eliglustat tartrate (Genz-112638) in participants with Gaucher disease type 1 who had demonstrated clinical stability on BID dosing of eliglustat tartrate (Genz-112638). The secondary objective was to evaluate the pharmacokinetics (PK) of Genz-99067 when eliglustat tartrate (Genz-112638) was administered QD and BID in participants with Gaucher disease type 1 who had demonstrated clinical stability on BID dosing of eliglustat tartrate (Genz-112638).","[(169, 180, 'DRUG', 'Genz-112638'), (198, 220, 'CONDITION', 'Gaucher Disease Type 1'), (287, 298, 'DRUG', 'Genz-112638'), (431, 450, 'DRUG', 'eliglustat tartrate'), (452, 463, 'DRUG', 'Genz-112638'), (486, 508, 'CONDITION', 'Gaucher disease type 1'), (566, 585, 'DRUG', 'eliglustat tartrate'), (587, 598, 'DRUG', 'Genz-112638'), (670, 680, 'DRUG', 'Genz-99067'), (686, 705, 'DRUG', 'eliglustat tartrate'), (707, 718, 'DRUG', 'Genz-112638'), (769, 791, 'CONDITION', 'Gaucher disease type 1'), (849, 868, 'DRUG', 'eliglustat tartrate'), (870, 881, 'DRUG', 'Genz-112638')]","[(169, 180), (198, 220), (287, 298), (431, 450), (452, 463), (486, 508), (566, 585), (587, 598), (670, 680), (686, 705), (707, 718), (769, 791), (849, 868), (870, 881)]","[(198, 220, 'CONDITION'), (486, 508, 'CONDITION'), (769, 791, 'CONDITION')]","[(169, 180, 'DRUG'), (287, 298, 'DRUG'), (431, 450, 'DRUG'), (452, 463, 'DRUG'), (566, 585, 'DRUG'), (587, 598, 'DRUG'), (670, 680, 'DRUG'), (686, 705, 'DRUG'), (707, 718, 'DRUG'), (849, 868, 'DRUG'), (870, 881, 'DRUG')]"
443,NCT04176991,OfficialTitle+BriefSummary,"A Phase 1 Single Ascending Dose Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Subcutaneous CTI-1601 Versus Placebo in Subjects With Friedreich's Ataxia | To evaluate the safety and tolerability of single ascending doses of CTI-1601 in participants with Friedreich's ataxia","[(129, 137, 'DRUG', 'CTI-1601'), (145, 152, 'CONTROL', 'Placebo'), (170, 189, 'CONDITION', ""Friedreich's Ataxia""), (261, 269, 'DRUG', 'CTI-1601'), (291, 310, 'CONDITION', ""Friedreich's ataxia"")]","[(129, 137), (145, 152), (170, 189), (261, 269), (291, 310)]","[(170, 189, 'CONDITION'), (291, 310, 'CONDITION')]","[(129, 137, 'DRUG'), (145, 152, 'CONTROL'), (261, 269, 'DRUG')]"
444,NCT04971733,OfficialTitle+BriefSummary,"An Open-Label Phase 1b/2 Study to Assess Safety and Target Engagement of E2814 in Subjects With Mild to Moderate Cognitive Impairment Due to Dominantly Inherited Alzheimer's Disease | The primary objective of the study is to assess the safety and tolerability of intravenous (IV) infusions of E2814 in participants with dominantly inherited Alzheimer's disease (DIAD), and to evaluate target engagement (TE) of E2814 on microtubule binding region (MTBR)-tau species in cerebrospinal fluid (CSF) in participants with DIAD.","[(73, 78, 'DRUG', 'E2814'), (96, 133, 'CONDITION', 'Mild to Moderate Cognitive Impairment'), (141, 181, 'CONDITION', ""Dominantly Inherited Alzheimer's Disease""), (293, 298, 'DRUG', 'E2814'), (320, 360, 'CONDITION', ""dominantly inherited Alzheimer's disease""), (362, 366, 'CONDITION', 'DIAD'), (411, 416, 'DRUG', 'E2814'), (516, 520, 'CONDITION', 'DIAD')]","[(73, 78), (96, 133), (141, 181), (293, 298), (320, 360), (362, 366), (411, 416), (516, 520)]","[(96, 133, 'CONDITION'), (141, 181, 'CONDITION'), (320, 360, 'CONDITION'), (362, 366, 'CONDITION'), (516, 520, 'CONDITION')]","[(73, 78, 'DRUG'), (293, 298, 'DRUG'), (411, 416, 'DRUG')]"
445,NCT00856661,OfficialTitle+BriefSummary,"A Randomised, Double-Blind, Parallel-Group Placebo-Controlled Phase III Study to Evaluate the Efficacy and Safety of Desmoteplase in Subjects With Acute Ischemic Stroke | The purpose of the study is to determine whether desmoteplase is effective and safe in the treatment of patients with acute ischaemic stroke when given within 3 to 9 hours from onset of stroke symptoms.","[(43, 50, 'CONTROL', 'Placebo'), (117, 129, 'DRUG', 'Desmoteplase'), (147, 168, 'CONDITION', 'Acute Ischemic Stroke'), (220, 232, 'DRUG', 'desmoteplase'), (289, 311, 'CONDITION', 'acute ischaemic stroke'), (357, 363, 'CONDITION', 'stroke')]","[(43, 50), (117, 129), (147, 168), (220, 232), (289, 311), (357, 363)]","[(147, 168, 'CONDITION'), (289, 311, 'CONDITION'), (357, 363, 'CONDITION')]","[(43, 50, 'CONTROL'), (117, 129, 'DRUG'), (220, 232, 'DRUG')]"
446,NCT00099528,OfficialTitle+BriefSummary,"REN-1654 in Post-Herpetic Neuralgia: a Multi-Center, Placebo Controlled, 3-week Dose-Finding Study, With a 3-Week Active-Treatment Extension | The purpose of this study is to gain initial safety and efficacy data on the experimental agent REN-1654 in patients with painful post-herpetic neuralgia (PHN).","[(0, 8, 'DRUG', 'REN-1654'), (12, 35, 'CONDITION', 'Post-Herpetic Neuralgia'), (53, 60, 'CONTROL', 'Placebo'), (239, 247, 'DRUG', 'REN-1654'), (273, 296, 'CONDITION', 'post-herpetic neuralgia'), (298, 301, 'CONDITION', 'PHN')]","[(0, 8), (12, 35), (53, 60), (239, 247), (273, 296), (298, 301)]","[(12, 35, 'CONDITION'), (273, 296, 'CONDITION'), (298, 301, 'CONDITION')]","[(0, 8, 'DRUG'), (53, 60, 'CONTROL'), (239, 247, 'DRUG')]"
447,NCT01404247,OfficialTitle+BriefSummary,"Spectral Domain Optical Coherence Tomography Imaging of the Eyes of Neonates | Brief Summary

The purpose of this study is to better characterize the retina and optic nerve in newborns using spectral domain optical coherence tomography (s-oct). This new technology provides a very detailed cross-section picture of the cellular layers in the retina and a 3-dimensional picture of the optic nerve head and the fovea (the center of the retina that provides the most accurate vision). These images have been used by doctors for more than 5 years to help diagnose and treat adults with eye diseases, such as macular degeneration, diabetic retinopathy, retinal detachments, and melanoma. But, it has never been studied in newborns. In newborns, it would potentially help in the diagnoses of glaucoma, optic nerve hypoplasia, foveal hypoplasia, and colobomata among many other disorders. Prior to diagnosing disorders, it is necessary to establish normal values. It is the purpose of this investigation to study the retina and optic nerves in neonates to establish normal values.

After a parent of a normal newborn provides a written consent, the baby will be taken to the Eye Clinic where the instrument is located. The baby will be swaddled in one or more blankets as needed. The infants will be held in front of the instrument by a nurse. The technician will move the lens of the instrument to about 2 to 4 inches from the baby's eye. The mild light from the instrument will then enter the eye for a few seconds to obtain the desired image. The image can be captured through an immobile eye within 5 seconds. If the baby is fussy, he or she may be given a few drops of a sugar (sucrose) solution on a pacifier for calming. Although the images can usually be secured through a normal pupil, if the pupil is found to be too small, two drops of Cyclomydril will be placed on the eye for dilation. This is the eye drop used everyday in the Eye Clinic and nursery to dilate the pupils of babies. The dilation will last for about 6 to 10 hours. After the test, the baby will return to the nursery or be discharged home as intended by the Neonatology Division.

There is minimal risk associated with this investigation. The instrument is non-invasive and does not touch the eye. The babies will be swaddled and held by a nurse to prevent any contact with the machine. The eye drop to be used if needed for dilation has been used on babies at Harbor for about 30 years. It has been found to very safe. The fact that we will study only term (not premature babies) and will apply only two drops if needed should minimize any risk from the eye drop.

An ethical issue to consider is that while the study will provide important information that will undoubtedly help babies in the future, it will probably not benefit the baby being studied. However, if the baby has an undetected retinal or optic nerve problem, the study may reveal it.",[],[],[],[]
448,NCT02928107,OfficialTitle+BriefSummary,"Addressing Barriers to Adult Hearing Healthcare | The aim of this project is to develop evidence that can inform hearing health care best practices for adults between the ages of 65-75, and determine what level of involvement by the primary care practitioner (PCP) is required to inform and encourage adults age 65-75 to follow through with routine hearing screening.

This study also aims to evaluate the accuracy of assessment of medical conditions for which the FDA requires physician evaluation and management prior to hearing aid fitting, and determine which medical conditions should require medical evaluation prior to hearing aid fitting.

The results of this study should provide information to implement changes in health care policy to facilitate accessible and affordable hearing health care.",[],[],[],[]
449,NCT00351299,OfficialTitle+BriefSummary,Study of Dexmedetomidine as an Effective Sedative to Treat Acute ICU Delirium | The purpose of the research is to see if dexmedetomidine (a drug that has a calming effect - a sedative) is effective for the treatment of acute delirium,"[(9, 24, 'DRUG', 'Dexmedetomidine'), (59, 77, 'CONDITION', 'Acute ICU Delirium'), (121, 136, 'DRUG', 'dexmedetomidine'), (219, 233, 'CONDITION', 'acute delirium')]","[(9, 24), (59, 77), (121, 136), (219, 233)]","[(59, 77, 'CONDITION'), (219, 233, 'CONDITION')]","[(9, 24, 'DRUG'), (121, 136, 'DRUG')]"
